scenario,cov_pert,covariate,perturbation,celltype,treatment,n_train_covs,avg_delta_sign_match,clipped_delta_sign_match,mean_pair_sign_match,mean_pair_corr,TranScouter_DMR,DeltaAverage_DMR,TranScouter_MSE,DeltaAverage_MSE,delta_dmr_advantage,trans_dmr_advantage,trans_mse_advantage,delta_dmr_better,trans_dmr_better,delta_mse_better,trans_mse_better
McFaline Seen Perturbation,a172+none_EEF2K,a172+none,EEF2K,A172,none,10,0.7,0.7,0.535,0.053183647951109816,0.55,0.3,0.10973728337853753,0.09000329095755287,0.25000000000000006,-0.25000000000000006,-0.019733992420984656,True,False,True,False
McFaline Seen Perturbation,a172+none_EGFR,a172+none,EGFR,A172,none,11,0.4,0.4,0.4681818181818182,0.13620159644476415,0.8,0.6,0.17838728028925901,0.1157458793845324,0.20000000000000007,-0.20000000000000007,-0.06264140090472661,True,False,True,False
McFaline Seen Perturbation,a172+none_EIF2AK1,a172+none,EIF2AK1,A172,none,7,0.6,0.6,0.5428571428571429,0.2154474445806503,0.5,0.4,0.17880824834047332,0.1638411906352507,0.09999999999999998,-0.09999999999999998,-0.014967057705222608,True,False,True,False
McFaline Seen Perturbation,a172+none_EIF2AK4,a172+none,EIF2AK4,A172,none,6,0.7,0.7,0.5499999999999999,0.11440575797096701,0.55,0.3,0.517003626274146,0.486323686797831,0.25000000000000006,-0.25000000000000006,-0.030679939476314977,True,False,True,False
McFaline Seen Perturbation,a172+none_EPHA1,a172+none,EPHA1,A172,none,6,0.45,0.45,0.4083333333333334,-0.03208013405113624,0.25,0.55,0.1713171461452525,0.22558390293029654,-0.30000000000000004,0.30000000000000004,0.05426675678504403,False,True,False,True
McFaline Seen Perturbation,a172+none_EPHA10,a172+none,EPHA10,A172,none,12,0.4,0.4,0.46666666666666673,-0.035506790605721865,0.4,0.6,0.11110528830943182,0.09589823271064465,-0.19999999999999996,0.19999999999999996,-0.01520705559878717,False,True,True,False
McFaline Seen Perturbation,a172+none_EPHA2,a172+none,EPHA2,A172,none,6,0.55,0.55,0.525,0.028900671044255793,0.45,0.45,0.1974764847646068,0.21313820127911892,0.0,0.0,0.01566171651451212,False,False,False,True
McFaline Seen Perturbation,a172+none_EPHA3,a172+none,EPHA3,A172,none,8,0.5,0.5,0.48750000000000004,-0.037571592076685624,0.35,0.5,0.16553257239466462,0.17316045460315982,-0.15000000000000002,0.15000000000000002,0.007627882208495196,False,True,False,True
McFaline Seen Perturbation,a172+none_EPHA4,a172+none,EPHA4,A172,none,9,0.55,0.55,0.46111111111111114,-0.08088022029681083,0.45,0.45,0.18561758523334493,0.1495879619698492,0.0,0.0,-0.036029623263495736,False,False,True,False
McFaline Seen Perturbation,a172+none_EPHA5,a172+none,EPHA5,A172,none,6,0.55,0.55,0.5583333333333332,0.0223277561305963,0.7,0.45,0.25985529526681916,0.184414746538891,0.24999999999999994,-0.24999999999999994,-0.07544054872792816,True,False,True,False
McFaline Seen Perturbation,a172+none_EPHA6,a172+none,EPHA6,A172,none,9,0.55,0.55,0.5166666666666666,-0.08564966155497432,0.1,0.45,0.07086182338599323,0.16519832080641147,-0.35,0.35,0.09433649742041825,False,True,False,True
McFaline Seen Perturbation,a172+none_EPHA8,a172+none,EPHA8,A172,none,8,0.6,0.6,0.45,0.04324081533106709,0.4,0.4,0.160236020275965,0.1822303827370415,0.0,0.0,0.0219943624610765,False,False,False,True
McFaline Seen Perturbation,a172+none_EPHB1,a172+none,EPHB1,A172,none,6,0.5,0.5,0.4916666666666667,-0.022511831217619644,0.35,0.5,0.15602723652234865,0.21192116019979493,-0.15000000000000002,0.15000000000000002,0.05589392367744628,False,True,False,True
McFaline Seen Perturbation,a172+none_EPHB2,a172+none,EPHB2,A172,none,7,0.45,0.45,0.4285714285714285,-0.09479241727371626,0.6,0.55,0.22658746781460434,0.20459335005175308,0.04999999999999993,-0.04999999999999993,-0.021994117762851262,True,False,True,False
McFaline Seen Perturbation,a172+none_EPHB3,a172+none,EPHB3,A172,none,9,0.55,0.55,0.4722222222222222,0.006459618169497046,0.3,0.45,0.12633138535626348,0.1335443588666042,-0.15000000000000002,0.15000000000000002,0.0072129735103407255,False,True,False,True
McFaline Seen Perturbation,a172+none_EPHB6,a172+none,EPHB6,A172,none,8,0.5,0.5,0.48124999999999996,0.05151473364077013,0.35,0.5,0.1741204674151586,0.205281989863136,-0.15000000000000002,0.15000000000000002,0.031161522447977402,False,True,False,True
McFaline Seen Perturbation,a172+none_ERBB2,a172+none,ERBB2,A172,none,7,0.45,0.45,0.5214285714285715,0.021566617406775585,0.45,0.55,0.17621371096813138,0.17780970739114202,-0.10000000000000003,0.10000000000000003,0.0015959964230106427,False,True,False,True
McFaline Seen Perturbation,a172+none_ERBB3,a172+none,ERBB3,A172,none,9,0.35,0.35,0.4444444444444444,-0.10055116341886763,0.4,0.65,0.1259295128343553,0.15389648162895436,-0.25,0.25,0.027966968794599062,False,True,False,True
McFaline Seen Perturbation,a172+none_ERBB4,a172+none,ERBB4,A172,none,8,0.55,0.55,0.525,0.06628115505400249,0.45,0.45,0.22751707559713266,0.2056588125213358,0.0,0.0,-0.021858263075796858,False,False,True,False
McFaline Seen Perturbation,a172+none_ERN1,a172+none,ERN1,A172,none,5,0.55,0.55,0.5,0.018263609629337162,0.05,0.45,0.14715847788288375,0.2703978619281865,-0.4,0.4,0.12323938404530274,False,True,False,True
McFaline Seen Perturbation,a172+none_ERN2,a172+none,ERN2,A172,none,9,0.45,0.45,0.4277777777777778,-0.0684804983598815,0.4,0.55,0.11535911613614735,0.14296097533294408,-0.15000000000000002,0.15000000000000002,0.027601859196796724,False,True,False,True
McFaline Seen Perturbation,a172+none_FASTK,a172+none,FASTK,A172,none,7,0.55,0.55,0.5214285714285715,0.07839820177608711,0.1,0.45,0.1095507659695563,0.17062942547681728,-0.35,0.35,0.06107865950726098,False,True,False,True
McFaline Seen Perturbation,a172+none_FER,a172+none,FER,A172,none,11,0.5,0.5,0.47727272727272735,0.07950261427107291,0.4,0.5,0.07392527433461991,0.07419294333501228,-0.09999999999999998,0.09999999999999998,0.00026766900039236485,False,True,False,True
McFaline Seen Perturbation,a172+none_FES,a172+none,FES,A172,none,8,0.35,0.35,0.40625,-0.06174919919419053,0.45,0.65,0.1421971683345396,0.12463298578497835,-0.2,0.2,-0.017564182549561255,False,True,True,False
McFaline Seen Perturbation,a172+none_FGFR1,a172+none,FGFR1,A172,none,7,0.45,0.45,0.5071428571428572,0.046058316818551374,0.35,0.55,0.2993216407203543,0.2842614671560007,-0.20000000000000007,0.20000000000000007,-0.015060173564353574,False,True,True,False
McFaline Seen Perturbation,a172+none_FGFR2,a172+none,FGFR2,A172,none,5,0.5,0.5,0.51,0.016608752429394896,0.35,0.5,0.2687289391245319,0.31671191462896153,-0.15000000000000002,0.15000000000000002,0.04798297550442965,False,True,False,True
McFaline Seen Perturbation,a172+none_FGFR3,a172+none,FGFR3,A172,none,5,0.7,0.7,0.6199999999999999,0.1192693648861199,0.35,0.3,0.35736401311318694,0.3546848203716036,0.04999999999999999,-0.04999999999999999,-0.002679192741583347,True,False,True,False
McFaline Seen Perturbation,a172+none_FGFR4,a172+none,FGFR4,A172,none,7,0.4,0.4,0.45,-0.08887753427934404,0.5,0.6,0.19837650065115447,0.1927128323771239,-0.09999999999999998,0.09999999999999998,-0.005663668274030587,False,True,True,False
McFaline Seen Perturbation,a172+none_FGR,a172+none,FGR,A172,none,6,0.55,0.55,0.55,0.051432440901552724,0.35,0.45,0.13708753299973983,0.15600848845860066,-0.10000000000000003,0.10000000000000003,0.018920955458860828,False,True,False,True
McFaline Seen Perturbation,a172+none_FLT1,a172+none,FLT1,A172,none,8,0.55,0.55,0.5625,0.12971813117041148,0.3,0.45,0.15895640272977796,0.15800381447003345,-0.15000000000000002,0.15000000000000002,-0.0009525882597445079,False,True,True,False
McFaline Seen Perturbation,a172+none_FLT3,a172+none,FLT3,A172,none,9,0.5,0.5,0.5111111111111111,0.07633799095086775,0.3,0.5,0.12499237828467638,0.14089256122658758,-0.2,0.2,0.0159001829419112,False,True,False,True
McFaline Seen Perturbation,a172+none_FLT4,a172+none,FLT4,A172,none,7,0.55,0.55,0.4714285714285714,-0.0005181757355653087,0.1,0.45,0.11227331701643757,0.18462924394127384,-0.35,0.35,0.07235592692483626,False,True,False,True
McFaline Seen Perturbation,a172+none_FRK,a172+none,FRK,A172,none,7,0.5,0.5,0.48571428571428577,-0.13021002759015485,0.3,0.5,0.1423368072595148,0.20823938959928862,-0.2,0.2,0.06590258233977381,False,True,False,True
McFaline Seen Perturbation,a172+none_FYN,a172+none,FYN,A172,none,8,0.5,0.5,0.5125,0.05837069955223775,0.3,0.5,0.11555077138704224,0.13594918420137997,-0.2,0.2,0.020398412814337727,False,True,False,True
McFaline Seen Perturbation,a172+none_GAK,a172+none,GAK,A172,none,10,0.5,0.5,0.55,0.03299324296338136,0.45,0.5,0.1693613750060942,0.18767995538913465,-0.04999999999999999,0.04999999999999999,0.01831858038304046,False,True,False,True
McFaline Seen Perturbation,a172+none_GRK4,a172+none,GRK4,A172,none,11,0.55,0.55,0.4818181818181818,-0.020760079407003782,0.5,0.45,0.11330369275899563,0.09672070493444455,0.04999999999999999,-0.04999999999999999,-0.016582987824551074,True,False,True,False
McFaline Seen Perturbation,a172+none_GRK5,a172+none,GRK5,A172,none,9,0.4,0.4,0.5388888888888889,0.13637141728743518,0.45,0.6,0.15146417202669532,0.13526712157650408,-0.14999999999999997,0.14999999999999997,-0.016197050450191236,False,True,True,False
McFaline Seen Perturbation,a172+none_GRK7,a172+none,GRK7,A172,none,6,0.7,0.7,0.6,0.13502157563482628,0.5,0.3,0.16790596751846149,0.14917207613890912,0.2,-0.2,-0.018733891379552364,True,False,True,False
McFaline Seen Perturbation,a172+none_GSG2,a172+none,GSG2,A172,none,7,0.4,0.4,0.4785714285714286,-0.09560579210997365,0.25,0.6,0.17312560576435948,0.26430556987680615,-0.35,0.35,0.09117996411244667,False,True,False,True
McFaline Seen Perturbation,a172+none_GSK3A,a172+none,GSK3A,A172,none,9,0.4,0.4,0.5277777777777778,0.015712870496350687,0.5,0.6,0.18738237637709773,0.19466145481959723,-0.09999999999999998,0.09999999999999998,0.007279078442499504,False,True,False,True
McFaline Seen Perturbation,a172+none_GSK3B,a172+none,GSK3B,A172,none,6,0.55,0.55,0.5833333333333334,0.22474876913013134,0.5,0.45,0.3308201979989116,0.2672632596747043,0.04999999999999999,-0.04999999999999999,-0.06355693832420728,True,False,True,False
McFaline Seen Perturbation,a172+none_GUCY2C,a172+none,GUCY2C,A172,none,10,0.5,0.5,0.4450000000000001,0.01506240419088221,0.4,0.5,0.11013067728955157,0.1379270562841663,-0.09999999999999998,0.09999999999999998,0.02779637899461472,False,True,False,True
McFaline Seen Perturbation,a172+none_GUCY2D,a172+none,GUCY2D,A172,none,9,0.45,0.45,0.4833333333333333,-0.0462569961786893,0.35,0.55,0.19628839650036708,0.18378812160289132,-0.20000000000000007,0.20000000000000007,-0.012500274897475766,False,True,True,False
McFaline Seen Perturbation,a172+none_HCK,a172+none,HCK,A172,none,9,0.15,0.15,0.4388888888888889,-0.16195096187594998,0.55,0.85,0.13657513847958763,0.1618156902625087,-0.29999999999999993,0.29999999999999993,0.02524055178292106,False,True,False,True
McFaline Seen Perturbation,a172+none_HIPK1,a172+none,HIPK1,A172,none,7,0.65,0.65,0.5142857142857143,0.029112108451594208,0.1,0.35,0.1645351592842612,0.24954995368668859,-0.24999999999999997,0.24999999999999997,0.08501479440242737,False,True,False,True
McFaline Seen Perturbation,a172+none_HIPK2,a172+none,HIPK2,A172,none,5,0.6,0.6,0.54,0.06689066736965035,0.35,0.4,0.2246953537487514,0.22627397297645047,-0.050000000000000044,0.050000000000000044,0.0015786192276990574,False,True,False,True
McFaline Seen Perturbation,a172+none_HIPK3,a172+none,HIPK3,A172,none,11,0.6,0.6,0.5363636363636364,0.03992780769998003,0.5,0.4,0.10297177862316542,0.08394889759672551,0.09999999999999998,-0.09999999999999998,-0.01902288102643991,True,False,True,False
McFaline Seen Perturbation,a172+none_HIPK4,a172+none,HIPK4,A172,none,9,0.4,0.4,0.46111111111111114,-0.12775407683421905,0.3,0.6,0.132307135620214,0.1578550617596524,-0.3,0.3,0.025547926139438376,False,True,False,True
McFaline Seen Perturbation,a172+none_HUNK,a172+none,HUNK,A172,none,9,0.55,0.55,0.49444444444444446,0.040821195450832466,0.45,0.45,0.1111484363046076,0.1154070615287012,0.0,0.0,0.004258625224093593,False,False,False,True
McFaline Seen Perturbation,a172+none_IGF1R,a172+none,IGF1R,A172,none,11,0.7,0.7,0.5454545454545455,0.11842821127417888,0.25,0.3,0.06334607717129322,0.07860523438651734,-0.04999999999999999,0.04999999999999999,0.015259157215224126,False,True,False,True
McFaline Seen Perturbation,a172+none_IKBKB,a172+none,IKBKB,A172,none,7,0.4,0.4,0.4785714285714286,0.023534809538956016,0.5,0.6,0.24893697461970193,0.22304652229241723,-0.09999999999999998,0.09999999999999998,-0.025890452327284708,False,True,True,False
McFaline Seen Perturbation,a172+none_INSRR,a172+none,INSRR,A172,none,6,0.45,0.45,0.5,-0.024598776451077286,0.25,0.55,0.1450514238453539,0.18214407991417397,-0.30000000000000004,0.30000000000000004,0.03709265606882006,False,True,False,True
McFaline Seen Perturbation,a172+none_IRAK1,a172+none,IRAK1,A172,none,10,0.6,0.6,0.52,0.09390956004223186,0.55,0.4,0.11827467678850967,0.09464547973404047,0.15000000000000002,-0.15000000000000002,-0.023629197054469198,True,False,True,False
McFaline Seen Perturbation,a172+none_IRAK2,a172+none,IRAK2,A172,none,7,0.3,0.3,0.42857142857142855,-0.08901917781979529,0.45,0.7,0.11848914682406313,0.13971499720570085,-0.24999999999999994,0.24999999999999994,0.021225850381637726,False,True,False,True
McFaline Seen Perturbation,a172+none_IRAK4,a172+none,IRAK4,A172,none,10,0.3,0.3,0.43499999999999994,-0.15777853727912122,0.25,0.7,0.1166229438868271,0.17574619782599404,-0.44999999999999996,0.44999999999999996,0.05912325393916694,False,True,False,True
McFaline Seen Perturbation,a172+none_ITK,a172+none,ITK,A172,none,7,0.45,0.45,0.47857142857142854,-0.08828701541090155,0.4,0.55,0.13545691155461576,0.15964004173350904,-0.15000000000000002,0.15000000000000002,0.024183130178893286,False,True,False,True
McFaline Seen Perturbation,a172+none_JAK1,a172+none,JAK1,A172,none,6,0.5,0.5,0.5583333333333333,0.08799400800553543,0.45,0.5,0.3841252611117877,0.3568248964312718,-0.04999999999999999,0.04999999999999999,-0.027300364680515887,False,True,True,False
McFaline Seen Perturbation,a172+none_JAK3,a172+none,JAK3,A172,none,9,0.6,0.6,0.48888888888888893,-0.01655953365413372,0.2,0.4,0.14966147904073251,0.21389766373042413,-0.2,0.2,0.06423618468969161,False,True,False,True
McFaline Seen Perturbation,a172+none_KALRN,a172+none,KALRN,A172,none,6,0.5,0.5,0.48333333333333334,0.02234576959318672,0.4,0.5,0.23030482809827216,0.24492200231205158,-0.09999999999999998,0.09999999999999998,0.014617174213779421,False,True,False,True
McFaline Seen Perturbation,a172+none_KDR,a172+none,KDR,A172,none,5,0.65,0.65,0.6,0.28784603190319447,0.5,0.35,0.24379052358433392,0.20458667917161924,0.15000000000000002,-0.15000000000000002,-0.03920384441271468,True,False,True,False
McFaline Seen Perturbation,a172+none_KIAA1804,a172+none,KIAA1804,A172,none,9,0.5,0.5,0.49444444444444446,0.011039143998998413,0.35,0.5,0.1263740470380246,0.15171113546137321,-0.15000000000000002,0.15000000000000002,0.025337088423348614,False,True,False,True
McFaline Seen Perturbation,a172+none_KIT,a172+none,KIT,A172,none,9,0.6,0.6,0.4666666666666667,-0.014518008626912857,0.45,0.4,0.14648950928739254,0.15924883021142192,0.04999999999999999,-0.04999999999999999,0.012759320924029371,True,False,False,True
McFaline Seen Perturbation,a172+none_KSR1,a172+none,KSR1,A172,none,7,0.65,0.65,0.5142857142857142,0.08877544957790674,0.4,0.35,0.1256668061924307,0.13814937969793994,0.050000000000000044,-0.050000000000000044,0.012482573505509242,True,False,False,True
McFaline Seen Perturbation,a172+none_LATS1,a172+none,LATS1,A172,none,7,0.5,0.5,0.5142857142857143,-0.021023282308349694,0.35,0.5,0.13146599791318586,0.15364102396033677,-0.15000000000000002,0.15000000000000002,0.02217502604715091,False,True,False,True
McFaline Seen Perturbation,a172+none_LATS2,a172+none,LATS2,A172,none,10,0.4,0.4,0.445,-0.004920223273132534,0.3,0.6,0.12079935432270454,0.16228320459934317,-0.3,0.3,0.04148385027663863,False,True,False,True
McFaline Seen Perturbation,a172+none_LIMK1,a172+none,LIMK1,A172,none,10,0.55,0.55,0.5,-0.00920466192445179,0.4,0.45,0.119318759975602,0.10383660272733494,-0.04999999999999999,0.04999999999999999,-0.015482157248267056,False,True,True,False
McFaline Seen Perturbation,a172+none_LIMK2,a172+none,LIMK2,A172,none,9,0.5,0.5,0.5000000000000001,0.01596157749276553,0.6,0.5,0.1784266096388497,0.143652187827821,0.09999999999999998,-0.09999999999999998,-0.034774421811028716,True,False,True,False
McFaline Seen Perturbation,a172+none_LMTK2,a172+none,LMTK2,A172,none,11,0.6,0.6,0.5045454545454545,0.032975123406182465,0.2,0.4,0.12359086252773888,0.13665512780011033,-0.2,0.2,0.01306426527237145,False,True,False,True
McFaline Seen Perturbation,a172+none_LMTK3,a172+none,LMTK3,A172,none,7,0.25,0.25,0.44285714285714295,-0.1579298144152714,0.45,0.75,0.1907374117630971,0.22716272379158337,-0.3,0.3,0.036425312028486256,False,True,False,True
McFaline Seen Perturbation,a172+none_LRRK1,a172+none,LRRK1,A172,none,9,0.2,0.2,0.43333333333333335,-0.1217686414985755,0.55,0.8,0.1015009961087717,0.11473696653525023,-0.25,0.25,0.013235970426478533,False,True,False,True
McFaline Seen Perturbation,a172+none_LRRK2,a172+none,LRRK2,A172,none,7,0.35,0.35,0.45,-0.040264585111338125,0.6,0.65,0.20421050261614657,0.17451117518386913,-0.050000000000000044,0.050000000000000044,-0.029699327432277434,False,True,True,False
McFaline Seen Perturbation,a172+none_LTK,a172+none,LTK,A172,none,8,0.5,0.5,0.44375,-0.058469065527824646,0.45,0.5,0.13323382270833245,0.1545401083820004,-0.04999999999999999,0.04999999999999999,0.021306285673667963,False,True,False,True
McFaline Seen Perturbation,a172+none_MAK,a172+none,MAK,A172,none,7,0.55,0.55,0.5071428571428572,-0.09798983591188551,0.5,0.45,0.1516938893259629,0.17097700366765542,0.04999999999999999,-0.04999999999999999,0.019283114341692525,True,False,False,True
McFaline Seen Perturbation,a172+none_MAP2K1,a172+none,MAP2K1,A172,none,8,0.35,0.35,0.475,-0.06431555532290303,0.6,0.65,0.15874006043591832,0.12656613974608605,-0.050000000000000044,0.050000000000000044,-0.03217392068983227,False,True,True,False
McFaline Seen Perturbation,a172+none_MAP2K2,a172+none,MAP2K2,A172,none,9,0.55,0.55,0.5111111111111112,0.09723476109527622,0.45,0.45,0.23435266901376756,0.21164348721268764,0.0,0.0,-0.02270918180107992,False,False,True,False
McFaline Seen Perturbation,a172+none_MAP2K4,a172+none,MAP2K4,A172,none,6,0.4,0.4,0.48333333333333334,-0.07254511261782527,0.35,0.6,0.24953587925426093,0.2953098135779365,-0.25,0.25,0.045773934323675575,False,True,False,True
McFaline Seen Perturbation,a172+none_MAP2K5,a172+none,MAP2K5,A172,none,8,0.5,0.5,0.475,0.02231506552518129,0.7,0.5,0.3764632475603431,0.22980251236050964,0.19999999999999996,-0.19999999999999996,-0.14666073519983347,True,False,True,False
McFaline Seen Perturbation,a172+none_MAP2K6,a172+none,MAP2K6,A172,none,7,0.8,0.8,0.6642857142857144,0.3423249432416981,0.5,0.2,0.1560222235477461,0.08699300787587548,0.3,-0.3,-0.0690292156718706,True,False,True,False
McFaline Seen Perturbation,a172+none_MAP3K1,a172+none,MAP3K1,A172,none,8,0.5,0.5,0.5,0.012986379709818675,0.3,0.5,0.22155862448396677,0.2307240874898413,-0.2,0.2,0.009165463005874536,False,True,False,True
McFaline Seen Perturbation,a172+none_MAP3K10,a172+none,MAP3K10,A172,none,7,0.5,0.5,0.4928571428571429,-0.05589813431006858,0.55,0.5,0.17195278412552484,0.15927699579507842,0.050000000000000044,-0.050000000000000044,-0.012675788330446414,True,False,True,False
McFaline Seen Perturbation,a172+none_MAP3K11,a172+none,MAP3K11,A172,none,12,0.3,0.3,0.4875,-0.018011612327275574,0.35,0.7,0.09547090620939938,0.11421248557902844,-0.35,0.35,0.018741579369629058,False,True,False,True
McFaline Seen Perturbation,a172+none_MAP3K12,a172+none,MAP3K12,A172,none,9,0.45,0.45,0.47777777777777775,0.027105347631109125,0.45,0.55,0.11205877132308965,0.14289944891238077,-0.10000000000000003,0.10000000000000003,0.030840677589291113,False,True,False,True
McFaline Seen Perturbation,a172+none_MAP3K13,a172+none,MAP3K13,A172,none,8,0.6,0.6,0.5375,0.00927859007120371,0.25,0.4,0.08370862983333296,0.08950489151768422,-0.15000000000000002,0.15000000000000002,0.005796261684351253,False,True,False,True
McFaline Seen Perturbation,a172+none_MAP3K14,a172+none,MAP3K14,A172,none,6,0.75,0.75,0.6,0.20336029790564472,0.65,0.25,0.43352896309520617,0.20497253494289983,0.4,-0.4,-0.22855642815230634,True,False,True,False
McFaline Seen Perturbation,a172+none_MAP3K2,a172+none,MAP3K2,A172,none,11,0.6,0.6,0.5545454545454546,0.24091218454989868,0.4,0.4,0.18608021722670415,0.15224030719391551,0.0,0.0,-0.033839910032788634,False,False,True,False
McFaline Seen Perturbation,a172+none_MAP3K3,a172+none,MAP3K3,A172,none,5,0.65,0.65,0.6,0.08412837641585857,0.3,0.35,0.19632130795337407,0.2384844933973651,-0.04999999999999999,0.04999999999999999,0.04216318544399103,False,True,False,True
McFaline Seen Perturbation,a172+none_MAP3K4,a172+none,MAP3K4,A172,none,9,0.4,0.4,0.4388888888888889,-0.17648066995009953,0.45,0.6,0.1331730654364393,0.15978432942847173,-0.14999999999999997,0.14999999999999997,0.026611263992032425,False,True,False,True
McFaline Seen Perturbation,a172+none_MAP3K7,a172+none,MAP3K7,A172,none,6,0.35,0.35,0.4166666666666667,-0.15798047926421407,0.25,0.65,0.229921534708797,0.3557014097996298,-0.4,0.4,0.12577987509083277,False,True,False,True
McFaline Seen Perturbation,a172+none_MAP3K8,a172+none,MAP3K8,A172,none,8,0.5,0.5,0.5,0.01317444074468057,0.4,0.5,0.17667364523951573,0.21523005171502324,-0.09999999999999998,0.09999999999999998,0.03855640647550751,False,True,False,True
McFaline Seen Perturbation,a172+none_MAP4K1,a172+none,MAP4K1,A172,none,9,0.4,0.4,0.4722222222222222,-0.09582129593875063,0.4,0.6,0.10108533349580391,0.1416658629817315,-0.19999999999999996,0.19999999999999996,0.040580529485927594,False,True,False,True
McFaline Seen Perturbation,a172+none_MAP4K3,a172+none,MAP4K3,A172,none,7,0.5,0.5,0.48571428571428577,-0.039208296652351496,0.45,0.5,0.21433928116520762,0.2151898284749146,-0.04999999999999999,0.04999999999999999,0.0008505473097069893,False,True,False,True
McFaline Seen Perturbation,a172+none_MAP4K4,a172+none,MAP4K4,A172,none,10,0.55,0.55,0.5050000000000001,0.2174655209212418,0.25,0.45,0.13239228769575254,0.1522852349832528,-0.2,0.2,0.019892947287500268,False,True,False,True
McFaline Seen Perturbation,a172+none_MAP4K5,a172+none,MAP4K5,A172,none,8,0.4,0.4,0.41875,-0.2203959902067136,0.35,0.6,0.16273530647584444,0.2256857681778123,-0.25,0.25,0.06295046170196786,False,True,False,True
McFaline Seen Perturbation,a172+none_MAPK1,a172+none,MAPK1,A172,none,8,0.55,0.55,0.55,0.08544359356181504,0.3,0.45,0.12506639959334745,0.15566777818008715,-0.15000000000000002,0.15000000000000002,0.030601378586739697,False,True,False,True
McFaline Seen Perturbation,a172+none_MAPK10,a172+none,MAPK10,A172,none,7,0.4,0.4,0.47857142857142854,-0.03859026700546114,0.55,0.6,0.22845456250354507,0.22360859797991775,-0.04999999999999993,0.04999999999999993,-0.004845964523627316,False,True,True,False
McFaline Seen Perturbation,a172+none_MAPK11,a172+none,MAPK11,A172,none,10,0.45,0.45,0.525,-0.04390435690151083,0.4,0.55,0.13005812151513582,0.1583823475467489,-0.15000000000000002,0.15000000000000002,0.02832422603161308,False,True,False,True
McFaline Seen Perturbation,a172+none_MAPK12,a172+none,MAPK12,A172,none,10,0.6,0.6,0.48999999999999994,-0.05542123596576698,0.35,0.4,0.15377465580333802,0.14793586564951786,-0.050000000000000044,0.050000000000000044,-0.005838790153820161,False,True,True,False
McFaline Seen Perturbation,a172+none_MAPK13,a172+none,MAPK13,A172,none,9,0.65,0.65,0.55,0.04152596109485242,0.4,0.35,0.10261862411426477,0.10974872146587396,0.050000000000000044,-0.050000000000000044,0.007130097351609188,True,False,False,True
McFaline Seen Perturbation,a172+none_MAPK14,a172+none,MAPK14,A172,none,5,0.55,0.55,0.48,-0.040591905274214704,0.45,0.45,0.23227159071403194,0.23681736617877336,0.0,0.0,0.004545775464741414,False,False,False,True
McFaline Seen Perturbation,a172+none_MAPK15,a172+none,MAPK15,A172,none,7,0.6,0.6,0.5071428571428571,0.06711249319194947,0.25,0.4,0.13273873768802896,0.16157092774637122,-0.15000000000000002,0.15000000000000002,0.028832190058342255,False,True,False,True
McFaline Seen Perturbation,a172+none_MAPK6,a172+none,MAPK6,A172,none,8,0.45,0.45,0.5375000000000001,0.019144174214244643,0.35,0.55,0.15174781027047307,0.16314604627232585,-0.20000000000000007,0.20000000000000007,0.011398236001852774,False,True,False,True
McFaline Seen Perturbation,a172+none_MAPK7,a172+none,MAPK7,A172,none,8,0.55,0.55,0.55,0.04550261675907618,0.45,0.45,0.16222337738824283,0.14057955820640533,0.0,0.0,-0.021643819181837498,False,False,True,False
McFaline Seen Perturbation,a172+none_MAPK8,a172+none,MAPK8,A172,none,8,0.55,0.55,0.45,0.045809311657469716,0.35,0.45,0.11678145595386721,0.1197457651192202,-0.10000000000000003,0.10000000000000003,0.0029643091653529796,False,True,False,True
McFaline Seen Perturbation,a172+none_MAPK9,a172+none,MAPK9,A172,none,9,0.55,0.55,0.5777777777777778,0.14924654089534095,0.3,0.45,0.12764194935796877,0.1334071324697918,-0.15000000000000002,0.15000000000000002,0.00576518311182303,False,True,False,True
McFaline Seen Perturbation,a172+none_MARK1,a172+none,MARK1,A172,none,7,0.6,0.6,0.5428571428571429,0.056009448201166455,0.2,0.4,0.12117157659508808,0.1602271908036276,-0.2,0.2,0.03905561420853952,False,True,False,True
McFaline Seen Perturbation,a172+none_MARK2,a172+none,MARK2,A172,none,10,0.5,0.5,0.525,0.036651798581864,0.25,0.5,0.09060471178244432,0.09955088126856233,-0.25,0.25,0.00894616948611801,False,True,False,True
McFaline Seen Perturbation,a172+none_MAST1,a172+none,MAST1,A172,none,10,0.5,0.5,0.53,0.07155646704020094,0.55,0.5,0.09803914623759123,0.08561641131519312,0.050000000000000044,-0.050000000000000044,-0.012422734922398107,True,False,True,False
McFaline Seen Perturbation,a172+none_MAST3,a172+none,MAST3,A172,none,12,0.7,0.7,0.5333333333333333,0.0767484715537395,0.45,0.3,0.07754385565536881,0.06748072639454313,0.15000000000000002,-0.15000000000000002,-0.010063129260825684,True,False,True,False
McFaline Seen Perturbation,a172+none_MAST4,a172+none,MAST4,A172,none,6,0.4,0.4,0.4583333333333333,-0.08908565969926634,0.45,0.6,0.12711375851950463,0.1607109091911602,-0.14999999999999997,0.14999999999999997,0.033597150671655585,False,True,False,True
McFaline Seen Perturbation,a172+none_MASTL,a172+none,MASTL,A172,none,5,0.65,0.65,0.44000000000000006,0.06553360771568195,0.35,0.35,0.40090157720847086,0.3593768781750523,0.0,0.0,-0.041524699033418544,False,False,True,False
