scenario,cov_pert,covariate,perturbation,celltype,treatment,n_train_covs,avg_delta_sign_match,clipped_delta_sign_match,mean_pair_sign_match,mean_pair_corr,TranScouter_DMR,DeltaAverage_DMR,TranScouter_MSE,DeltaAverage_MSE,delta_dmr_advantage,trans_dmr_advantage,trans_mse_advantage,delta_dmr_better,trans_dmr_better,delta_mse_better,trans_mse_better
McFaline Seen Perturbation,a172+lapatinib_AAK1,a172+lapatinib,AAK1,A172,lapatinib,7,0.7,0.7,0.55,0.39142116357350226,0.55,0.3,0.9122978015979969,0.26662174159623747,0.25000000000000006,-0.25000000000000006,-0.6456760600017595,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_AATK,a172+lapatinib,AATK,A172,lapatinib,11,0.55,0.55,0.5227272727272727,0.09142910942659542,0.5,0.45,0.16297856619944953,0.10990336372062952,0.04999999999999999,-0.04999999999999999,-0.05307520247882001,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_ABL1,a172+lapatinib,ABL1,A172,lapatinib,7,0.5,0.5,0.5428571428571429,-0.01445679401379101,0.75,0.5,0.5719041995805435,0.28279473173554537,0.25,-0.25,-0.28910946784499814,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_ABL2,a172+lapatinib,ABL2,A172,lapatinib,12,0.5,0.5,0.5125000000000001,0.10465595798296796,0.35,0.5,0.10514683358331844,0.10563946445901866,-0.15000000000000002,0.15000000000000002,0.0004926308757002146,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_ACVR1,a172+lapatinib,ACVR1,A172,lapatinib,9,0.55,0.55,0.4833333333333334,-0.015773195860078398,0.4,0.45,0.17969538165721813,0.15916225635806094,-0.04999999999999999,0.04999999999999999,-0.020533125299157184,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_ACVR1B,a172+lapatinib,ACVR1B,A172,lapatinib,7,0.5,0.5,0.4928571428571429,-0.0707131091630028,0.7,0.5,0.4198628185179448,0.27594958239502304,0.19999999999999996,-0.19999999999999996,-0.14391323612292178,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_ACVR1C,a172+lapatinib,ACVR1C,A172,lapatinib,7,0.6,0.6,0.4785714285714286,0.029315963086340085,0.4,0.4,0.1895004068534383,0.16700451177138256,0.0,0.0,-0.02249589508205574,False,False,True,False
McFaline Seen Perturbation,a172+lapatinib_ACVR2B,a172+lapatinib,ACVR2B,A172,lapatinib,9,0.6,0.6,0.4666666666666667,-0.018652604819128574,0.15,0.4,0.228939369627228,0.20165362016929986,-0.25,0.25,-0.027285749457928138,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_ACVRL1,a172+lapatinib,ACVRL1,A172,lapatinib,11,0.65,0.65,0.5681818181818182,0.11187160041310582,0.45,0.35,0.37282900028822863,0.16917549550688935,0.10000000000000003,-0.10000000000000003,-0.20365350478133928,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_ADCK1,a172+lapatinib,ADCK1,A172,lapatinib,9,0.3,0.3,0.49444444444444446,0.05612696185036273,0.6,0.7,0.2686191940301726,0.15770735687285517,-0.09999999999999998,0.09999999999999998,-0.11091183715731742,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_ADCK2,a172+lapatinib,ADCK2,A172,lapatinib,9,0.55,0.55,0.5055555555555555,0.07590486568755567,0.4,0.45,0.23356968012116575,0.1339101750726583,-0.04999999999999999,0.04999999999999999,-0.09965950504850746,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_ADCK3,a172+lapatinib,ADCK3,A172,lapatinib,8,0.45,0.45,0.5,0.027624148987785646,0.0,0.55,0.0741394428176202,0.1659308564280128,-0.55,0.55,0.09179141361039261,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_ADRBK2,a172+lapatinib,ADRBK2,A172,lapatinib,5,0.5,0.5,0.51,0.002960814835106919,0.3,0.5,0.21666057461539828,0.1976622117561024,-0.2,0.2,-0.018998362859295875,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_AKT1,a172+lapatinib,AKT1,A172,lapatinib,7,0.5,0.5,0.5714285714285714,0.04988246439118157,0.3,0.5,0.11791866445763555,0.1268985571876708,-0.2,0.2,0.008979892730035244,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_AKT3,a172+lapatinib,AKT3,A172,lapatinib,6,0.45,0.45,0.43333333333333335,-0.027155952418313895,0.35,0.55,0.21638716825202559,0.23439639012438507,-0.20000000000000007,0.20000000000000007,0.018009221872359482,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_ALK,a172+lapatinib,ALK,A172,lapatinib,7,0.6,0.6,0.5285714285714286,0.1485329286724146,0.5,0.4,0.23201072323437436,0.1584430983946425,0.09999999999999998,-0.09999999999999998,-0.07356762483973187,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_ALPK2,a172+lapatinib,ALPK2,A172,lapatinib,6,0.25,0.25,0.3666666666666667,-0.28909054999543826,0.25,0.75,0.19426266442275203,0.3202043216507766,-0.5,0.5,0.12594165722802458,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_ALPK3,a172+lapatinib,ALPK3,A172,lapatinib,8,0.45,0.45,0.45,-0.04396207487559258,0.6,0.55,0.2651651484442458,0.15642639428119945,0.04999999999999993,-0.04999999999999993,-0.10873875416304637,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_AMHR2,a172+lapatinib,AMHR2,A172,lapatinib,8,0.5,0.5,0.49375,-0.03809260693170256,0.3,0.5,0.1896627006134567,0.16150498539555608,-0.2,0.2,-0.028157715217900614,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_ANKK1,a172+lapatinib,ANKK1,A172,lapatinib,7,0.65,0.65,0.5071428571428572,0.11338175788648076,0.55,0.35,0.4025337906287828,0.22599277437305595,0.20000000000000007,-0.20000000000000007,-0.17654101625572685,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_ARAF,a172+lapatinib,ARAF,A172,lapatinib,9,0.55,0.55,0.5222222222222223,0.015421380228447183,0.5,0.45,0.20880217459831033,0.17899380387308367,0.04999999999999999,-0.04999999999999999,-0.029808370725226657,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_ATM,a172+lapatinib,ATM,A172,lapatinib,7,0.55,0.55,0.4857142857142857,0.0032035367616864707,0.55,0.45,0.24246587104900139,0.13958735131482297,0.10000000000000003,-0.10000000000000003,-0.10287851973417841,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_ATR,a172+lapatinib,ATR,A172,lapatinib,5,0.55,0.55,0.5000000000000001,-0.03659815662188293,0.25,0.45,0.3869923685148119,0.4742594821510192,-0.2,0.2,0.08726711363620732,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_AURKC,a172+lapatinib,AURKC,A172,lapatinib,7,0.6,0.6,0.5428571428571429,0.05085381201291942,0.35,0.4,0.26847095151961003,0.27579543990635563,-0.050000000000000044,0.050000000000000044,0.007324488386745598,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_AXL,a172+lapatinib,AXL,A172,lapatinib,8,0.55,0.55,0.55,0.44714366414748696,0.4,0.45,0.5341545603526855,0.3127381253336613,-0.04999999999999999,0.04999999999999999,-0.2214164350190242,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_BCR,a172+lapatinib,BCR,A172,lapatinib,8,0.5,0.5,0.5,0.029800404007637945,0.45,0.5,0.17793520587754094,0.16680453676736484,-0.04999999999999999,0.04999999999999999,-0.0111306691101761,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_BLK,a172+lapatinib,BLK,A172,lapatinib,7,0.55,0.55,0.5214285714285714,0.07038019885144432,0.75,0.45,0.360238480566356,0.16141815155548844,0.3,-0.3,-0.19882032901086755,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_BMP2K,a172+lapatinib,BMP2K,A172,lapatinib,4,0.55,0.55,0.48750000000000004,0.03597627894539755,0.35,0.45,0.19665931179495974,0.19021888313924173,-0.10000000000000003,0.10000000000000003,-0.006440428655718006,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_BMPR1A,a172+lapatinib,BMPR1A,A172,lapatinib,8,0.6,0.6,0.54375,0.09503617951085438,0.55,0.4,0.3822803788779342,0.1740186238592037,0.15000000000000002,-0.15000000000000002,-0.2082617550187305,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_BMPR1B,a172+lapatinib,BMPR1B,A172,lapatinib,9,0.35,0.35,0.4722222222222222,-0.05335317413918603,0.3,0.65,0.24547758401761394,0.23388702015923202,-0.35000000000000003,0.35000000000000003,-0.01159056385838192,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_BMPR2,a172+lapatinib,BMPR2,A172,lapatinib,8,0.6,0.6,0.50625,0.042193810171928595,0.25,0.4,0.12379855818602155,0.14245613596808024,-0.15000000000000002,0.15000000000000002,0.01865757778205869,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_BMX,a172+lapatinib,BMX,A172,lapatinib,6,0.6,0.6,0.4749999999999999,-0.025202060540371055,0.4,0.4,0.262047970696223,0.2764955572858594,0.0,0.0,0.014447586589636408,False,False,False,True
McFaline Seen Perturbation,a172+lapatinib_BRAF,a172+lapatinib,BRAF,A172,lapatinib,9,0.4,0.4,0.44999999999999996,-0.14392800339391362,0.45,0.6,0.25300878795713916,0.19322207314930878,-0.14999999999999997,0.14999999999999997,-0.05978671480783038,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_BRD2,a172+lapatinib,BRD2,A172,lapatinib,11,0.7,0.7,0.4954545454545455,0.06782041438195006,0.55,0.3,0.20734695488746352,0.08221195002439581,0.25000000000000006,-0.25000000000000006,-0.12513500486306772,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_BRD3,a172+lapatinib,BRD3,A172,lapatinib,10,0.5,0.5,0.505,-0.013157276751101893,0.75,0.5,0.6331947365236974,0.16953062621384102,0.25,-0.25,-0.4636641103098564,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_BRD4,a172+lapatinib,BRD4,A172,lapatinib,6,0.4,0.4,0.4916666666666667,0.02090531357751724,0.45,0.6,0.21605639217614278,0.21406608940026053,-0.14999999999999997,0.14999999999999997,-0.0019903027758822467,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_BRDT,a172+lapatinib,BRDT,A172,lapatinib,8,0.3,0.3,0.47500000000000003,-0.11787834297510302,0.65,0.7,0.5961193315266915,0.19479889637599446,-0.04999999999999993,0.04999999999999993,-0.40132043515069704,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_BRSK1,a172+lapatinib,BRSK1,A172,lapatinib,8,0.45,0.45,0.43125,-0.10650882685540235,0.15,0.55,0.1691143132353792,0.1979146258583474,-0.4,0.4,0.0288003126229682,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_BRSK2,a172+lapatinib,BRSK2,A172,lapatinib,7,0.55,0.55,0.5071428571428571,-0.03880333538238832,0.6,0.45,0.34386284766919983,0.2935010088601022,0.14999999999999997,-0.14999999999999997,-0.050361838809097614,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_BTK,a172+lapatinib,BTK,A172,lapatinib,6,0.7,0.7,0.5416666666666667,0.08428207831234713,0.5,0.3,0.2833168484529835,0.20740644994776236,0.2,-0.2,-0.07591039850522113,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_BUB1,a172+lapatinib,BUB1,A172,lapatinib,7,0.35,0.35,0.4857142857142857,-0.05115703305999387,0.35,0.65,0.13267390401665943,0.19135580860529866,-0.30000000000000004,0.30000000000000004,0.05868190458863923,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_C9orf96,a172+lapatinib,C9orf96,A172,lapatinib,7,0.6,0.6,0.5214285714285715,0.08369411961311624,0.65,0.4,0.3501156582760173,0.13615154303916327,0.25,-0.25,-0.21396411523685405,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CAMK1,a172+lapatinib,CAMK1,A172,lapatinib,7,0.45,0.45,0.5071428571428571,0.08682288971067857,0.6,0.55,0.27170843807724315,0.16042797663825298,0.04999999999999993,-0.04999999999999993,-0.11128046143899017,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CAMK1D,a172+lapatinib,CAMK1D,A172,lapatinib,11,0.6,0.6,0.5136363636363637,0.023854796074582227,0.4,0.4,0.25008149570168337,0.11090565597235466,0.0,0.0,-0.1391758397293287,False,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CAMK2A,a172+lapatinib,CAMK2A,A172,lapatinib,7,0.55,0.55,0.5285714285714286,0.013051926989015587,0.35,0.45,0.34503325400986445,0.37143120342189273,-0.10000000000000003,0.10000000000000003,0.026397949412028276,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_CAMK2B,a172+lapatinib,CAMK2B,A172,lapatinib,8,0.45,0.45,0.425,-0.08745067676258625,0.3,0.55,0.2547947889498739,0.18412780054482308,-0.25000000000000006,0.25000000000000006,-0.07066698840505081,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_CAMK2D,a172+lapatinib,CAMK2D,A172,lapatinib,10,0.65,0.65,0.5000000000000001,0.13154788792330727,0.4,0.35,0.17282277163658083,0.08850330381485674,0.050000000000000044,-0.050000000000000044,-0.08431946782172409,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CAMK2G,a172+lapatinib,CAMK2G,A172,lapatinib,8,0.8,0.8,0.53125,0.13931148370816862,0.35,0.2,0.341008623706821,0.13390767521095462,0.14999999999999997,-0.14999999999999997,-0.20710094849586638,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CAMK4,a172+lapatinib,CAMK4,A172,lapatinib,6,0.4,0.4,0.44999999999999996,-0.08851681730702249,0.35,0.6,0.23940037110631965,0.26920943286480126,-0.25,0.25,0.02980906175848161,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_CAMKK1,a172+lapatinib,CAMKK1,A172,lapatinib,6,0.4,0.4,0.5499999999999999,0.012498091937819441,0.6,0.6,0.2963125310024566,0.1696898165894335,0.0,0.0,-0.12662271441302309,False,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CAMKK2,a172+lapatinib,CAMKK2,A172,lapatinib,6,0.8,0.8,0.5916666666666667,0.20647624528025646,0.35,0.2,0.22140363829460474,0.22222286427513976,0.14999999999999997,-0.14999999999999997,0.000819225980535021,True,False,False,True
McFaline Seen Perturbation,a172+lapatinib_CAMKV,a172+lapatinib,CAMKV,A172,lapatinib,6,0.55,0.55,0.5333333333333333,0.015987227308663914,0.5,0.45,0.22189784857016318,0.2048872734604831,0.04999999999999999,-0.04999999999999999,-0.01701057510968007,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CASK,a172+lapatinib,CASK,A172,lapatinib,9,0.55,0.55,0.5666666666666668,0.014144056008505644,0.1,0.45,0.19568157028178432,0.17628207862001852,-0.35,0.35,-0.0193994916617658,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_CDC42BPA,a172+lapatinib,CDC42BPA,A172,lapatinib,7,0.55,0.55,0.5571428571428572,0.18397639629564927,0.5,0.45,0.16821736372625523,0.16214285340237064,0.04999999999999999,-0.04999999999999999,-0.006074510323884591,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CDC42BPB,a172+lapatinib,CDC42BPB,A172,lapatinib,11,0.25,0.25,0.4818181818181818,-0.08888971591253439,0.65,0.75,0.1821854687794562,0.1487730936573654,-0.09999999999999998,0.09999999999999998,-0.033412375122090804,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_CDC42BPG,a172+lapatinib,CDC42BPG,A172,lapatinib,8,0.45,0.45,0.44375,-0.029990887807757848,0.55,0.55,0.5555118370834685,0.2399009330699068,0.0,0.0,-0.31561090401356173,False,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CDC7,a172+lapatinib,CDC7,A172,lapatinib,3,0.6,0.6,0.5333333333333333,0.11818091202594554,0.15,0.4,0.4987336112273802,0.6140944517574629,-0.25,0.25,0.11536084053008272,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_CDK12,a172+lapatinib,CDK12,A172,lapatinib,7,0.7,0.7,0.5214285714285715,0.1693818614097736,0.25,0.3,0.29804910551324293,0.24935167282441323,-0.04999999999999999,0.04999999999999999,-0.0486974326888297,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_CDK13,a172+lapatinib,CDK13,A172,lapatinib,7,0.5,0.5,0.4571428571428572,-0.08478584021118178,0.35,0.5,0.14014964719194617,0.17268982589681456,-0.15000000000000002,0.15000000000000002,0.03254017870486839,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_CDK14,a172+lapatinib,CDK14,A172,lapatinib,7,0.45,0.45,0.5285714285714287,-0.0884460826188342,0.55,0.55,0.5736170912385211,0.2718537533604624,0.0,0.0,-0.3017633378780587,False,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CDK15,a172+lapatinib,CDK15,A172,lapatinib,6,0.45,0.45,0.5,-0.013763109519934239,0.25,0.55,0.16780903090990104,0.2036841946615723,-0.30000000000000004,0.30000000000000004,0.03587516375167127,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_CDK16,a172+lapatinib,CDK16,A172,lapatinib,8,0.35,0.35,0.4625,-0.09054789496474211,0.45,0.65,0.2380742442833709,0.19774850569165084,-0.2,0.2,-0.04032573859172006,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_CDK17,a172+lapatinib,CDK17,A172,lapatinib,9,0.6,0.6,0.5,0.057586861168166324,0.15,0.4,0.08882706770908952,0.17441464966409673,-0.25,0.25,0.08558758195500721,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_CDK18,a172+lapatinib,CDK18,A172,lapatinib,8,0.55,0.55,0.55,0.07058930398676863,0.2,0.45,0.13206730963122698,0.16680589599000176,-0.25,0.25,0.034738586358774776,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_CDK2,a172+lapatinib,CDK2,A172,lapatinib,6,0.45,0.45,0.5083333333333333,-0.04644522231816064,0.25,0.55,0.1632023272180912,0.29701321919348944,-0.30000000000000004,0.30000000000000004,0.13381089197539825,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_CDK20,a172+lapatinib,CDK20,A172,lapatinib,7,0.3,0.3,0.45000000000000007,-0.10818372926623651,0.55,0.7,0.23183365907900494,0.23450648816876724,-0.1499999999999999,0.1499999999999999,0.0026728290897622964,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_CDK3,a172+lapatinib,CDK3,A172,lapatinib,9,0.55,0.55,0.5166666666666667,0.03198879816623193,0.55,0.45,0.25422702604943115,0.151340597408039,0.10000000000000003,-0.10000000000000003,-0.10288642864139214,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CDK5,a172+lapatinib,CDK5,A172,lapatinib,6,0.55,0.55,0.4583333333333333,0.0717823167855509,0.45,0.45,0.44433421817992924,0.24348937599605125,0.0,0.0,-0.200844842183878,False,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CDK7,a172+lapatinib,CDK7,A172,lapatinib,6,0.65,0.65,0.44166666666666665,0.026020106563127823,0.35,0.35,0.34598914346031934,0.24930134861529765,0.0,0.0,-0.09668779484502169,False,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CDK8,a172+lapatinib,CDK8,A172,lapatinib,7,0.5,0.5,0.48571428571428577,-0.05338704405246297,0.75,0.5,0.6388651280786624,0.26769942385609385,0.25,-0.25,-0.3711657042225685,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CDK9,a172+lapatinib,CDK9,A172,lapatinib,11,0.45,0.45,0.509090909090909,0.004196662355994249,0.3,0.55,0.13039110064036627,0.1340642504633744,-0.25000000000000006,0.25000000000000006,0.0036731498230081205,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_CDKL1,a172+lapatinib,CDKL1,A172,lapatinib,7,0.65,0.65,0.4714285714285715,0.08446843290749025,0.55,0.35,0.1924777460507744,0.12471152785819935,0.20000000000000007,-0.20000000000000007,-0.06776621819257504,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CDKL2,a172+lapatinib,CDKL2,A172,lapatinib,6,0.55,0.55,0.5,-0.00710720312676297,0.6,0.45,0.3421249612004246,0.21706658430823506,0.14999999999999997,-0.14999999999999997,-0.12505837689218957,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CDKL3,a172+lapatinib,CDKL3,A172,lapatinib,11,0.65,0.65,0.4954545454545455,0.043468720436472895,0.2,0.35,0.14643873377435584,0.12404181035352826,-0.14999999999999997,0.14999999999999997,-0.02239692342082758,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_CDKL4,a172+lapatinib,CDKL4,A172,lapatinib,6,0.6,0.6,0.5083333333333333,0.1025716218964068,0.45,0.4,0.20634518200484084,0.19117487563874397,0.04999999999999999,-0.04999999999999999,-0.01517030636609687,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CDKL5,a172+lapatinib,CDKL5,A172,lapatinib,7,0.55,0.55,0.5071428571428571,0.0902346229183771,0.6,0.45,0.2903692862617648,0.1275772528203127,0.14999999999999997,-0.14999999999999997,-0.16279203344145207,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CHEK1,a172+lapatinib,CHEK1,A172,lapatinib,5,0.5,0.5,0.54,0.037718559026735266,0.4,0.5,0.23713293353701065,0.2519663327422463,-0.09999999999999998,0.09999999999999998,0.014833399205235631,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_CHEK2,a172+lapatinib,CHEK2,A172,lapatinib,7,0.35,0.35,0.39285714285714285,-0.1737777011677363,0.3,0.65,0.24733648015514426,0.1655084690531407,-0.35000000000000003,0.35000000000000003,-0.08182801110200355,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_CHUK,a172+lapatinib,CHUK,A172,lapatinib,8,0.3,0.3,0.4875,-0.08460947306185468,0.3,0.7,0.17285152510784624,0.1431331139989615,-0.39999999999999997,0.39999999999999997,-0.029718411108884735,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_CIT,a172+lapatinib,CIT,A172,lapatinib,4,0.6,0.6,0.45,-0.05598613616874898,0.45,0.4,0.29987044172765714,0.3655948484599134,0.04999999999999999,-0.04999999999999999,0.06572440673225627,True,False,False,True
McFaline Seen Perturbation,a172+lapatinib_CLK1,a172+lapatinib,CLK1,A172,lapatinib,6,0.4,0.4,0.4166666666666667,-0.09390178097783952,0.6,0.6,0.4873564839817098,0.38180620958564754,0.0,0.0,-0.10555027439606224,False,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CLK2,a172+lapatinib,CLK2,A172,lapatinib,8,0.45,0.45,0.50625,-0.07215371898822266,0.2,0.55,0.20987050255728543,0.2710858256358912,-0.35000000000000003,0.35000000000000003,0.06121532307860575,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_CLK4,a172+lapatinib,CLK4,A172,lapatinib,8,0.5,0.5,0.49374999999999997,0.025987772653425126,0.2,0.5,0.12951974139818268,0.17206797793667256,-0.3,0.3,0.04254823653848988,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_CSF1R,a172+lapatinib,CSF1R,A172,lapatinib,6,0.5,0.5,0.4833333333333334,-0.06984684370163655,0.25,0.5,0.23244302137756617,0.3484280713565504,-0.25,0.25,0.11598504997898423,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_CSK,a172+lapatinib,CSK,A172,lapatinib,10,0.65,0.65,0.53,0.03563327384104976,0.45,0.35,0.13140299078895307,0.12355430725819179,0.10000000000000003,-0.10000000000000003,-0.007848683530761277,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CSNK1A1,a172+lapatinib,CSNK1A1,A172,lapatinib,7,0.6,0.6,0.5142857142857143,0.21573530933389917,0.35,0.4,0.2940488456531635,0.21018404658122028,-0.050000000000000044,0.050000000000000044,-0.08386479907194325,False,True,True,False
McFaline Seen Perturbation,a172+lapatinib_CSNK1A1L,a172+lapatinib,CSNK1A1L,A172,lapatinib,10,0.65,0.65,0.61,0.10563505921982874,0.75,0.35,0.3859608905211388,0.14618785279765995,0.4,-0.4,-0.23977303772347885,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CSNK1D,a172+lapatinib,CSNK1D,A172,lapatinib,8,0.5,0.5,0.4875,0.0019772423711787515,0.5,0.5,0.19606735041799603,0.1667197113913417,0.0,0.0,-0.029347639026654326,False,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CSNK1E,a172+lapatinib,CSNK1E,A172,lapatinib,8,0.55,0.55,0.51875,0.11659800321894734,0.55,0.45,0.2929694254059074,0.1672746086802886,0.10000000000000003,-0.10000000000000003,-0.12569481672561883,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CSNK1G1,a172+lapatinib,CSNK1G1,A172,lapatinib,7,0.75,0.75,0.5142857142857143,0.12947197138554037,0.6,0.25,0.38971288914004043,0.1063320077227955,0.35,-0.35,-0.28338088141724493,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CSNK1G2,a172+lapatinib,CSNK1G2,A172,lapatinib,9,0.7,0.7,0.5555555555555556,0.2562062501359874,0.5,0.3,0.34721904302725076,0.14463644588985364,0.2,-0.2,-0.20258259713739712,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CSNK2A1,a172+lapatinib,CSNK2A1,A172,lapatinib,6,0.75,0.75,0.6166666666666667,0.4242121245588693,0.35,0.25,0.2963979285350262,0.2204700126142672,0.09999999999999998,-0.09999999999999998,-0.07592791592075901,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_CSNK2A2,a172+lapatinib,CSNK2A2,A172,lapatinib,10,0.75,0.75,0.6149999999999999,0.247467344003306,0.55,0.25,0.2964902556987069,0.1466132804623286,0.30000000000000004,-0.30000000000000004,-0.1498769752363783,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_DAPK2,a172+lapatinib,DAPK2,A172,lapatinib,10,0.45,0.45,0.49499999999999994,0.02170423407905993,0.55,0.55,0.27626144216626597,0.12137148418658239,0.0,0.0,-0.15488995797968358,False,False,True,False
McFaline Seen Perturbation,a172+lapatinib_DAPK3,a172+lapatinib,DAPK3,A172,lapatinib,7,0.65,0.65,0.4928571428571428,0.09231878770723415,0.6,0.35,0.7588240457981824,0.17300343308397376,0.25,-0.25,-0.5858206127142087,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_DCLK1,a172+lapatinib,DCLK1,A172,lapatinib,7,0.4,0.4,0.4428571428571429,-0.16790374431051977,0.65,0.6,0.37096036443540453,0.150979870017049,0.050000000000000044,-0.050000000000000044,-0.21998049441835554,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_DCLK2,a172+lapatinib,DCLK2,A172,lapatinib,9,0.35,0.35,0.46111111111111114,-0.11588615384355655,0.5,0.65,0.1862322471561685,0.19054642137868943,-0.15000000000000002,0.15000000000000002,0.004314174222520922,False,True,False,True
McFaline Seen Perturbation,a172+lapatinib_DCLK3,a172+lapatinib,DCLK3,A172,lapatinib,8,0.65,0.65,0.59375,0.17270529977605864,0.4,0.35,0.2877012426121396,0.17458921201651506,0.050000000000000044,-0.050000000000000044,-0.11311203059562452,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_DDR1,a172+lapatinib,DDR1,A172,lapatinib,11,0.6,0.6,0.49999999999999994,0.0070185106145873345,0.55,0.4,0.19407004688238874,0.12299900301649773,0.15000000000000002,-0.15000000000000002,-0.07107104386589101,True,False,True,False
McFaline Seen Perturbation,a172+lapatinib_DSTYK,a172+lapatinib,DSTYK,A172,lapatinib,8,0.5,0.5,0.5249999999999999,0.026349918509844993,0.35,0.5,0.18956174739223258,0.1273988231012742,-0.15000000000000002,0.15000000000000002,-0.06216292429095838,False,True,True,False
