scenario,cov_pert,covariate,perturbation,celltype,treatment,n_train_covs,avg_delta_sign_match,clipped_delta_sign_match,mean_pair_sign_match,mean_pair_corr,TranScouter_DMR,DeltaAverage_DMR,delta_advantage,delta_better
Jiang24 Seen Perturbation,k562+TGFB_RHOA,k562+TGFB,RHOA,K562,TGFB,5,1.0,1.0,0.776,0.08034867651656538,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,k562+TGFB_RUNX2,k562+TGFB,RUNX2,K562,TGFB,5,0.8,0.8,0.6,0.41236549327644545,0.0,0.2,-0.2,False
Jiang24 Seen Perturbation,k562+TGFB_SKP1,k562+TGFB,SKP1,K562,TGFB,5,1.0,1.0,0.8720000000000001,0.12708597607698227,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,k562+TGFB_SMAD4,k562+TGFB,SMAD4,K562,TGFB,5,0.84,0.84,0.672,-0.08491034967769298,0.12,0.16,-0.04000000000000001,False
Jiang24 Seen Perturbation,k562+TGFB_SMURF1,k562+TGFB,SMURF1,K562,TGFB,5,1.0,1.0,1.0,,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,k562+TGFB_SMURF2,k562+TGFB,SMURF2,K562,TGFB,5,1.0,1.0,1.0,,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,k562+TGFB_SP1,k562+TGFB,SP1,K562,TGFB,10,0.92,0.92,0.628,0.08575965696457714,0.16,0.08,0.08,True
Jiang24 Seen Perturbation,k562+TGFB_TGFBR1,k562+TGFB,TGFBR1,K562,TGFB,5,1.0,1.0,1.0,,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,k562+TGFB_TGFBR3,k562+TGFB,TGFBR3,K562,TGFB,5,1.0,1.0,0.7,-0.2,0.5,0.0,0.5,True
Jiang24 Seen Perturbation,k562+TNFA_BATF,k562+TNFA,BATF,K562,TNFA,4,1.0,1.0,0.5,,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,k562+TNFA_BIRC2,k562+TNFA,BIRC2,K562,TNFA,4,0.8,0.8,0.63,-0.01425256512249476,0.48,0.2,0.27999999999999997,True
Jiang24 Seen Perturbation,k562+TNFA_BIRC3,k562+TNFA,BIRC3,K562,TNFA,4,0.75,0.75,0.75,0.8843856429848751,0.0,0.25,-0.25,False
Jiang24 Seen Perturbation,k562+TNFA_CASP10,k562+TNFA,CASP10,K562,TNFA,4,0.96,0.96,0.84,-0.01885842749834575,0.0,0.04,-0.04,False
Jiang24 Seen Perturbation,k562+TNFA_CASP8,k562+TNFA,CASP8,K562,TNFA,4,0.92,0.92,0.8200000000000001,0.03357440629866367,0.12,0.08,0.039999999999999994,True
Jiang24 Seen Perturbation,k562+TNFA_CEBPB,k562+TNFA,CEBPB,K562,TNFA,15,0.96,0.96,0.7200000000000001,0.22000260109268396,0.04,0.04,0.0,False
Jiang24 Seen Perturbation,k562+TNFA_CHUK,k562+TNFA,CHUK,K562,TNFA,16,0.96,0.96,0.7100000000000001,0.282016005497676,0.2,0.04,0.16,True
Jiang24 Seen Perturbation,k562+TNFA_CREB1,k562+TNFA,CREB1,K562,TNFA,4,0.625,0.625,0.5,0.01277171612805908,0.25,0.375,-0.125,False
Jiang24 Seen Perturbation,k562+TNFA_CSF1,k562+TNFA,CSF1,K562,TNFA,4,0.84,0.84,0.64,0.16179798238116544,0.16,0.16,0.0,False
Jiang24 Seen Perturbation,k562+TNFA_DNM1L,k562+TNFA,DNM1L,K562,TNFA,4,0.92,0.92,0.7500000000000001,-0.07672447411253872,0.12,0.08,0.039999999999999994,True
Jiang24 Seen Perturbation,k562+TNFA_FOS,k562+TNFA,FOS,K562,TNFA,22,1.0,1.0,0.5909090909090908,-0.16104282043156845,0.3333333333333333,0.0,0.3333333333333333,True
Jiang24 Seen Perturbation,k562+TNFA_IKBKB,k562+TNFA,IKBKB,K562,TNFA,16,0.96,0.96,0.8075,-0.11530270028284714,0.08,0.04,0.04,True
Jiang24 Seen Perturbation,k562+TNFA_IKBKG,k562+TNFA,IKBKG,K562,TNFA,4,0.68,0.68,0.59,0.09290601444767517,0.28,0.32,-0.03999999999999998,False
Jiang24 Seen Perturbation,k562+TNFA_ITCH,k562+TNFA,ITCH,K562,TNFA,4,0.92,0.92,0.7600000000000001,0.7989119730754691,0.12,0.08,0.039999999999999994,True
Jiang24 Seen Perturbation,k562+TNFA_JUN,k562+TNFA,JUN,K562,TNFA,21,1.0,1.0,0.7023809523809523,0.09750276549344901,0.5,0.0,0.5,True
Jiang24 Seen Perturbation,k562+TNFA_JUNB,k562+TNFA,JUNB,K562,TNFA,4,1.0,1.0,0.7916666666666667,0.37353934404333555,0.16666666666666666,0.0,0.16666666666666666,True
Jiang24 Seen Perturbation,k562+TNFA_MAP2K3,k562+TNFA,MAP2K3,K562,TNFA,4,0.56,0.56,0.47000000000000003,-0.01114605254602656,0.48,0.44,0.03999999999999998,True
Jiang24 Seen Perturbation,k562+TNFA_MAP3K7,k562+TNFA,MAP3K7,K562,TNFA,10,0.8666666666666667,0.8666666666666667,0.5733333333333334,0.17080396659093702,0.2,0.13333333333333333,0.06666666666666668,True
Jiang24 Seen Perturbation,k562+TNFA_MAPK14,k562+TNFA,MAPK14,K562,TNFA,16,1.0,1.0,0.6525000000000001,0.1325944083984462,0.32,0.0,0.32,True
Jiang24 Seen Perturbation,k562+TNFA_MTF1,k562+TNFA,MTF1,K562,TNFA,4,0.5714285714285714,0.5714285714285714,0.6428571428571428,-0.025108441087019193,0.42857142857142855,0.42857142857142855,0.0,False
Jiang24 Seen Perturbation,k562+TNFA_MTOR,k562+TNFA,MTOR,K562,TNFA,10,1.0,1.0,0.744,-0.005364872623466294,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,k562+TNFA_NFAT5,k562+TNFA,NFAT5,K562,TNFA,4,1.0,1.0,0.85,-0.06829597995582391,0.12,0.0,0.12,True
Jiang24 Seen Perturbation,k562+TNFA_NFKB1,k562+TNFA,NFKB1,K562,TNFA,21,1.0,1.0,0.7561904761904762,0.7453424397583054,0.16,0.0,0.16,True
Jiang24 Seen Perturbation,k562+TNFA_NFKBIA,k562+TNFA,NFKBIA,K562,TNFA,4,1.0,1.0,1.0,,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,k562+TNFA_PDCD5,k562+TNFA,PDCD5,K562,TNFA,4,0.84,0.84,0.65,0.05331608018245703,0.08,0.16,-0.08,False
Jiang24 Seen Perturbation,k562+TNFA_PIK3CA,k562+TNFA,PIK3CA,K562,TNFA,21,1.0,1.0,0.6666666666666666,-0.5238095238095238,1.0,0.0,1.0,True
Jiang24 Seen Perturbation,k562+TNFA_SOX4,k562+TNFA,SOX4,K562,TNFA,4,0.84,0.84,0.71,0.3015943115923126,0.04,0.16,-0.12,False
Jiang24 Seen Perturbation,k562+TNFA_SOX9,k562+TNFA,SOX9,K562,TNFA,4,0.88,0.88,0.7400000000000001,0.0700155054549282,0.16,0.12,0.04000000000000001,True
Jiang24 Seen Perturbation,k562+TNFA_TNFRSF1A,k562+TNFA,TNFRSF1A,K562,TNFA,4,0.96,0.96,0.8600000000000001,0.4234362646671632,0.04,0.04,0.0,False
Jiang24 Seen Perturbation,k562+TNFA_TRAF1,k562+TNFA,TRAF1,K562,TNFA,4,0.92,0.92,0.67,-0.07363449173597914,0.24,0.08,0.15999999999999998,True
Jiang24 Seen Perturbation,k562+TNFA_TRAF2,k562+TNFA,TRAF2,K562,TNFA,4,0.88,0.88,0.69,0.148693283159825,0.32,0.12,0.2,True
Jiang24 Seen Perturbation,k562+TNFA_TRAF3,k562+TNFA,TRAF3,K562,TNFA,4,0.7058823529411765,0.7058823529411765,0.6470588235294117,0.6409907467468466,0.47058823529411764,0.29411764705882354,0.1764705882352941,True
Jiang24 Seen Perturbation,k562+TNFA_ZFP36L1,k562+TNFA,ZFP36L1,K562,TNFA,4,1.0,1.0,0.75,,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,k562+TNFA_ZNF267,k562+TNFA,ZNF267,K562,TNFA,9,0.92,0.92,0.6977777777777777,-0.016986416410753644,0.16,0.08,0.08,True
Jiang24 Seen Perturbation,mcf7+IFNB_ADAR,mcf7+IFNB,ADAR,MCF7,IFNB,5,0.88,0.88,0.688,0.2658356384240957,0.16,0.12,0.04000000000000001,True
Jiang24 Seen Perturbation,mcf7+IFNB_AKT1,mcf7+IFNB,AKT1,MCF7,IFNB,10,0.76,0.76,0.6,0.02864783520603521,0.32,0.24,0.08000000000000002,True
Jiang24 Seen Perturbation,mcf7+IFNB_BATF2,mcf7+IFNB,BATF2,MCF7,IFNB,11,0.8181818181818182,0.8181818181818182,0.6363636363636364,-0.02736512805877912,0.18181818181818182,0.18181818181818182,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNB_BRD9,mcf7+IFNB,BRD9,MCF7,IFNB,5,0.8333333333333334,0.8333333333333334,0.6666666666666667,0.2405728772906784,0.3333333333333333,0.16666666666666666,0.16666666666666666,True
Jiang24 Seen Perturbation,mcf7+IFNB_CEBPB,mcf7+IFNB,CEBPB,MCF7,IFNB,17,0.8,0.8,0.6188235294117648,0.10482137927890256,0.08,0.2,-0.12000000000000001,False
Jiang24 Seen Perturbation,mcf7+IFNB_CEBPG,mcf7+IFNB,CEBPG,MCF7,IFNB,5,0.7727272727272727,0.7727272727272727,0.6272727272727273,-0.05111578371189692,0.3181818181818182,0.22727272727272727,0.09090909090909091,True
Jiang24 Seen Perturbation,mcf7+IFNB_CRKL,mcf7+IFNB,CRKL,MCF7,IFNB,5,0.9523809523809523,0.9523809523809523,0.7523809523809524,-0.09009700761544524,0.42857142857142855,0.047619047619047616,0.38095238095238093,True
Jiang24 Seen Perturbation,mcf7+IFNB_DTX3L,mcf7+IFNB,DTX3L,MCF7,IFNB,5,0.0,0.0,0.26666666666666666,-0.12353423772087035,1.0,1.0,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNB_ELK1,mcf7+IFNB,ELK1,MCF7,IFNB,10,0.3333333333333333,0.3333333333333333,0.5,-0.023695362943087262,0.3333333333333333,0.6666666666666666,-0.3333333333333333,False
Jiang24 Seen Perturbation,mcf7+IFNB_ETS1,mcf7+IFNB,ETS1,MCF7,IFNB,5,0.6666666666666666,0.6666666666666666,0.6499999999999999,-0.19286590884893312,0.25,0.3333333333333333,-0.08333333333333331,False
Jiang24 Seen Perturbation,mcf7+IFNB_ETS2,mcf7+IFNB,ETS2,MCF7,IFNB,5,0.75,0.75,0.6166666666666667,0.12417327927360758,0.3333333333333333,0.25,0.08333333333333331,True
Jiang24 Seen Perturbation,mcf7+IFNB_FOS,mcf7+IFNB,FOS,MCF7,IFNB,21,0.5,0.5,0.5476190476190477,0.0455316261599653,0.5,0.5,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNB_HERC5,mcf7+IFNB,HERC5,MCF7,IFNB,5,0.6956521739130435,0.6956521739130435,0.5652173913043479,-0.2199679980694586,0.5652173913043478,0.30434782608695654,0.26086956521739124,True
Jiang24 Seen Perturbation,mcf7+IFNB_HERC6,mcf7+IFNB,HERC6,MCF7,IFNB,5,0.75,0.75,0.6833333333333333,0.9072047583241222,0.25,0.25,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNB_HES4,mcf7+IFNB,HES4,MCF7,IFNB,5,0.88,0.88,0.7120000000000001,-0.003806719531050257,0.24,0.12,0.12,True
Jiang24 Seen Perturbation,mcf7+IFNB_ID1,mcf7+IFNB,ID1,MCF7,IFNB,5,0.48,0.48,0.44000000000000006,-0.1983389738496151,0.36,0.52,-0.16000000000000003,False
Jiang24 Seen Perturbation,mcf7+IFNB_ID2,mcf7+IFNB,ID2,MCF7,IFNB,11,0.96,0.96,0.6618181818181819,0.048884365218975205,0.32,0.04,0.28,True
Jiang24 Seen Perturbation,mcf7+IFNB_ID3,mcf7+IFNB,ID3,MCF7,IFNB,5,0.88,0.88,0.6960000000000001,0.09687531019133255,0.28,0.12,0.16000000000000003,True
Jiang24 Seen Perturbation,mcf7+IFNB_IFI16,mcf7+IFNB,IFI16,MCF7,IFNB,11,1.0,1.0,0.8400000000000002,0.2872339652828582,0.16,0.0,0.16,True
Jiang24 Seen Perturbation,mcf7+IFNB_IFNAR2,mcf7+IFNB,IFNAR2,MCF7,IFNB,5,0.8,0.8,0.736,0.18153932537352058,0.28,0.2,0.08000000000000002,True
Jiang24 Seen Perturbation,mcf7+IFNB_IRF1,mcf7+IFNB,IRF1,MCF7,IFNB,17,0.5714285714285714,0.5714285714285714,0.6134453781512605,0.25941641632820445,1.0,0.42857142857142855,0.5714285714285714,True
Jiang24 Seen Perturbation,mcf7+IFNB_IRF3,mcf7+IFNB,IRF3,MCF7,IFNB,5,0.92,0.92,0.808,-0.028126348249603673,0.12,0.08,0.039999999999999994,True
Jiang24 Seen Perturbation,mcf7+IFNB_IRF7,mcf7+IFNB,IRF7,MCF7,IFNB,16,0.96,0.96,0.69,0.0972671677481637,0.36,0.04,0.32,True
Jiang24 Seen Perturbation,mcf7+IFNB_IRF9,mcf7+IFNB,IRF9,MCF7,IFNB,11,1.0,1.0,0.8036363636363636,0.059476684638120746,0.2,0.0,0.2,True
Jiang24 Seen Perturbation,mcf7+IFNB_JAK1,mcf7+IFNB,JAK1,MCF7,IFNB,11,1.0,1.0,0.5909090909090909,0.49414933437350117,0.5,0.0,0.5,True
Jiang24 Seen Perturbation,mcf7+IFNB_JUN,mcf7+IFNB,JUN,MCF7,IFNB,22,0.75,0.75,0.5681818181818182,0.1132146114933731,0.25,0.25,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNB_MAP3K14,mcf7+IFNB,MAP3K14,MCF7,IFNB,11,0.92,0.92,0.6181818181818182,0.005262462686693834,0.16,0.08,0.08,True
Jiang24 Seen Perturbation,mcf7+IFNB_MAPK14,mcf7+IFNB,MAPK14,MCF7,IFNB,16,0.88,0.88,0.62,0.08748881321604436,0.28,0.12,0.16000000000000003,True
Jiang24 Seen Perturbation,mcf7+IFNB_MAPK8,mcf7+IFNB,MAPK8,MCF7,IFNB,11,0.8947368421052632,0.8947368421052632,0.6363636363636364,0.0807964475536945,0.21052631578947367,0.10526315789473684,0.10526315789473684,True
Jiang24 Seen Perturbation,mcf7+IFNB_MEF2A,mcf7+IFNB,MEF2A,MCF7,IFNB,5,0.75,0.75,0.6625,0.008363064079505166,0.375,0.25,0.125,True
Jiang24 Seen Perturbation,mcf7+IFNB_MYC,mcf7+IFNB,MYC,MCF7,IFNB,22,0.9565217391304348,0.9565217391304348,0.5889328063241107,0.026972698187438873,0.21739130434782608,0.043478260869565216,0.17391304347826086,True
Jiang24 Seen Perturbation,mcf7+IFNB_NFKB1,mcf7+IFNB,NFKB1,MCF7,IFNB,22,0.96,0.96,0.7745454545454546,0.046361208007973324,0.24,0.04,0.19999999999999998,True
Jiang24 Seen Perturbation,mcf7+IFNB_PARP12,mcf7+IFNB,PARP12,MCF7,IFNB,11,0.6,0.6,0.5636363636363636,0.8659802041258208,0.0,0.4,-0.4,False
Jiang24 Seen Perturbation,mcf7+IFNB_POU2F1,mcf7+IFNB,POU2F1,MCF7,IFNB,5,0.92,0.92,0.8320000000000001,0.016911509942271596,0.08,0.08,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNB_RAP1GAP,mcf7+IFNB,RAP1GAP,MCF7,IFNB,5,1.0,1.0,0.6,,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNB_RAPGEF1,mcf7+IFNB,RAPGEF1,MCF7,IFNB,5,0.92,0.92,0.72,-0.0813758920574836,0.36,0.08,0.27999999999999997,True
Jiang24 Seen Perturbation,mcf7+IFNB_RNF114,mcf7+IFNB,RNF114,MCF7,IFNB,5,0.7692307692307693,0.7692307692307693,0.6307692307692307,0.24899402165426193,0.38461538461538464,0.23076923076923078,0.15384615384615385,True
Jiang24 Seen Perturbation,mcf7+IFNB_SMARCA5,mcf7+IFNB,SMARCA5,MCF7,IFNB,5,0.8125,0.8125,0.7125,-0.08753813177986772,0.125,0.1875,-0.0625,False
Jiang24 Seen Perturbation,mcf7+IFNB_SOCS1,mcf7+IFNB,SOCS1,MCF7,IFNB,5,0.8235294117647058,0.8235294117647058,0.6705882352941177,-0.05535553547815821,0.23529411764705882,0.17647058823529413,0.05882352941176469,True
Jiang24 Seen Perturbation,mcf7+IFNB_SP100,mcf7+IFNB,SP100,MCF7,IFNB,11,0.72,0.72,0.5709090909090908,0.09437838357764407,0.16,0.28,-0.12000000000000002,False
Jiang24 Seen Perturbation,mcf7+IFNB_SP110,mcf7+IFNB,SP110,MCF7,IFNB,11,1.0,1.0,0.7454545454545454,0.059635266789475685,0.36,0.0,0.36,True
Jiang24 Seen Perturbation,mcf7+IFNB_STAT1,mcf7+IFNB,STAT1,MCF7,IFNB,11,0.4444444444444444,0.4444444444444444,0.47474747474747475,-0.011630504897908117,0.3333333333333333,0.5555555555555556,-0.22222222222222227,False
Jiang24 Seen Perturbation,mcf7+IFNB_STAT2,mcf7+IFNB,STAT2,MCF7,IFNB,11,1.0,1.0,0.9054545454545455,0.6123897830899073,0.08,0.0,0.08,True
Jiang24 Seen Perturbation,mcf7+IFNB_STAT4,mcf7+IFNB,STAT4,MCF7,IFNB,5,0.88,0.88,0.664,-0.02044957959691938,0.36,0.12,0.24,True
Jiang24 Seen Perturbation,mcf7+IFNB_STAT5A,mcf7+IFNB,STAT5A,MCF7,IFNB,5,0.7142857142857143,0.7142857142857143,0.5571428571428572,-0.16167961651573332,0.21428571428571427,0.2857142857142857,-0.07142857142857142,False
Jiang24 Seen Perturbation,mcf7+IFNB_STAT6,mcf7+IFNB,STAT6,MCF7,IFNB,5,0.84,0.84,0.6960000000000001,-0.014584012653968548,0.4,0.16,0.24000000000000002,True
Jiang24 Seen Perturbation,mcf7+IFNB_TRAFD1,mcf7+IFNB,TRAFD1,MCF7,IFNB,11,0.8888888888888888,0.8888888888888888,0.6010101010101011,-0.026336580629441993,0.3333333333333333,0.1111111111111111,0.2222222222222222,True
Jiang24 Seen Perturbation,mcf7+IFNB_TRIM21,mcf7+IFNB,TRIM21,MCF7,IFNB,5,0.88,0.88,0.768,-0.02098826819661903,0.12,0.12,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNB_TRIM22,mcf7+IFNB,TRIM22,MCF7,IFNB,5,0.88,0.88,0.7120000000000001,0.9361803974429144,0.24,0.12,0.12,True
Jiang24 Seen Perturbation,mcf7+IFNB_TYK2,mcf7+IFNB,TYK2,MCF7,IFNB,5,0.84,0.84,0.76,0.7174034288033216,0.24,0.16,0.07999999999999999,True
Jiang24 Seen Perturbation,mcf7+IFNB_UBA7,mcf7+IFNB,UBA7,MCF7,IFNB,5,0.88,0.88,0.712,0.54799545359966,0.16,0.12,0.04000000000000001,True
Jiang24 Seen Perturbation,mcf7+IFNB_UBE2L6,mcf7+IFNB,UBE2L6,MCF7,IFNB,5,0.96,0.96,0.8240000000000001,-0.26902953984026845,0.24,0.04,0.19999999999999998,True
Jiang24 Seen Perturbation,mcf7+IFNB_VAV1,mcf7+IFNB,VAV1,MCF7,IFNB,5,0.8235294117647058,0.8235294117647058,0.5176470588235295,-0.1561609201122782,0.23529411764705882,0.17647058823529413,0.05882352941176469,True
Jiang24 Seen Perturbation,mcf7+IFNB_ZBP1,mcf7+IFNB,ZBP1,MCF7,IFNB,5,1.0,1.0,0.7999999999999999,-0.16467898903030104,0.3333333333333333,0.0,0.3333333333333333,True
Jiang24 Seen Perturbation,mcf7+IFNB_ZNFX1,mcf7+IFNB,ZNFX1,MCF7,IFNB,11,1.0,1.0,0.7090909090909091,0.8457767262514408,0.28,0.0,0.28,True
Jiang24 Seen Perturbation,mcf7+IFNG_ATF5,mcf7+IFNG,ATF5,MCF7,IFNG,5,1.0,1.0,0.7,-0.6,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNG_CEBPB,mcf7+IFNG,CEBPB,MCF7,IFNG,15,0.9285714285714286,0.9285714285714286,0.7142857142857142,0.14737067725247752,0.21428571428571427,0.07142857142857142,0.14285714285714285,True
Jiang24 Seen Perturbation,mcf7+IFNG_CLK1,mcf7+IFNG,CLK1,MCF7,IFNG,5,1.0,1.0,0.8960000000000001,-0.0015385722212122755,0.24,0.0,0.24,True
Jiang24 Seen Perturbation,mcf7+IFNG_CUL1,mcf7+IFNG,CUL1,MCF7,IFNG,11,0.5,0.5,0.36363636363636354,-0.13332485542064598,0.2,0.5,-0.3,False
Jiang24 Seen Perturbation,mcf7+IFNG_EHF,mcf7+IFNG,EHF,MCF7,IFNG,5,1.0,1.0,0.8,-0.6,1.0,0.0,1.0,True
Jiang24 Seen Perturbation,mcf7+IFNG_FBXO6,mcf7+IFNG,FBXO6,MCF7,IFNG,5,0.75,0.75,0.75,-0.6752241930654741,0.25,0.25,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNG_FMNL2,mcf7+IFNG,FMNL2,MCF7,IFNG,5,1.0,1.0,0.6,0.6,1.0,0.0,1.0,True
Jiang24 Seen Perturbation,mcf7+IFNG_GUK1,mcf7+IFNG,GUK1,MCF7,IFNG,5,1.0,1.0,0.8,,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNG_HLX,mcf7+IFNG,HLX,MCF7,IFNG,5,0.96,0.96,0.8560000000000001,0.19000337657032282,0.12,0.04,0.07999999999999999,True
Jiang24 Seen Perturbation,mcf7+IFNG_IFI16,mcf7+IFNG,IFI16,MCF7,IFNG,11,1.0,1.0,0.8763636363636362,-0.038667924739949615,0.04,0.0,0.04,True
Jiang24 Seen Perturbation,mcf7+IFNG_IFNGR1,mcf7+IFNG,IFNGR1,MCF7,IFNG,5,1.0,1.0,0.9279999999999999,0.31315484659081444,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNG_IFNGR2,mcf7+IFNG,IFNGR2,MCF7,IFNG,5,0.75,0.75,0.55,0.2055836716743955,0.0,0.25,-0.25,False
Jiang24 Seen Perturbation,mcf7+IFNG_IRF2,mcf7+IFNG,IRF2,MCF7,IFNG,5,1.0,1.0,0.8320000000000001,-0.02063450841981658,0.36,0.0,0.36,True
Jiang24 Seen Perturbation,mcf7+IFNG_IRF9,mcf7+IFNG,IRF9,MCF7,IFNG,11,1.0,1.0,0.770909090909091,0.018474553759265676,0.2,0.0,0.2,True
Jiang24 Seen Perturbation,mcf7+IFNG_JAK2,mcf7+IFNG,JAK2,MCF7,IFNG,5,1.0,1.0,1.0,,1.0,0.0,1.0,True
Jiang24 Seen Perturbation,mcf7+IFNG_KLF4,mcf7+IFNG,KLF4,MCF7,IFNG,5,1.0,1.0,0.8,0.17131150142864476,0.3333333333333333,0.0,0.3333333333333333,True
Jiang24 Seen Perturbation,mcf7+IFNG_MAFB,mcf7+IFNG,MAFB,MCF7,IFNG,5,0.5,0.5,0.55,-0.5681267073240349,0.5,0.5,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNG_MCRS1,mcf7+IFNG,MCRS1,MCF7,IFNG,5,1.0,1.0,0.8720000000000001,-0.07736846342947215,0.2,0.0,0.2,True
Jiang24 Seen Perturbation,mcf7+IFNG_NFKB1,mcf7+IFNG,NFKB1,MCF7,IFNG,21,1.0,1.0,0.7142857142857143,-0.3333333333333333,0.5,0.0,0.5,True
Jiang24 Seen Perturbation,mcf7+IFNG_PIK3CA,mcf7+IFNG,PIK3CA,MCF7,IFNG,21,1.0,1.0,0.7047619047619048,0.17125201203615767,0.6,0.0,0.6,True
Jiang24 Seen Perturbation,mcf7+IFNG_PTGES3,mcf7+IFNG,PTGES3,MCF7,IFNG,5,1.0,1.0,0.8,-0.013100366215365056,0.28,0.0,0.28,True
Jiang24 Seen Perturbation,mcf7+IFNG_RARRES3,mcf7+IFNG,RARRES3,MCF7,IFNG,5,1.0,1.0,0.8160000000000001,-0.12691666685439967,0.28,0.0,0.28,True
Jiang24 Seen Perturbation,mcf7+IFNG_RFX5,mcf7+IFNG,RFX5,MCF7,IFNG,5,1.0,1.0,0.7363636363636363,0.3507324199400616,0.09090909090909091,0.0,0.09090909090909091,True
Jiang24 Seen Perturbation,mcf7+IFNG_SP100,mcf7+IFNG,SP100,MCF7,IFNG,11,1.0,1.0,1.0,,1.0,0.0,1.0,True
Jiang24 Seen Perturbation,mcf7+IFNG_SP110,mcf7+IFNG,SP110,MCF7,IFNG,11,1.0,1.0,0.8484848484848484,0.11470000464947604,0.16666666666666666,0.0,0.16666666666666666,True
Jiang24 Seen Perturbation,mcf7+IFNG_STAT2,mcf7+IFNG,STAT2,MCF7,IFNG,11,0.96,0.96,0.709090909090909,0.09436896265856003,0.16,0.04,0.12,True
Jiang24 Seen Perturbation,mcf7+IFNG_STAT3,mcf7+IFNG,STAT3,MCF7,IFNG,11,1.0,1.0,0.9090909090909091,,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNG_TRAFD1,mcf7+IFNG,TRAFD1,MCF7,IFNG,11,1.0,1.0,0.5454545454545454,,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+IFNG_ZFP36,mcf7+IFNG,ZFP36,MCF7,IFNG,5,1.0,1.0,0.8,-0.6,1.0,0.0,1.0,True
Jiang24 Seen Perturbation,mcf7+IFNG_ZNF267,mcf7+IFNG,ZNF267,MCF7,IFNG,9,1.0,1.0,0.7644444444444445,0.07159510232903225,0.24,0.0,0.24,True
Jiang24 Seen Perturbation,mcf7+IFNG_ZNFX1,mcf7+IFNG,ZNFX1,MCF7,IFNG,11,1.0,1.0,0.7272727272727273,0.9829544249337089,0.3333333333333333,0.0,0.3333333333333333,True
Jiang24 Seen Perturbation,mcf7+INS_CHUK,mcf7+INS,CHUK,MCF7,INS,16,0.96,0.96,0.7225,0.025619610927422837,0.2,0.04,0.16,True
Jiang24 Seen Perturbation,mcf7+INS_COPS4,mcf7+INS,COPS4,MCF7,INS,4,0.8888888888888888,0.8888888888888888,0.638888888888889,0.1383311152497178,0.05555555555555555,0.1111111111111111,-0.05555555555555555,False
Jiang24 Seen Perturbation,mcf7+INS_DR1,mcf7+INS,DR1,MCF7,INS,4,0.76,0.76,0.7300000000000001,-0.03457893873526766,0.08,0.24,-0.15999999999999998,False
Jiang24 Seen Perturbation,mcf7+INS_EIF2B1,mcf7+INS,EIF2B1,MCF7,INS,4,0.6666666666666666,0.6666666666666666,0.6666666666666667,0.15375367917221847,0.16666666666666666,0.3333333333333333,-0.16666666666666666,False
Jiang24 Seen Perturbation,mcf7+INS_ELK1,mcf7+INS,ELK1,MCF7,INS,10,0.0,0.0,0.4666666666666667,-0.020474534594280003,0.0,1.0,-1.0,False
Jiang24 Seen Perturbation,mcf7+INS_FOXM1,mcf7+INS,FOXM1,MCF7,INS,4,0.8,0.8,0.67,-0.0872126415814404,0.2,0.2,0.0,False
Jiang24 Seen Perturbation,mcf7+INS_FOXO1,mcf7+INS,FOXO1,MCF7,INS,4,0.6666666666666666,0.6666666666666666,0.75,0.653025557156103,0.0,0.3333333333333333,-0.3333333333333333,False
Jiang24 Seen Perturbation,mcf7+INS_FOXO3,mcf7+INS,FOXO3,MCF7,INS,4,0.8181818181818182,0.8181818181818182,0.6363636363636364,-0.17446821546517383,0.2727272727272727,0.18181818181818182,0.09090909090909088,True
Jiang24 Seen Perturbation,mcf7+INS_FOXO4,mcf7+INS,FOXO4,MCF7,INS,4,1.0,1.0,0.8699999999999999,0.07234261772576885,0.16,0.0,0.16,True
Jiang24 Seen Perturbation,mcf7+INS_GRB10,mcf7+INS,GRB10,MCF7,INS,4,0.7142857142857143,0.7142857142857143,0.6428571428571429,-0.07118927211342163,0.14285714285714285,0.2857142857142857,-0.14285714285714285,False
