scenario,cov_pert,covariate,perturbation,celltype,treatment,n_train_covs,avg_delta_sign_match,clipped_delta_sign_match,mean_pair_sign_match,mean_pair_corr,TranScouter_DMR,DeltaAverage_DMR,delta_advantage,delta_better
Jiang24 Seen Perturbation,mcf7+INS_GRB2,mcf7+INS,GRB2,MCF7,INS,4,0.47058823529411764,0.47058823529411764,0.44117647058823534,-0.010667694527995432,0.23529411764705882,0.5294117647058824,-0.29411764705882354,False
Jiang24 Seen Perturbation,mcf7+INS_HSF1,mcf7+INS,HSF1,MCF7,INS,4,0.375,0.375,0.53125,-0.05806277905780988,0.0,0.625,-0.625,False
Jiang24 Seen Perturbation,mcf7+INS_IGF2,mcf7+INS,IGF2,MCF7,INS,4,0.8,0.8,0.6499999999999999,0.088794576821525,0.0,0.2,-0.2,False
Jiang24 Seen Perturbation,mcf7+INS_IKBKB,mcf7+INS,IKBKB,MCF7,INS,16,0.96,0.96,0.8500000000000001,0.1409431908582463,0.08,0.04,0.04,True
Jiang24 Seen Perturbation,mcf7+INS_INSR,mcf7+INS,INSR,MCF7,INS,4,0.75,0.75,0.75,0.28621980474004294,0.0,0.25,-0.25,False
Jiang24 Seen Perturbation,mcf7+INS_IRS1,mcf7+INS,IRS1,MCF7,INS,4,0.4,0.4,0.45000000000000007,0.1332023408617405,0.0,0.6,-0.6,False
Jiang24 Seen Perturbation,mcf7+INS_IRS2,mcf7+INS,IRS2,MCF7,INS,4,0.0,0.0,0.25,-0.14285248355173563,0.0,1.0,-1.0,False
Jiang24 Seen Perturbation,mcf7+INS_IRS4,mcf7+INS,IRS4,MCF7,INS,4,0.76,0.76,0.6000000000000001,0.008508837099548684,0.16,0.24,-0.07999999999999999,False
Jiang24 Seen Perturbation,mcf7+INS_MAPK1,mcf7+INS,MAPK1,MCF7,INS,10,0.68,0.68,0.6280000000000001,0.05229453287338719,0.16,0.32,-0.16,False
Jiang24 Seen Perturbation,mcf7+INS_MAPK3,mcf7+INS,MAPK3,MCF7,INS,10,0.6428571428571429,0.6428571428571429,0.55,0.1393096760794324,0.21428571428571427,0.35714285714285715,-0.14285714285714288,False
Jiang24 Seen Perturbation,mcf7+INS_MTOR,mcf7+INS,MTOR,MCF7,INS,10,1.0,1.0,0.7625,0.1280026880256849,0.125,0.0,0.125,True
Jiang24 Seen Perturbation,mcf7+INS_PIK3CA,mcf7+INS,PIK3CA,MCF7,INS,21,1.0,1.0,0.7714285714285716,0.059841577210858116,0.2,0.0,0.2,True
Jiang24 Seen Perturbation,mcf7+INS_POLR2G,mcf7+INS,POLR2G,MCF7,INS,4,1.0,1.0,0.85,0.01967533936725434,0.08,0.0,0.08,True
Jiang24 Seen Perturbation,mcf7+INS_POLR2L,mcf7+INS,POLR2L,MCF7,INS,4,0.96,0.96,0.81,0.10419373514451512,0.2,0.04,0.16,True
Jiang24 Seen Perturbation,mcf7+INS_PTEN,mcf7+INS,PTEN,MCF7,INS,4,0.7058823529411765,0.7058823529411765,0.6764705882352942,0.06508640067946811,0.11764705882352941,0.29411764705882354,-0.17647058823529413,False
Jiang24 Seen Perturbation,mcf7+INS_RAD51,mcf7+INS,RAD51,MCF7,INS,4,1.0,1.0,0.88,0.132226870921981,0.04,0.0,0.04,True
Jiang24 Seen Perturbation,mcf7+INS_SGK1,mcf7+INS,SGK1,MCF7,INS,4,0.6666666666666666,0.6666666666666666,0.5,-0.09808226018538968,0.13333333333333333,0.3333333333333333,-0.19999999999999998,False
Jiang24 Seen Perturbation,mcf7+INS_SHC1,mcf7+INS,SHC1,MCF7,INS,4,0.8823529411764706,0.8823529411764706,0.6617647058823529,0.07587079777056063,0.23529411764705882,0.11764705882352941,0.11764705882352941,True
Jiang24 Seen Perturbation,mcf7+INS_SMARCE1,mcf7+INS,SMARCE1,MCF7,INS,4,0.84,0.84,0.8200000000000001,0.1788094970304539,0.16,0.16,0.0,False
Jiang24 Seen Perturbation,mcf7+INS_SREBF1,mcf7+INS,SREBF1,MCF7,INS,4,1.0,1.0,0.55,0.10439735415523663,0.2,0.0,0.2,True
Jiang24 Seen Perturbation,mcf7+INS_SRF,mcf7+INS,SRF,MCF7,INS,4,0.6,0.6,0.55,-0.3020592162104086,0.1,0.4,-0.30000000000000004,False
Jiang24 Seen Perturbation,mcf7+INS_TAF3,mcf7+INS,TAF3,MCF7,INS,4,0.75,0.75,0.5625,-0.6435560911705219,0.0,0.25,-0.25,False
Jiang24 Seen Perturbation,mcf7+INS_TAF7,mcf7+INS,TAF7,MCF7,INS,4,0.5,0.5,0.5,0.0,0.0,0.5,-0.5,False
Jiang24 Seen Perturbation,mcf7+INS_TAF8,mcf7+INS,TAF8,MCF7,INS,4,0.88,0.88,0.7000000000000001,0.1412803359227636,0.16,0.12,0.04000000000000001,True
Jiang24 Seen Perturbation,mcf7+INS_TSC1,mcf7+INS,TSC1,MCF7,INS,4,0.8,0.8,0.77,-0.25026086336930947,0.2,0.2,0.0,False
Jiang24 Seen Perturbation,mcf7+INS_TSC2,mcf7+INS,TSC2,MCF7,INS,4,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.11374662608872063,0.0,0.14285714285714285,-0.14285714285714285,False
Jiang24 Seen Perturbation,mcf7+INS_TTF1,mcf7+INS,TTF1,MCF7,INS,4,0.8333333333333334,0.8333333333333334,0.7083333333333333,0.11311669316210475,0.5,0.16666666666666666,0.33333333333333337,True
Jiang24 Seen Perturbation,mcf7+INS_TTF2,mcf7+INS,TTF2,MCF7,INS,4,0.92,0.92,0.74,0.14384038622376139,0.12,0.08,0.039999999999999994,True
Jiang24 Seen Perturbation,mcf7+INS_XBP1,mcf7+INS,XBP1,MCF7,INS,4,1.0,1.0,0.9199999999999999,0.0036097547460128623,0.04,0.0,0.04,True
Jiang24 Seen Perturbation,mcf7+INS_ZNF593,mcf7+INS,ZNF593,MCF7,INS,4,0.5,0.5,0.625,1.0,0.0,0.5,-0.5,False
Jiang24 Seen Perturbation,mcf7+TGFB_ATF2,mcf7+TGFB,ATF2,MCF7,TGFB,4,1.0,1.0,0.875,-0.5,0.5,0.0,0.5,True
Jiang24 Seen Perturbation,mcf7+TGFB_CUL1,mcf7+TGFB,CUL1,MCF7,TGFB,9,1.0,1.0,0.8518518518518517,0.38809443298278934,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TGFB_EP300,mcf7+TGFB,EP300,MCF7,TGFB,4,1.0,1.0,0.8099999999999999,0.01252458381004215,0.2,0.0,0.2,True
Jiang24 Seen Perturbation,mcf7+TGFB_FOXP2,mcf7+TGFB,FOXP2,MCF7,TGFB,4,1.0,1.0,0.75,0.5,0.5,0.0,0.5,True
Jiang24 Seen Perturbation,mcf7+TGFB_HDAC4,mcf7+TGFB,HDAC4,MCF7,TGFB,4,0.92,0.92,0.85,0.5517553508287176,0.2,0.08,0.12000000000000001,True
Jiang24 Seen Perturbation,mcf7+TGFB_HDAC5,mcf7+TGFB,HDAC5,MCF7,TGFB,4,0.0,0.0,0.25,,0.0,1.0,-1.0,False
Jiang24 Seen Perturbation,mcf7+TGFB_IKBKB,mcf7+TGFB,IKBKB,MCF7,TGFB,16,1.0,1.0,0.8525,0.06858164205185444,0.16,0.0,0.16,True
Jiang24 Seen Perturbation,mcf7+TGFB_IRF7,mcf7+TGFB,IRF7,MCF7,TGFB,15,1.0,1.0,0.7333333333333333,0.2,0.5,0.0,0.5,True
Jiang24 Seen Perturbation,mcf7+TGFB_MED15,mcf7+TGFB,MED15,MCF7,TGFB,4,1.0,1.0,0.75,-0.5,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TGFB_NFKB1,mcf7+TGFB,NFKB1,MCF7,TGFB,21,1.0,1.0,0.9523809523809523,,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TGFB_NRAS,mcf7+TGFB,NRAS,MCF7,TGFB,4,1.0,1.0,0.88,0.11526623498257685,0.12,0.0,0.12,True
Jiang24 Seen Perturbation,mcf7+TGFB_RAF1,mcf7+TGFB,RAF1,MCF7,TGFB,4,1.0,1.0,0.8500000000000001,0.001314523987781896,0.2,0.0,0.2,True
Jiang24 Seen Perturbation,mcf7+TGFB_RELA,mcf7+TGFB,RELA,MCF7,TGFB,4,1.0,1.0,1.0,,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TGFB_RHOA,mcf7+TGFB,RHOA,MCF7,TGFB,4,1.0,1.0,0.85,-0.21126039189319867,0.12,0.0,0.12,True
Jiang24 Seen Perturbation,mcf7+TGFB_RUNX3,mcf7+TGFB,RUNX3,MCF7,TGFB,4,1.0,1.0,0.75,,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TGFB_SKP1,mcf7+TGFB,SKP1,MCF7,TGFB,4,1.0,1.0,0.9299999999999999,0.07052921048693697,0.28,0.0,0.28,True
Jiang24 Seen Perturbation,mcf7+TGFB_SMAD4,mcf7+TGFB,SMAD4,MCF7,TGFB,4,0.72,0.72,0.68,0.16121563744229941,0.12,0.28,-0.16000000000000003,False
Jiang24 Seen Perturbation,mcf7+TGFB_SMAD5,mcf7+TGFB,SMAD5,MCF7,TGFB,4,1.0,1.0,0.86,0.007680770766414664,0.24,0.0,0.24,True
Jiang24 Seen Perturbation,mcf7+TGFB_SMAD7,mcf7+TGFB,SMAD7,MCF7,TGFB,4,1.0,1.0,0.75,,1.0,0.0,1.0,True
Jiang24 Seen Perturbation,mcf7+TGFB_SMAD9,mcf7+TGFB,SMAD9,MCF7,TGFB,4,0.28,0.28,0.39999999999999997,-0.18320816413268934,0.4,0.72,-0.31999999999999995,False
Jiang24 Seen Perturbation,mcf7+TGFB_SMURF1,mcf7+TGFB,SMURF1,MCF7,TGFB,4,1.0,1.0,1.0,,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TGFB_TGFBR1,mcf7+TGFB,TGFBR1,MCF7,TGFB,4,0.68,0.68,0.5599999999999999,0.3580834460756274,0.0,0.32,-0.32,False
Jiang24 Seen Perturbation,mcf7+TGFB_TGFBR2,mcf7+TGFB,TGFBR2,MCF7,TGFB,4,0.6666666666666666,0.6666666666666666,0.5277777777777778,-0.10529023127189929,0.0,0.3333333333333333,-0.3333333333333333,False
Jiang24 Seen Perturbation,mcf7+TGFB_TGFBR3,mcf7+TGFB,TGFBR3,MCF7,TGFB,4,1.0,1.0,0.8,0.4608338893831403,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TGFB_TGIF1,mcf7+TGFB,TGIF1,MCF7,TGFB,4,1.0,1.0,0.875,0.5,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TNFA_ARID5B,mcf7+TNFA,ARID5B,MCF7,TNFA,5,0.88,0.88,0.7120000000000001,-0.030207979677975692,0.08,0.12,-0.039999999999999994,False
Jiang24 Seen Perturbation,mcf7+TNFA_BATF,mcf7+TNFA,BATF,MCF7,TNFA,5,0.6666666666666666,0.6666666666666666,0.6190476190476191,-0.1207112337665716,0.047619047619047616,0.3333333333333333,-0.2857142857142857,False
Jiang24 Seen Perturbation,mcf7+TNFA_BIRC2,mcf7+TNFA,BIRC2,MCF7,TNFA,5,0.72,0.72,0.632,-0.07557697587392767,0.08,0.28,-0.2,False
Jiang24 Seen Perturbation,mcf7+TNFA_BIRC3,mcf7+TNFA,BIRC3,MCF7,TNFA,5,0.96,0.96,0.672,0.6202586471337466,0.0,0.04,-0.04,False
Jiang24 Seen Perturbation,mcf7+TNFA_CASP10,mcf7+TNFA,CASP10,MCF7,TNFA,5,1.0,1.0,0.8879999999999999,0.044353540863410014,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TNFA_CASP3,mcf7+TNFA,CASP3,MCF7,TNFA,5,1.0,1.0,0.768,0.1407440622623694,0.24,0.0,0.24,True
Jiang24 Seen Perturbation,mcf7+TNFA_CASP7,mcf7+TNFA,CASP7,MCF7,TNFA,5,0.5,0.5,0.3,0.6,0.0,0.5,-0.5,False
Jiang24 Seen Perturbation,mcf7+TNFA_CASP8,mcf7+TNFA,CASP8,MCF7,TNFA,5,1.0,1.0,0.8159999999999998,-0.03324009448332843,0.16,0.0,0.16,True
Jiang24 Seen Perturbation,mcf7+TNFA_CEBPB,mcf7+TNFA,CEBPB,MCF7,TNFA,15,0.96,0.96,0.752,0.07622311306477672,0.08,0.04,0.04,True
Jiang24 Seen Perturbation,mcf7+TNFA_CHUK,mcf7+TNFA,CHUK,MCF7,TNFA,17,1.0,1.0,0.6988235294117647,-0.025998428743042562,0.24,0.0,0.24,True
Jiang24 Seen Perturbation,mcf7+TNFA_CSF1,mcf7+TNFA,CSF1,MCF7,TNFA,5,0.92,0.92,0.744,-0.001790242807441067,0.0,0.08,-0.08,False
Jiang24 Seen Perturbation,mcf7+TNFA_CSF2,mcf7+TNFA,CSF2,MCF7,TNFA,5,0.625,0.625,0.525,0.12705858220267588,0.0,0.375,-0.375,False
Jiang24 Seen Perturbation,mcf7+TNFA_DNM1L,mcf7+TNFA,DNM1L,MCF7,TNFA,5,1.0,1.0,0.8799999999999999,-0.003915919706615646,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TNFA_FADD,mcf7+TNFA,FADD,MCF7,TNFA,5,0.75,0.75,0.6333333333333334,0.059745720994236806,0.16666666666666666,0.25,-0.08333333333333334,False
Jiang24 Seen Perturbation,mcf7+TNFA_FOS,mcf7+TNFA,FOS,MCF7,TNFA,21,1.0,1.0,0.6349206349206349,-0.19085795344090292,0.3333333333333333,0.0,0.3333333333333333,True
Jiang24 Seen Perturbation,mcf7+TNFA_ID2,mcf7+TNFA,ID2,MCF7,TNFA,9,0.0,0.0,0.1111111111111111,,1.0,1.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TNFA_IKBKB,mcf7+TNFA,IKBKB,MCF7,TNFA,17,1.0,1.0,0.8400000000000001,0.03432333946299165,0.12,0.0,0.12,True
Jiang24 Seen Perturbation,mcf7+TNFA_IKBKE,mcf7+TNFA,IKBKE,MCF7,TNFA,5,0.7142857142857143,0.7142857142857143,0.7142857142857142,-0.12846753683367734,0.42857142857142855,0.2857142857142857,0.14285714285714285,True
Jiang24 Seen Perturbation,mcf7+TNFA_IKBKG,mcf7+TNFA,IKBKG,MCF7,TNFA,5,0.88,0.88,0.648,-0.015150951103431624,0.04,0.12,-0.07999999999999999,False
Jiang24 Seen Perturbation,mcf7+TNFA_IRF1,mcf7+TNFA,IRF1,MCF7,TNFA,15,0.8333333333333334,0.8333333333333334,0.6148148148148148,0.37422342618350124,0.0,0.16666666666666666,-0.16666666666666666,False
Jiang24 Seen Perturbation,mcf7+TNFA_ITCH,mcf7+TNFA,ITCH,MCF7,TNFA,5,0.96,0.96,0.744,0.5022930266213188,0.12,0.04,0.07999999999999999,True
Jiang24 Seen Perturbation,mcf7+TNFA_JUN,mcf7+TNFA,JUN,MCF7,TNFA,21,0.8333333333333334,0.8333333333333334,0.5793650793650793,0.049321048236143215,0.16666666666666666,0.16666666666666666,0.0,False
Jiang24 Seen Perturbation,mcf7+TNFA_JUNB,mcf7+TNFA,JUNB,MCF7,TNFA,5,1.0,1.0,0.7680000000000001,0.19829192693728914,0.04,0.0,0.04,True
Jiang24 Seen Perturbation,mcf7+TNFA_KLF6,mcf7+TNFA,KLF6,MCF7,TNFA,5,0.76,0.76,0.6799999999999999,0.03941208240728606,0.08,0.24,-0.15999999999999998,False
Jiang24 Seen Perturbation,mcf7+TNFA_MAP2K3,mcf7+TNFA,MAP2K3,MCF7,TNFA,5,1.0,1.0,0.4,0.19999999999999996,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TNFA_MAP3K7,mcf7+TNFA,MAP3K7,MCF7,TNFA,11,1.0,1.0,0.5454545454545454,,1.0,0.0,1.0,True
Jiang24 Seen Perturbation,mcf7+TNFA_MAPK9,mcf7+TNFA,MAPK9,MCF7,TNFA,5,0.7692307692307693,0.7692307692307693,0.6,0.07328259379027946,0.0,0.23076923076923078,-0.23076923076923078,False
Jiang24 Seen Perturbation,mcf7+TNFA_MMP9,mcf7+TNFA,MMP9,MCF7,TNFA,5,0.6875,0.6875,0.575,-0.05341134108633607,0.0,0.3125,-0.3125,False
Jiang24 Seen Perturbation,mcf7+TNFA_MTF1,mcf7+TNFA,MTF1,MCF7,TNFA,5,1.0,1.0,0.6285714285714284,0.16178316794055242,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TNFA_MTOR,mcf7+TNFA,MTOR,MCF7,TNFA,11,1.0,1.0,0.8145454545454545,0.030768373294915184,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TNFA_MYC,mcf7+TNFA,MYC,MCF7,TNFA,21,0.8260869565217391,0.8260869565217391,0.58592132505176,0.04836991185845541,0.08695652173913043,0.17391304347826086,-0.08695652173913043,False
Jiang24 Seen Perturbation,mcf7+TNFA_NFAT5,mcf7+TNFA,NFAT5,MCF7,TNFA,5,1.0,1.0,0.8719999999999999,0.0917476468945786,0.04,0.0,0.04,True
Jiang24 Seen Perturbation,mcf7+TNFA_NFKB1,mcf7+TNFA,NFKB1,MCF7,TNFA,21,0.8461538461538461,0.8461538461538461,0.5934065934065935,-0.09898255294268263,0.15384615384615385,0.15384615384615385,0.0,False
Jiang24 Seen Perturbation,mcf7+TNFA_NFKBIA,mcf7+TNFA,NFKBIA,MCF7,TNFA,5,0.6666666666666666,0.6666666666666666,0.5222222222222221,-0.032614538314089704,0.0,0.3333333333333333,-0.3333333333333333,False
Jiang24 Seen Perturbation,mcf7+TNFA_NFKBIE,mcf7+TNFA,NFKBIE,MCF7,TNFA,5,0.52,0.52,0.592,0.06284125838544288,0.08,0.48,-0.39999999999999997,False
Jiang24 Seen Perturbation,mcf7+TNFA_NKX3-1,mcf7+TNFA,NKX3-1,MCF7,TNFA,5,0.52,0.52,0.56,-0.06881911987997058,0.0,0.48,-0.48,False
Jiang24 Seen Perturbation,mcf7+TNFA_PDCD5,mcf7+TNFA,PDCD5,MCF7,TNFA,5,1.0,1.0,0.8560000000000001,-0.13628995209238853,0.16,0.0,0.16,True
Jiang24 Seen Perturbation,mcf7+TNFA_PIK3CA,mcf7+TNFA,PIK3CA,MCF7,TNFA,23,1.0,1.0,0.7443478260869566,0.0956335456583092,0.04,0.0,0.04,True
Jiang24 Seen Perturbation,mcf7+TNFA_PTGS2,mcf7+TNFA,PTGS2,MCF7,TNFA,5,0.8,0.8,0.696,-0.037140769948058025,0.08,0.2,-0.12000000000000001,False
Jiang24 Seen Perturbation,mcf7+TNFA_RELB,mcf7+TNFA,RELB,MCF7,TNFA,5,0.8,0.8,0.648,-0.1955247623400457,0.08,0.2,-0.12000000000000001,False
Jiang24 Seen Perturbation,mcf7+TNFA_REPIN1,mcf7+TNFA,REPIN1,MCF7,TNFA,5,0.75,0.75,0.625,0.06500786753209883,0.0,0.25,-0.25,False
Jiang24 Seen Perturbation,mcf7+TNFA_SOX4,mcf7+TNFA,SOX4,MCF7,TNFA,5,0.92,0.92,0.776,-0.1357823426214963,0.04,0.08,-0.04,False
Jiang24 Seen Perturbation,mcf7+TNFA_SOX9,mcf7+TNFA,SOX9,MCF7,TNFA,5,1.0,1.0,0.8480000000000001,0.21624270709178073,0.0,0.0,0.0,False
Jiang24 Seen Perturbation,mcf7+TNFA_TNFRSF1B,mcf7+TNFA,TNFRSF1B,MCF7,TNFA,5,0.75,0.75,0.575,0.0026155310509796276,0.125,0.25,-0.125,False
Jiang24 Seen Perturbation,mcf7+TNFA_TRAF1,mcf7+TNFA,TRAF1,MCF7,TNFA,5,0.88,0.88,0.744,0.17220468580751377,0.04,0.12,-0.07999999999999999,False
Jiang24 Seen Perturbation,mcf7+TNFA_TRAF2,mcf7+TNFA,TRAF2,MCF7,TNFA,5,0.5,0.5,0.7,-0.2,0.5,0.5,0.0,False
Jiang24 Seen Perturbation,mcf7+TNFA_ZFP36L1,mcf7+TNFA,ZFP36L1,MCF7,TNFA,5,0.96,0.96,0.6960000000000001,0.10164939953791127,0.0,0.04,-0.04,False
Jiang24 Seen Perturbation,mcf7+TNFA_ZNF22,mcf7+TNFA,ZNF22,MCF7,TNFA,5,0.88,0.88,0.6,0.1401570979641135,0.04,0.12,-0.07999999999999999,False
Jiang24 Seen Perturbation,mcf7+TNFA_ZNF267,mcf7+TNFA,ZNF267,MCF7,TNFA,11,1.0,1.0,0.8363636363636364,0.10979934415005395,0.0,0.0,0.0,False
Jiang24 Unseen Perturbation,a549+IFNB_ADAR,a549+IFNB,ADAR,A549,IFNB,4,0.96,0.96,0.8200000000000001,-0.0029802862464603716,0.16,0.04,0.12,True
Jiang24 Unseen Perturbation,a549+IFNB_CRKL,a549+IFNB,CRKL,A549,IFNB,4,1.0,1.0,0.7,-0.07938086254374851,0.2,0.0,0.2,True
Jiang24 Unseen Perturbation,a549+IFNG_KLF4,a549+IFNG,KLF4,A549,IFNG,4,1.0,1.0,0.71875,0.16811221250864558,0.125,0.0,0.125,True
Jiang24 Unseen Perturbation,a549+IFNG_PARP12,a549+IFNG,PARP12,A549,IFNG,10,1.0,1.0,1.0,,0.0,0.0,0.0,False
Jiang24 Unseen Perturbation,a549+INS_POLR2G,a549+INS,POLR2G,A549,INS,4,1.0,1.0,0.9199999999999999,0.2866795787364529,0.24,0.0,0.24,True
Jiang24 Unseen Perturbation,a549+TGFB_CHUK,a549+TGFB,CHUK,A549,TGFB,15,1.0,1.0,0.712,0.08567343094991092,0.16,0.0,0.16,True
Jiang24 Unseen Perturbation,a549+TGFB_HDAC4,a549+TGFB,HDAC4,A549,TGFB,5,0.92,0.92,0.792,0.7596835389521553,0.36,0.08,0.27999999999999997,True
Jiang24 Unseen Perturbation,a549+TGFB_SKP1,a549+TGFB,SKP1,A549,TGFB,5,0.96,0.96,0.8559999999999999,-0.15261860559913867,0.2,0.04,0.16,True
Jiang24 Unseen Perturbation,a549+TGFB_SMAD2,a549+TGFB,SMAD2,A549,TGFB,5,0.0,0.0,0.3333333333333333,-0.3048875842238758,0.0,1.0,-1.0,False
Jiang24 Unseen Perturbation,a549+TNFA_BIRC3,a549+TNFA,BIRC3,A549,TNFA,5,0.5,0.5,0.7,1.0,0.5,0.5,0.0,False
Jiang24 Unseen Perturbation,a549+TNFA_CASP8,a549+TNFA,CASP8,A549,TNFA,5,0.92,0.92,0.8320000000000001,0.12679703729903885,0.12,0.08,0.039999999999999994,True
Jiang24 Unseen Perturbation,a549+TNFA_CSF1,a549+TNFA,CSF1,A549,TNFA,5,0.96,0.96,0.608,0.016086449319368423,0.24,0.04,0.19999999999999998,True
Jiang24 Unseen Perturbation,a549+TNFA_MTOR,a549+TNFA,MTOR,A549,TNFA,11,1.0,1.0,0.7345454545454545,0.2219191387375326,0.32,0.0,0.32,True
Jiang24 Unseen Perturbation,a549+TNFA_TNFRSF1A,a549+TNFA,TNFRSF1A,A549,TNFA,5,0.68,0.68,0.6880000000000001,0.4525639986139936,0.12,0.32,-0.2,False
Jiang24 Unseen Perturbation,bxpc3+IFNB_ADAR,bxpc3+IFNB,ADAR,BXPC3,IFNB,4,0.6,0.6,0.6000000000000001,0.22957664218221388,0.36,0.4,-0.040000000000000036,False
Jiang24 Unseen Perturbation,bxpc3+IFNB_BRD9,bxpc3+IFNB,BRD9,BXPC3,IFNB,4,0.6428571428571429,0.6428571428571429,0.5,-0.06142528272963982,0.14285714285714285,0.35714285714285715,-0.2142857142857143,False
Jiang24 Unseen Perturbation,bxpc3+IFNB_CRKL,bxpc3+IFNB,CRKL,BXPC3,IFNB,4,0.88,0.88,0.63,-0.08926036184434648,0.08,0.12,-0.039999999999999994,False
Jiang24 Unseen Perturbation,bxpc3+IFNB_RNF114,bxpc3+IFNB,RNF114,BXPC3,IFNB,4,0.8571428571428571,0.8571428571428571,0.7142857142857142,-0.1337069042280447,0.14285714285714285,0.14285714285714285,0.0,False
Jiang24 Unseen Perturbation,bxpc3+IFNB_STAT5A,bxpc3+IFNB,STAT5A,BXPC3,IFNB,4,0.6666666666666666,0.6666666666666666,0.5,-0.05250333565437981,0.0,0.3333333333333333,-0.3333333333333333,False
Jiang24 Unseen Perturbation,bxpc3+IFNG_IFI16,bxpc3+IFNG,IFI16,BXPC3,IFNG,10,1.0,1.0,0.8880000000000001,0.34431469734878006,0.16,0.0,0.16,True
Jiang24 Unseen Perturbation,bxpc3+IFNG_MAFF,bxpc3+IFNG,MAFF,BXPC3,IFNG,5,0.72,0.72,0.52,-0.20533319897546076,0.08,0.28,-0.2,False
Jiang24 Unseen Perturbation,bxpc3+IFNG_SP100,bxpc3+IFNG,SP100,BXPC3,IFNG,10,1.0,1.0,1.0,,0.0,0.0,0.0,False
Jiang24 Unseen Perturbation,bxpc3+IFNG_TSC22D1,bxpc3+IFNG,TSC22D1,BXPC3,IFNG,5,0.92,0.92,0.664,0.04428644860870605,0.28,0.08,0.2,True
Jiang24 Unseen Perturbation,bxpc3+INS_FOXO1,bxpc3+INS,FOXO1,BXPC3,INS,4,0.6666666666666666,0.6666666666666666,0.4722222222222222,0.13649156077371755,0.2777777777777778,0.3333333333333333,-0.055555555555555525,False
Jiang24 Unseen Perturbation,bxpc3+INS_POLR2G,bxpc3+INS,POLR2G,BXPC3,INS,4,0.92,0.92,0.8899999999999999,0.15316733116416506,0.08,0.08,0.0,False
Jiang24 Unseen Perturbation,bxpc3+TGFB_SKP1,bxpc3+TGFB,SKP1,BXPC3,TGFB,5,1.0,1.0,0.8960000000000001,0.13729846965341222,0.04,0.0,0.04,True
Jiang24 Unseen Perturbation,bxpc3+TNFA_CASP3,bxpc3+TNFA,CASP3,BXPC3,TNFA,5,0.92,0.92,0.6880000000000001,-0.015579316641804513,0.24,0.08,0.15999999999999998,True
Jiang24 Unseen Perturbation,bxpc3+TNFA_CHUK,bxpc3+TNFA,CHUK,BXPC3,TNFA,15,1.0,1.0,0.6960000000000002,0.20922502993475262,0.0,0.0,0.0,False
Jiang24 Unseen Perturbation,bxpc3+TNFA_JUNB,bxpc3+TNFA,JUNB,BXPC3,TNFA,5,0.8,0.8,0.664,-0.1344192417987538,0.44,0.2,0.24,True
Jiang24 Unseen Perturbation,bxpc3+TNFA_MAP3K14,bxpc3+TNFA,MAP3K14,BXPC3,TNFA,11,1.0,1.0,0.6363636363636364,0.24361520331332212,0.6666666666666666,0.0,0.6666666666666666,True
Jiang24 Unseen Perturbation,bxpc3+TNFA_MAPK8,bxpc3+TNFA,MAPK8,BXPC3,TNFA,11,0.88,0.88,0.6363636363636364,-0.046222738785754426,0.24,0.12,0.12,True
Jiang24 Unseen Perturbation,bxpc3+TNFA_MTOR,bxpc3+TNFA,MTOR,BXPC3,TNFA,10,1.0,1.0,0.724,-0.01958803391945888,0.36,0.0,0.36,True
Jiang24 Unseen Perturbation,bxpc3+TNFA_ZFP36L1,bxpc3+TNFA,ZFP36L1,BXPC3,TNFA,5,0.8,0.8,0.624,-0.006432359284613398,0.16,0.2,-0.04000000000000001,False
Jiang24 Unseen Perturbation,hap1+IFNB_IFI16,hap1+IFNB,IFI16,HAP1,IFNB,10,1.0,1.0,0.868,0.574621634963924,0.28,0.0,0.28,True
Jiang24 Unseen Perturbation,hap1+IFNB_IRF3,hap1+IFNB,IRF3,HAP1,IFNB,5,1.0,1.0,0.8333333333333334,0.19396521094481717,0.6666666666666666,0.0,0.6666666666666666,True
Jiang24 Unseen Perturbation,hap1+IFNB_SP100,hap1+IFNB,SP100,HAP1,IFNB,10,1.0,1.0,1.0,,0.0,0.0,0.0,False
Jiang24 Unseen Perturbation,hap1+IFNB_UBE2L6,hap1+IFNB,UBE2L6,HAP1,IFNB,5,0.8,0.8,0.68,0.5340706758032763,0.2,0.2,0.0,False
