,MSE_TranScouter,DC_TranScouter,MSE_Ctrl,MSE_PertAvg,DC_PertAvg,n_up,n_down,split,condition
bxpc3+TGFB_EP300,0.32384986,1.0,0.6073151,0.06146359613582121,1.0,0,4,1,bxpc3+TGFB
bxpc3+TGFB_MAPK1,0.4467979,0.6875,0.6271323,0.5261710326009369,0.875,2,14,1,bxpc3+TGFB
bxpc3+TGFB_NRAS,0.28949663,0.84,0.34580174,0.6263716422700261,0.72,0,25,1,bxpc3+TGFB
ht29+IFNB_BATF2,0.04877389,1.0,0.059467863,2.1048719682586277,0.0,0,1,1,ht29+IFNB
ht29+IFNB_DTX3L,1.4918891,0.0,1.4084507,0.18750792743945127,1.0,0,1,1,ht29+IFNB
ht29+IFNB_IFNAR1,0.49192086,1.0,1.1801044,0.33772542564144786,1.0,0,25,1,ht29+IFNB
ht29+IFNB_UBA7,0.07849094,0.5555555555555556,0.12725012,0.8356876271257868,0.5555555555555556,0,18,1,ht29+IFNB
ht29+TGFB_EP300,0.11377037,0.72,0.14182927,0.34613487068131965,0.68,0,25,1,ht29+TGFB
ht29+TGFB_MAPK1,0.24204506,0.68,0.23209938,0.7525295302369635,0.44,2,23,1,ht29+TGFB
ht29+TGFB_NRAS,0.1332957,0.72,0.17222679,0.6456530562839081,0.4,0,25,1,ht29+TGFB
k562+TNFA_CSF1,0.03573483,0.96,0.030512087,0.44704601705316144,0.68,0,25,1,k562+TNFA
k562+TNFA_TRAF2,0.06971529,0.88,0.12955266,0.9474183236868113,0.6,1,24,1,k562+TNFA
k562+TNFA_TRAF3,0.74627733,0.5294117647058824,0.2807468,0.5095285314078299,0.7647058823529411,8,9,1,k562+TNFA
k562+TNFA_ZFP36L1,0.23406866,1.0,0.51233876,2.3851786302153255,0.0,0,1,1,k562+TNFA
mcf7+IFNB_BATF2,0.00901802,0.8181818181818182,0.01725237,0.22924597564865676,0.36363636363636365,0,11,1,mcf7+IFNB
mcf7+IFNB_DTX3L,0.277885,0.3333333333333333,0.16909505,0.3944958442716546,1.0,3,0,1,mcf7+IFNB
mcf7+IFNB_IFNAR1,0.21282198,0.72,0.26150268,1.0401563088344974,0.36,6,19,1,mcf7+IFNB
mcf7+IFNB_UBA7,0.06807633,0.72,0.098103315,0.9396509316442357,0.64,0,25,1,mcf7+IFNB
mcf7+INS_MAPK1,0.5457991,0.6,0.57973355,1.1883754253324839,0.76,2,23,1,mcf7+INS
mcf7+INS_MAPK3,0.16098416,0.8571428571428571,0.2934975,0.3634699820029866,0.6428571428571429,0,14,1,mcf7+INS
mcf7+INS_ZNF593,0.017523218,1.0,0.44318146,0.1915765613298579,0.5,0,2,1,mcf7+INS
a549+IFNG_IFI16,1.2343469,0.8,1.3901756,0.964333095793138,0.76,0,25,2,a549+IFNG
a549+IFNG_IRF7,0.00011165539,1.0,0.40131497,0.09547901155240031,1.0,0,1,2,a549+IFNG
a549+IFNG_SP110,0.27358824,0.84,0.32467028,0.548541663831957,0.72,0,25,2,a549+IFNG
a549+IFNG_ZNFX1,2.1928544,0.0,1.448719,0.012708896709220437,1.0,0,2,2,a549+IFNG
bxpc3+IFNB_CRKL,0.046375707,0.8,0.16461529,0.2350132238727541,0.72,0,25,2,bxpc3+IFNB
bxpc3+IFNB_HERC5,0.048477937,0.88,0.24628948,0.13309151124303076,0.76,0,25,2,bxpc3+IFNB
bxpc3+IFNB_IFI16,0.34047163,0.88,0.7588774,0.3094977496837799,0.68,0,25,2,bxpc3+IFNB
bxpc3+IFNB_IRF7,0.29394886,0.5714285714285714,0.4540487,0.1804696092156822,0.7142857142857143,3,4,2,bxpc3+IFNB
bxpc3+IFNB_MAPK8,0.018480077,0.9285714285714286,0.14802359,0.1465666062557101,0.7142857142857143,0,14,2,bxpc3+IFNB
bxpc3+IFNB_NFE2L3,0.03390715,0.8421052631578947,0.16509755,0.06596168639157375,0.7368421052631579,1,18,2,bxpc3+IFNB
bxpc3+IFNB_SP110,0.032358963,0.92,0.22223689,0.17359695898064956,0.8,1,24,2,bxpc3+IFNB
bxpc3+IFNB_USP18,4.4760265,0.36,1.3790094,2.936662552177002,0.52,13,12,2,bxpc3+IFNB
bxpc3+IFNB_ZNFX1,0.082271986,0.96,0.35896096,0.1243092728041848,0.76,0,25,2,bxpc3+IFNB
bxpc3+TNFA_BIRC3,0.03671495,0.65,0.12534727,0.5653811281817619,0.35,0,20,2,bxpc3+TNFA
bxpc3+TNFA_CASP8,0.15921122,0.76,0.30960223,0.5346237391425924,0.56,0,25,2,bxpc3+TNFA
bxpc3+TNFA_CREB1,0.20410858,0.75,0.34583557,0.08173418886732775,1.0,0,4,2,bxpc3+TNFA
bxpc3+TNFA_MAPK8,0.06918991,0.56,0.072141714,0.35349977365627333,0.44,0,25,2,bxpc3+TNFA
bxpc3+TNFA_ZFP36L1,0.06325435,0.76,0.067830205,0.7631052857160256,0.56,0,25,2,bxpc3+TNFA
hap1+IFNG_FMNL2,0.08277342,1.0,1.0653362,3.664333831905054,0.5,0,2,2,hap1+IFNG
hap1+IFNG_IFI16,1.0145521,0.56,1.1920321,1.7719887243245274,0.64,0,25,2,hap1+IFNG
hap1+IFNG_SP110,0.4674835,0.76,0.49997905,1.7919734279455581,0.56,0,25,2,hap1+IFNG
hap1+IFNG_ZNFX1,0.6911833,1.0,1.4378631,2.9943929716213367,0.75,0,4,2,hap1+IFNG
k562+IFNG_FMNL2,0.17023927,0.76,0.25519013,2.1048302862807087,0.44,0,25,2,k562+IFNG
k562+IFNG_IFI16,0.8207033,0.56,0.6790351,2.161739414310524,0.48,0,25,2,k562+IFNG
k562+IFNG_MAFB,0.30248842,0.0,0.19877905,1.3604580520800529,0.0,0,1,2,k562+IFNG
k562+IFNG_SP110,0.28450212,0.88,0.4932432,2.0065854395804466,0.56,0,25,2,k562+IFNG
k562+IFNG_ZNFX1,0.37940964,0.75,0.49504104,2.0975812564938585,0.5,0,8,2,k562+IFNG
mcf7+IFNG_FMNL2,0.29188785,0.5,0.17024457,0.5144050001398042,0.0,0,2,2,mcf7+IFNG
mcf7+IFNG_IFI16,0.1708128,0.8,0.2810585,0.7248530126928062,0.6,0,25,2,mcf7+IFNG
mcf7+IFNG_MAFB,0.006781515,1.0,0.078185305,2.575517777214557,0.5,0,4,2,mcf7+IFNG
mcf7+IFNG_SP110,0.078631744,1.0,0.14986917,0.5507243090913184,0.5,0,6,2,mcf7+IFNG
mcf7+IFNG_ZNFX1,0.85484916,0.6666666666666666,0.38234186,0.16109223551045726,0.6666666666666666,0,3,2,mcf7+IFNG
mcf7+INS_SREBF2,0.01656463,1.0,0.31759277,0.3666012560544462,0.0,0,1,2,mcf7+INS
mcf7+TNFA_BIRC3,0.049576573,1.0,0.34060845,1.3420180243353128,0.2,0,25,2,mcf7+TNFA
mcf7+TNFA_CASP8,0.40136707,0.68,0.23504075,0.5758700091070533,0.32,0,25,2,mcf7+TNFA
mcf7+TNFA_CREB1,0.06425598,0.96,0.32201836,1.2570934263234634,0.16,0,25,2,mcf7+TNFA
mcf7+TNFA_ZFP36L1,0.044928808,0.92,0.1627606,0.761712853450599,0.0,0,25,2,mcf7+TNFA
a549+TNFA_RELB,0.015785271,1.0,0.09494145,0.937554058281691,0.5,0,2,3,a549+TNFA
bxpc3+INS_ELK1,0.006083114,0.75,0.25373453,0.0942275660755067,0.75,2,6,3,bxpc3+INS
bxpc3+INS_GRB2,0.17132182,0.68,0.26641896,0.1284960806841501,0.8,4,21,3,bxpc3+INS
bxpc3+INS_HSF1,0.006935829,0.7777777777777778,0.22865507,0.09487801292630799,0.8888888888888888,2,7,3,bxpc3+INS
bxpc3+INS_POLR2G,0.086373046,0.92,0.3824496,0.2225174937011207,0.64,0,25,3,bxpc3+INS
bxpc3+INS_SHC1,0.17302004,0.68,0.1650179,0.2925021397955796,0.56,4,21,3,bxpc3+INS
bxpc3+INS_TAF7,0.09710758,0.8125,0.14714186,0.18060297824148264,0.5625,1,15,3,bxpc3+INS
hap1+IFNG_PLEK,0.31212258,1.0,0.6611618,5.3669306386171725,0.0,0,2,3,hap1+IFNG
ht29+IFNB_ELK1,0.047191937,0.0,0.03767969,0.010721983340572542,1.0,0,1,3,ht29+IFNB
ht29+IFNB_IFNAR2,0.4554433,0.92,1.8459482,0.28699553229112346,1.0,0,25,3,ht29+IFNB
ht29+INS_ELK1,0.0006481772,1.0,0.0060789636,0.09837410498301075,0.3333333333333333,0,3,3,ht29+INS
ht29+INS_GRB2,0.00925192,0.5,0.0060258377,0.1054506897247247,0.0,0,2,3,ht29+INS
ht29+INS_HSF1,0.0037255168,1.0,0.0066716564,0.014315871871332382,0.0,0,1,3,ht29+INS
ht29+INS_POLR2G,0.018066563,0.96,0.09826769,0.38799855508160136,0.68,1,24,3,ht29+INS
ht29+INS_SHC1,0.10859033,0.6,0.009062396,0.2393991699703369,0.56,0,25,3,ht29+INS
ht29+INS_TAF7,0.006448511,0.5,0.005460736,0.004962003119293849,0.5,0,2,3,ht29+INS
ht29+TGFB_ATF2,0.02790583,0.7777777777777778,0.05771699,1.0559936874922289,0.4444444444444444,0,9,3,ht29+TGFB
ht29+TGFB_RBX1,0.04182022,0.8,0.10290017,0.9769129837898562,0.52,0,25,3,ht29+TGFB
ht29+TGFB_RELA,0.06124095,1.0,0.17072134,0.0012778461487675905,1.0,0,2,3,ht29+TGFB
ht29+TNFA_MAP2K3,0.005630819,0.8888888888888888,0.07160637,0.16814727732964724,0.4444444444444444,0,9,3,ht29+TNFA
ht29+TNFA_RELB,0.013401586,0.5,0.0065699816,0.020199620120821556,0.5,0,4,3,ht29+TNFA
k562+IFNB_ELK1,0.40674916,0.8,0.52552134,0.9033162951082673,0.4,3,2,3,k562+IFNB
k562+IFNB_IFNAR2,0.42494693,1.0,1.9674515,1.7867880001090786,0.56,0,25,3,k562+IFNB
mcf7+TGFB_ATF2,0.4018353,0.5,0.5524834,0.5587377207869513,0.5,0,2,3,mcf7+TGFB
mcf7+TGFB_RELA,0.05061911,1.0,0.5779909,1.312488064036332,0.0,0,1,3,mcf7+TGFB
mcf7+TGFB_SMAD9,2.0336561,0.36,1.6994843,0.5676069668494059,0.84,17,8,3,mcf7+TGFB
a549+INS_IKBKB,0.12864831,0.92,0.21409425,0.27851035195800855,0.72,0,25,4,a549+INS
a549+INS_POLR2L,0.44635037,0.88,0.13794257,0.5988936577608058,0.64,0,25,4,a549+INS
a549+INS_TAF8,0.36516705,0.84,0.25816318,0.6293202361493786,0.64,0,25,4,a549+INS
a549+TGFB_CUL1,0.3572231,0.64,0.21449026,0.3504847000972095,0.68,0,25,4,a549+TGFB
a549+TGFB_IKBKB,0.24412933,0.76,0.2608119,0.44104377363860453,0.52,0,25,4,a549+TGFB
a549+TGFB_RAF1,0.31469166,0.6,0.09116109,0.7668314411061338,0.5333333333333333,0,15,4,a549+TGFB
a549+TGFB_RBL1,0.19665413,0.72,0.17981632,0.8414845963018481,0.44,0,25,4,a549+TGFB
a549+TNFA_CEBPB,0.6321707,0.92,0.58406085,0.5684880917771065,0.84,0,25,4,a549+TNFA
a549+TNFA_IKBKB,0.07464485,1.0,0.3757131,0.6844022489007827,0.68,0,25,4,a549+TNFA
a549+TNFA_RELB,0.004146713,1.0,0.09494145,0.937554058281691,0.5,0,2,4,a549+TNFA
a549+TNFA_TRAF3,0.88329107,0.6666666666666666,0.24349199,0.6642059330187013,0.4,4,11,4,a549+TNFA
bxpc3+INS_HSF1,0.0076394505,0.8888888888888888,0.22865507,0.09487801292630799,0.8888888888888888,2,7,4,bxpc3+INS
bxpc3+INS_IKBKB,0.20531012,0.88,0.49920222,0.35507533706425426,0.84,3,22,4,bxpc3+INS
bxpc3+INS_POLR2L,0.1166968,0.88,0.27332377,0.11368573525217064,0.8,2,23,4,bxpc3+INS
bxpc3+INS_TAF8,0.114571266,0.76,0.40810126,0.49436719721022143,0.72,3,22,4,bxpc3+INS
bxpc3+TNFA_CEBPB,0.12316512,0.68,0.26392332,0.3647590186398864,0.64,0,25,4,bxpc3+TNFA
bxpc3+TNFA_IKBKB,0.37061274,0.8,0.5326869,0.5816389046585955,0.76,0,25,4,bxpc3+TNFA
bxpc3+TNFA_MAPK9,0.608882,0.25,0.69643795,1.7107133257418647,0.5,1,3,4,bxpc3+TNFA
bxpc3+TNFA_RELB,0.109306954,1.0,0.35188216,0.04495407853640338,1.0,0,2,4,bxpc3+TNFA
bxpc3+TNFA_TRAF3,0.02338353,1.0,0.2516208,0.09529236184397893,0.8,0,5,4,bxpc3+TNFA
hap1+INS_HSF1,0.025255766,0.72,0.031440064,0.21215303499682656,0.48,0,25,4,hap1+INS
hap1+INS_IKBKB,0.039128173,0.88,0.057525374,0.43219806633171737,0.52,0,25,4,hap1+INS
hap1+INS_POLR2L,0.048558522,0.96,0.19554521,1.3675524230564111,0.48,0,25,4,hap1+INS
hap1+INS_TAF8,0.08679318,0.76,0.08344551,0.8247629347976315,0.56,0,25,4,hap1+INS
ht29+IFNB_CEBPB,0.23301844,0.68,0.19307625,0.6662017326026279,0.52,1,24,4,ht29+IFNB
ht29+IFNB_CRKL,0.041848503,0.72,0.04953667,0.8822743683300803,0.44,0,25,4,ht29+IFNB
ht29+IFNB_IRF1,0.17327017,0.5,0.058522366,0.5408550753489167,0.5,0,4,4,ht29+IFNB
ht29+IFNB_TYK2,0.09852526,1.0,1.5450901,0.46315982116787724,0.92,0,25,4,ht29+IFNB
k562+INS_HSF1,0.19470677,0.75,0.2563154,0.22870857604367756,0.625,3,5,4,k562+INS
k562+INS_IKBKB,0.09442206,0.88,0.17920119,0.3966287767061161,0.68,1,24,4,k562+INS
k562+INS_POLR2L,0.06911102,0.96,0.22077781,0.7021803349623955,0.68,1,24,4,k562+INS
k562+INS_TAF8,0.07611021,0.88,0.19130306,1.4250248032102675,0.56,0,25,4,k562+INS
k562+TGFB_CUL1,1.908958,1.0,3.2609038,1.717013683329106,0.72,0,25,4,k562+TGFB
k562+TGFB_IKBKB,0.6788635,0.84,1.1294993,1.7965390636207652,0.64,0,25,4,k562+TGFB
k562+TGFB_RAF1,0.26547334,0.92,0.5682326,2.9042922751294435,0.4,0,25,4,k562+TGFB
k562+TGFB_RBL1,0.23593777,0.96,0.74851644,2.6677884221177792,0.48,0,25,4,k562+TGFB
bxpc3+TGFB_CUL1,0.010658153,1.0,0.21444492,0.1488772911143481,0.6666666666666666,0,3,5,bxpc3+TGFB
bxpc3+TGFB_MAPK1,0.4221877,0.875,0.6271323,0.5261710326009369,0.875,2,14,5,bxpc3+TGFB
bxpc3+TGFB_PIK3CA,2.9462988,0.0,1.4735019,1.307412987723205,1.0,1,0,5,bxpc3+TGFB
bxpc3+TGFB_RELA,0.106886916,1.0,0.8946701,0.9972322164618359,1.0,0,1,5,bxpc3+TGFB
bxpc3+TGFB_SMAD7,0.11021471,1.0,0.2821199,0.7067669405284859,0.5,0,14,5,bxpc3+TGFB
bxpc3+TGFB_TGFBR3,1.3826894,0.5,1.1122802,0.20550576054463113,1.0,0,2,5,bxpc3+TGFB
hap1+IFNG_BATF2,0.8726775,0.5,0.34853336,0.17082204378112018,1.0,0,2,5,hap1+IFNG
hap1+IFNG_CUL1,0.93251425,0.84,1.3497123,1.3954398971344144,0.64,0,25,5,hap1+IFNG
hap1+IFNG_FMNL2,0.1486792,1.0,1.0653362,3.664333831905054,0.5,0,2,5,hap1+IFNG
hap1+IFNG_PIK3CA,0.3490834,0.84,0.5085284,2.693436087146231,0.24,0,25,5,hap1+IFNG
hap1+IFNG_PLEK,0.6548241,0.5,0.6611618,5.3669306386171725,0.0,0,2,5,hap1+IFNG
hap1+IFNG_SOX2,1.3746699,0.88,2.7157629,1.9502428751131915,0.72,0,25,5,hap1+IFNG
hap1+IFNG_STAT1,0.63049054,0.96,1.364089,1.0757407089926303,0.76,12,13,5,hap1+IFNG
hap1+IFNG_ZNF267,0.45159063,0.52,0.372471,1.4552655491079016,0.44,0,25,5,hap1+IFNG
ht29+IFNG_CUL1,0.09771523,0.68,0.121272914,0.5919227136870316,0.64,0,25,5,ht29+IFNG
ht29+IFNG_FMNL2,0.022050297,0.6666666666666666,0.03515188,1.027476253316447,0.0,0,3,5,ht29+IFNG
ht29+IFNG_PIK3CA,0.052069653,0.88,0.09665819,0.5017511505671495,0.44,2,23,5,ht29+IFNG
ht29+IFNG_SOX2,0.5414908,0.56,0.3193738,0.9405333831489884,0.44,0,25,5,ht29+IFNG
ht29+IFNG_STAT1,0.13688733,0.92,0.44161224,0.2990838451684474,0.76,13,12,5,ht29+IFNG
ht29+IFNG_ZNF267,0.0772796,0.88,0.0345333,0.4533332865006394,0.44,0,25,5,ht29+IFNG
ht29+TNFA_PIK3CA,0.02589432,0.56,0.023276286,0.34918290965351984,0.32,1,24,5,ht29+TNFA
ht29+TNFA_ZNF267,0.039537076,0.76,0.028763225,0.2205784057322728,0.56,1,24,5,ht29+TNFA
k562+IFNB_ID3,0.032222446,1.0,0.21428931,1.7282274331183758,0.4,0,25,5,k562+IFNB
k562+IFNB_IFNAR1,0.87180173,1.0,1.379265,1.468597905626515,0.56,0,25,5,k562+IFNB
k562+IFNB_MAP3K14,0.03560909,1.0,0.29164025,1.3600223594855327,0.625,0,8,5,k562+IFNB
k562+IFNB_RAPGEF1,0.05363088,0.96,0.24455297,2.1765169305710867,0.56,0,25,5,k562+IFNB
k562+IFNB_STAT1,0.11201385,1.0,0.48170194,1.1744183157207688,0.6363636363636364,0,11,5,k562+IFNB
k562+IFNB_TRIM22,0.0682714,0.96,0.3175725,1.5297772234737181,0.48,0,25,5,k562+IFNB
k562+INS_DR1,0.08036868,0.96,0.30746555,1.002907837766814,0.6,0,25,5,k562+INS
k562+INS_MAPK1,0.47107896,0.6,0.43873516,1.078147300721757,0.64,9,16,5,k562+INS
k562+INS_PIK3CA,0.031065766,0.9,0.08232494,0.07828840614101515,0.9,2,8,5,k562+INS
k562+INS_TTF2,0.11965497,0.96,0.37241885,1.835948137547038,0.6,0,25,5,k562+INS
k562+TGFB_CUL1,2.0993953,0.92,3.2609038,1.717013683329106,0.72,0,25,5,k562+TGFB
k562+TGFB_MAPK1,0.52279496,0.96,1.176784,1.757792298085559,0.68,0,25,5,k562+TGFB
k562+TGFB_TGFBR3,0.7305646,0.5,1.1966623,0.7813587677605917,1.0,0,2,5,k562+TGFB
mcf7+IFNB_BATF2,0.0030338988,0.9090909090909091,0.01725237,0.22924597564865676,0.36363636363636365,0,11,5,mcf7+IFNB
mcf7+IFNB_ID3,0.11932248,0.8,0.11124028,0.5705735086088098,0.36,0,25,5,mcf7+IFNB
mcf7+IFNB_IFNAR1,0.29187652,0.68,0.26150268,1.0401563088344974,0.36,6,19,5,mcf7+IFNB
mcf7+IFNB_MAP3K14,0.053336702,0.84,0.08478382,0.6393880490282505,0.6,0,25,5,mcf7+IFNB
mcf7+IFNB_RAPGEF1,0.2432687,0.6,0.09290092,0.44232207692474085,0.52,0,25,5,mcf7+IFNB
mcf7+IFNB_STAT1,0.41336155,0.4444444444444444,0.35736945,0.7500826026610474,0.5555555555555556,5,4,5,mcf7+IFNB
mcf7+IFNB_TRIM22,0.0485004,0.88,0.12481144,0.6781952426440786,0.44,0,25,5,mcf7+IFNB
mcf7+INS_DR1,0.46893233,0.8,0.5093184,0.9968297733520244,0.76,2,23,5,mcf7+INS
mcf7+INS_MAPK1,0.5286533,0.68,0.57973355,1.1883754253324839,0.76,2,23,5,mcf7+INS
mcf7+INS_PIK3CA,0.15156598,0.8,0.1771002,0.10918179998519109,0.6,0,5,5,mcf7+INS
mcf7+INS_TTF2,0.09272188,0.84,0.21567483,0.3829733825063339,0.6,1,24,5,mcf7+INS
a549+IFNB_ADAR,0.7161347,0.68,0.30168843,0.8964373022463085,0.52,0,25,6,a549+IFNB
a549+IFNB_IFNAR2,0.831902,1.0,0.60443175,0.5079432936234974,0.84,4,21,6,a549+IFNB
a549+IFNB_MAP3K14,0.20033082,0.7692307692307693,0.3163096,0.3542136093749141,0.8461538461538461,0,13,6,a549+IFNB
a549+IFNB_TRIM21,0.06675604,1.0,0.38813823,0.8341533086404784,0.64,0,25,6,a549+IFNB
a549+IFNB_ZBP1,0.7157111,0.75,0.39396775,0.1977230270493176,1.0,0,4,6,a549+IFNB
a549+IFNG_ETV7,0.080685206,1.0,0.4395647,0.04547781315746284,1.0,0,1,6,a549+IFNG
a549+IFNG_PPARG,0.9347377,0.8,0.71938217,1.047198141956198,0.6,0,25,6,a549+IFNG
a549+INS_COPS4,0.29801917,0.76,0.27353618,0.6761266007011436,0.56,0,25,6,a549+INS
a549+INS_SP1,0.012282498,1.0,0.29272333,1.017001913290305,0.0,0,1,6,a549+INS
a549+INS_TTF2,0.1638595,0.92,0.54357916,0.6986249894066243,0.56,0,25,6,a549+INS
bxpc3+TGFB_PPP2CA,0.97127223,1.0,1.7746731,0.6892170738418201,1.0,1,0,6,bxpc3+TGFB
bxpc3+TGFB_TGFBR2,0.17143331,0.96,0.72238535,1.8689416213207368,0.36,11,14,6,bxpc3+TGFB
ht29+IFNB_ADAR,0.14696203,0.68,0.12628923,1.0810938423943548,0.44,0,25,6,ht29+IFNB
ht29+IFNB_IFNAR2,0.21352789,1.0,1.8459482,0.28699553229112346,1.0,0,25,6,ht29+IFNB
ht29+IFNB_TRIM21,0.064002775,0.64,0.083374545,0.7145805471197103,0.56,0,25,6,ht29+IFNB
ht29+TGFB_PPP2CA,0.062009133,0.76,0.07315342,0.5282904642468536,0.52,0,25,6,ht29+TGFB
ht29+TGFB_SP1,0.015427663,1.0,0.035497393,0.3208228861347874,0.5714285714285714,0,7,6,ht29+TGFB
k562+TNFA_BIRC3,0.11803865,1.0,0.47869602,0.014981044309881286,1.0,0,4,6,k562+TNFA
k562+TNFA_TRAF2,0.07460096,0.8,0.12955266,0.9474183236868113,0.6,1,24,6,k562+TNFA
k562+TNFA_TRAF3,0.78610295,0.47058823529411764,0.2807468,0.5095285314078299,0.7647058823529411,8,9,6,k562+TNFA
mcf7+IFNB_ADAR,0.12133865,0.76,0.11391077,0.7021424977573645,0.4,1,24,6,mcf7+IFNB
mcf7+IFNB_IFNAR2,0.032003902,0.88,0.08391377,0.9205697008596503,0.48,0,25,6,mcf7+IFNB
mcf7+IFNB_MAP3K14,0.1120067,0.8,0.08478382,0.6393880490282505,0.6,0,25,6,mcf7+IFNB
mcf7+IFNB_TRIM21,0.123056985,0.76,0.16335063,0.6282686793816503,0.64,1,24,6,mcf7+IFNB
mcf7+IFNB_ZBP1,0.008081562,0.6666666666666666,0.012221473,0.2969575136350275,0.3333333333333333,0,3,6,mcf7+IFNB
mcf7+IFNG_ATF5,0.011391975,1.0,0.12310912,0.07385011575524307,1.0,0,2,6,mcf7+IFNG
mcf7+IFNG_PLEK,0.06396667,0.5,0.094288364,0.409285864999583,0.5,0,2,6,mcf7+IFNG
mcf7+IFNG_PPARG,0.17849663,0.76,0.2051008,0.43011833278297146,0.56,0,25,6,mcf7+IFNG
a549+IFNG_NFKB1,0.01160519,1.0,0.17106271,0.014079897954265877,1.0,0,1,7,a549+IFNG
