,MSE_TranScouter,DC_TranScouter,MSE_Ctrl,MSE_PertAvg,DC_PertAvg,n_up,n_down,split,condition
a549+IFNG_PTGES3,0.27046174,0.92,0.4927611,0.5161413020914161,0.72,0,25,7,a549+IFNG
a549+IFNG_SOX2,1.1574761,0.76,1.4075513,0.6591895078513318,0.88,0,25,7,a549+IFNG
a549+INS_CHUK,0.18755518,0.9166666666666666,0.14826064,0.5454065881910842,0.5833333333333334,0,12,7,a549+INS
a549+INS_MTOR,0.015023483,1.0,0.16843227,0.035018937802792194,1.0,0,2,7,a549+INS
a549+TGFB_CHUK,0.19651486,0.84,0.11320908,0.4272692326103909,0.6,0,25,7,a549+TGFB
a549+TGFB_NFKB1,0.089509204,1.0,0.07692133,1.0072561947712932,0.2,0,5,7,a549+TGFB
a549+TGFB_RBL1,0.18099743,0.84,0.17981632,0.8414845963018481,0.44,0,25,7,a549+TGFB
a549+TNFA_BIRC3,0.38537228,1.0,0.9984473,1.1934965545734233,1.0,0,2,7,a549+TNFA
a549+TNFA_CASP3,0.034699045,0.96,0.15520543,0.46515373438872953,0.76,0,25,7,a549+TNFA
a549+TNFA_CASP8,0.065578796,0.96,0.3004503,1.1267799862870296,0.44,0,25,7,a549+TNFA
a549+TNFA_CHUK,0.15290514,1.0,0.37249646,0.8539174269064469,0.56,0,25,7,a549+TNFA
a549+TNFA_CSF1,0.2610309,0.8,0.11723066,0.41937926608151715,0.68,0,25,7,a549+TNFA
a549+TNFA_MTOR,0.08067137,0.88,0.09155068,0.6554903253342212,0.64,0,25,7,a549+TNFA
a549+TNFA_NFKB1,0.047102995,0.84,0.063175604,0.3284611385330698,0.64,0,25,7,a549+TNFA
hap1+IFNB_CEBPG,0.106097735,0.5,0.034872323,0.0042126414911345285,1.0,0,2,7,hap1+IFNB
hap1+IFNB_CRKL,0.18932222,0.6,0.16521637,1.4476771264098973,0.4,0,25,7,hap1+IFNB
hap1+IFNB_HERC5,0.1835709,0.6666666666666666,0.57789034,0.5537348032725049,0.5,0,6,7,hap1+IFNB
hap1+IFNB_ID1,0.03651694,0.8,0.069476224,0.5803164748078924,0.48,0,25,7,hap1+IFNB
hap1+IFNB_NFKB1,0.054317743,0.96,0.1759963,0.5608340945718304,0.36,0,25,7,hap1+IFNB
hap1+IFNG_NFKB1,0.20532908,0.88,0.64632857,2.3598272578831416,0.36,0,25,7,hap1+IFNG
hap1+IFNG_PTGES3,0.22795032,0.88,0.37269282,1.1694965659567875,0.64,0,25,7,hap1+IFNG
hap1+IFNG_SOX2,1.0838722,0.96,2.7157629,1.9502428751131915,0.72,0,25,7,hap1+IFNG
hap1+INS_CHUK,0.100277655,0.8571428571428571,0.080176644,0.0521714807933144,0.8571428571428571,1,6,7,hap1+INS
hap1+INS_IRS4,0.01641067,0.5,0.010892659,0.054557390762590044,0.5,0,2,7,hap1+INS
hap1+INS_MTOR,0.07508173,0.84,0.13492924,1.0948150707120614,0.4,0,25,7,hap1+INS
ht29+INS_CHUK,0.012221361,0.92,0.01971085,0.07533604781370493,0.6,1,24,7,ht29+INS
ht29+INS_IRS4,0.027930865,0.9,0.031626534,0.05136902377405948,0.6,1,9,7,ht29+INS
ht29+INS_MTOR,0.037173606,0.76,0.024577465,0.308509019662562,0.32,1,24,7,ht29+INS
k562+IFNB_CEBPG,0.054742593,0.92,0.26256484,0.8014285139669775,0.64,0,25,7,k562+IFNB
k562+IFNB_CRKL,0.04220674,1.0,0.39042377,0.0005847092796899937,1.0,0,1,7,k562+IFNB
k562+IFNB_HERC5,0.07399588,0.9333333333333333,0.19750966,1.2580807063782826,0.4666666666666667,0,15,7,k562+IFNB
k562+IFNB_ID1,0.19393401,0.96,0.6459136,3.634620123903137,0.4,0,25,7,k562+IFNB
k562+IFNB_NFKB1,0.095211685,0.96,0.33795616,1.3934280641669057,0.56,0,25,7,k562+IFNB
k562+IFNB_ZBP1,0.08971047,0.6666666666666666,0.28593957,1.5685344612418355,0.6666666666666666,0,3,7,k562+IFNB
a549+IFNG_MCRS1,0.9475822,0.8,0.71988195,0.6374465807688594,0.68,0,25,8,a549+IFNG
a549+IFNG_NFKB1,0.06342092,1.0,0.17106271,0.014079897954265877,1.0,0,1,8,a549+IFNG
a549+IFNG_PTGES3,0.549067,0.84,0.4927611,0.5161413020914161,0.72,0,25,8,a549+IFNG
a549+IFNG_ZNF267,0.08650072,1.0,0.35705137,0.060108725089096884,1.0,0,8,8,a549+IFNG
a549+INS_IKBKB,0.14054824,0.8,0.21409425,0.27851035195800855,0.72,0,25,8,a549+INS
a549+INS_TSC1,0.056062765,0.96,0.18672086,1.1997960382644286,0.52,0,25,8,a549+INS
a549+TNFA_BIRC2,1.4101719,0.5,0.19894946,0.40551282882063844,0.625,2,6,8,a549+TNFA
a549+TNFA_CASP3,0.31437007,0.88,0.15520543,0.46515373438872953,0.76,0,25,8,a549+TNFA
a549+TNFA_IKBKB,0.09769873,1.0,0.3757131,0.6844022489007827,0.68,0,25,8,a549+TNFA
a549+TNFA_NFKB1,0.21485001,0.88,0.063175604,0.3284611385330698,0.64,0,25,8,a549+TNFA
a549+TNFA_PTGS2,2.1806462,0.5,1.620753,2.183506756380462,1.0,0,2,8,a549+TNFA
a549+TNFA_ZNF267,0.10781146,0.84,0.10662106,0.636355604281944,0.56,0,25,8,a549+TNFA
bxpc3+IFNG_MCRS1,0.1627443,0.84,0.31307584,0.44165350135349546,0.6,0,25,8,bxpc3+IFNG
bxpc3+IFNG_NFKB1,0.34692067,0.76,0.4998682,0.8552416205022868,0.48,0,25,8,bxpc3+IFNG
bxpc3+IFNG_PTGES3,0.27676597,0.64,0.23965888,0.46623011757658644,0.48,0,25,8,bxpc3+IFNG
bxpc3+IFNG_RUNX1,0.018288877,0.8,0.05168121,0.01770159920608783,0.8,5,0,8,bxpc3+IFNG
bxpc3+IFNG_ZNF267,0.22379126,0.8,0.3102495,0.7645154767614984,0.48,0,25,8,bxpc3+IFNG
bxpc3+INS_HSF1,0.009827241,0.8888888888888888,0.22865507,0.09487801292630799,0.8888888888888888,2,7,8,bxpc3+INS
bxpc3+INS_IKBKB,0.20009468,0.8,0.49920222,0.35507533706425426,0.84,3,22,8,bxpc3+INS
bxpc3+INS_TSC1,0.5685309,0.72,0.46924758,1.2121782817046545,0.6,8,17,8,bxpc3+INS
hap1+IFNG_MCRS1,0.7709234,0.8,1.1470705,2.5650732235069515,0.48,0,25,8,hap1+IFNG
hap1+IFNG_NFKB1,0.5316774,0.64,0.64632857,2.3598272578831416,0.36,0,25,8,hap1+IFNG
hap1+IFNG_PTGES3,0.42550984,0.6,0.37269282,1.1694965659567875,0.64,0,25,8,hap1+IFNG
hap1+IFNG_ZNF267,0.5303313,0.52,0.372471,1.4552655491079016,0.44,0,25,8,hap1+IFNG
hap1+INS_HSF1,0.023135442,0.84,0.031440064,0.21215303499682656,0.48,0,25,8,hap1+INS
hap1+INS_IKBKB,0.06922765,0.76,0.057525374,0.43219806633171737,0.52,0,25,8,hap1+INS
hap1+INS_TSC1,0.08821405,0.64,0.09969167,0.14451784148100377,0.52,4,21,8,hap1+INS
k562+INS_HSF1,0.1802904,0.75,0.2563154,0.22870857604367756,0.625,3,5,8,k562+INS
k562+INS_IKBKB,0.10455379,0.88,0.17920119,0.3966287767061161,0.68,1,24,8,k562+INS
k562+INS_TSC1,1.4775453,0.64,1.415645,3.022365119799748,0.56,13,12,8,k562+INS
mcf7+IFNG_MCRS1,0.14582646,0.84,0.2491271,0.9150619245814336,0.56,0,25,8,mcf7+IFNG
mcf7+IFNG_NFKB1,0.41132972,0.5,0.16896313,0.26037389151778056,0.5,0,2,8,mcf7+IFNG
mcf7+IFNG_PTGES3,0.25000653,0.92,0.42385772,0.9545990832019505,0.68,0,25,8,mcf7+IFNG
mcf7+IFNG_ZNF267,0.055116434,0.92,0.1306709,0.18045642770710565,0.72,0,25,8,mcf7+IFNG
a549+IFNB_JUN,1.1444672,0.3333333333333333,0.19791393,0.4373448352201819,0.6666666666666666,0,3,9,a549+IFNB
a549+IFNB_MAP3K14,0.23008741,0.9230769230769231,0.3163096,0.3542136093749141,0.8461538461538461,0,13,9,a549+IFNB
a549+TNFA_JUN,0.20272738,0.92,0.13583517,0.22078075199713976,0.72,1,24,9,a549+TNFA
a549+TNFA_MAP3K14,0.09754163,1.0,0.056698237,0.8583245830818133,0.5,0,6,9,a549+TNFA
a549+TNFA_PDCD5,0.10028642,0.92,0.09680435,0.5955544944485898,0.72,0,25,9,a549+TNFA
bxpc3+IFNB_AKT1,0.002043846,1.0,0.4008464,0.12773028530827685,0.6,0,5,9,bxpc3+IFNB
bxpc3+IFNB_BRD9,0.3004214,0.7142857142857143,0.39017206,0.30980609196333797,0.5714285714285714,4,10,9,bxpc3+IFNB
bxpc3+IFNB_ETS1,0.27398652,0.72,0.39191732,0.22215495094108031,0.8,1,24,9,bxpc3+IFNB
bxpc3+IFNB_JUN,0.58594126,0.5454545454545454,0.47221804,0.9985614445297053,0.6363636363636364,5,6,9,bxpc3+IFNB
bxpc3+IFNB_MAP3K14,0.008687579,1.0,0.2670262,0.03446604798470527,0.875,0,8,9,bxpc3+IFNB
bxpc3+IFNB_STAT4,0.010741525,1.0,0.29114422,0.034737534436568324,0.8571428571428571,0,7,9,bxpc3+IFNB
bxpc3+IFNB_STAT5A,0.0030520947,1.0,0.65775996,0.06489757669215479,0.6666666666666666,0,3,9,bxpc3+IFNB
bxpc3+TGFB_FOXP2,0.025727525,1.0,0.17051154,0.0013464600733869327,1.0,0,1,9,bxpc3+TGFB
bxpc3+TGFB_JUN,0.15608127,1.0,0.38100147,0.5067113779540129,0.5714285714285714,1,6,9,bxpc3+TGFB
bxpc3+TGFB_MAPK1,0.40407106,0.875,0.6271323,0.5261710326009369,0.875,2,14,9,bxpc3+TGFB
bxpc3+TGFB_SMAD5,0.7514232,0.56,0.433179,0.3344121988303641,0.72,0,25,9,bxpc3+TGFB
hap1+IFNB_AKT1,0.008348541,1.0,0.027891334,0.5413567046297536,0.6,0,5,9,hap1+IFNB
hap1+IFNB_ETS1,0.021902302,0.7777777777777778,0.041357446,0.5393322972026793,0.2222222222222222,0,9,9,hap1+IFNB
hap1+IFNB_MAP3K14,0.008227971,1.0,0.048981395,0.0003550838489520569,1.0,0,1,9,hap1+IFNB
hap1+IFNG_IFNGR2,0.9645599,0.96,1.3090389,1.3142988756293064,0.64,12,13,9,hap1+IFNG
hap1+IFNG_JAK2,1.203823,1.0,1.7264802,1.3765326886464841,0.88,4,21,9,hap1+IFNG
hap1+TNFA_JUN,0.007218498,1.0,0.0690287,0.000666481845069058,1.0,0,1,9,hap1+TNFA
hap1+TNFA_MAP3K14,0.02769784,1.0,0.12904508,0.1219561565600372,0.6,0,5,9,hap1+TNFA
hap1+TNFA_PDCD5,0.19234198,0.96,0.41215888,1.3797402264894287,0.56,0,25,9,hap1+TNFA
ht29+TNFA_JUN,0.0040156953,0.8235294117647058,0.0062388116,0.16144113226510198,0.35294117647058826,0,17,9,ht29+TNFA
ht29+TNFA_PDCD5,0.009753266,0.8,0.0082399715,0.08789443637087259,0.7333333333333333,0,15,9,ht29+TNFA
k562+IFNG_IFNGR2,0.36384133,0.8571428571428571,0.5995736,1.5007095492969107,0.35714285714285715,0,14,9,k562+IFNG
k562+IFNG_JAK2,0.31288663,0.7894736842105263,0.5051948,1.6081168117681657,0.47368421052631576,0,19,9,k562+IFNG
k562+IFNG_JUN,0.34184653,0.75,0.290712,2.492974404756536,0.5,0,16,9,k562+IFNG
k562+IFNG_TBX21,0.3253696,0.75,0.336398,1.0800823525969374,0.75,1,3,9,k562+IFNG
