,MSE_TranScouter,DC_TranScouter,MSE_Ctrl,MSE_PertAvg,DC_PertAvg,n_up,n_down,split,condition
mcf7+INS_COPS4,0.032662146,0.8888888888888888,0.112482905,0.10745942285387197,0.7777777777777778,0,18,2,mcf7+INS
mcf7+INS_EIF2B1,0.111351155,0.8333333333333334,0.38683188,0.14420758284902582,0.8333333333333334,1,5,2,mcf7+INS
mcf7+INS_FOXO4,0.08258049,0.8,0.17294447,0.9351175289980322,0.56,0,25,2,mcf7+INS
mcf7+INS_IKBKB,0.25769782,0.8,0.5392922,0.7878207274821176,0.56,1,24,2,mcf7+INS
mcf7+INS_IRS1,0.11835333,0.8,0.21520214,0.5099453510924326,0.6,2,3,2,mcf7+INS
mcf7+INS_TAF3,0.048477076,1.0,0.6959932,0.5281150820147517,1.0,0,4,2,mcf7+INS
mcf7+INS_TTF1,0.08167693,0.6666666666666666,0.2230436,0.6944048601801701,0.6666666666666666,1,5,2,mcf7+INS
bxpc3+INS_FOS,0.055155464,0.6,0.024212426,0.09021154647714218,0.48,1,24,3,bxpc3+INS
bxpc3+INS_SMARCE1,0.23712957,0.68,0.3499235,0.5632283892987788,0.48,7,18,3,bxpc3+INS
bxpc3+INS_SREBF1,0.11256763,0.7083333333333334,0.26217473,0.26286992684594873,0.6666666666666666,3,21,3,bxpc3+INS
bxpc3+INS_TAF3,0.15311356,0.8461538461538461,0.16188543,0.1549595909154672,0.6923076923076923,1,12,3,bxpc3+INS
bxpc3+INS_TAF7,0.08911586,0.8125,0.14714186,0.18060297824148264,0.5625,1,15,3,bxpc3+INS
ht29+INS_SMARCE1,0.058279306,0.84,0.058576345,0.3367852335119315,0.52,0,25,3,ht29+INS
ht29+INS_TAF3,0.007213844,0.6666666666666666,0.0030951086,0.06665195440298183,0.5555555555555556,0,9,3,ht29+INS
ht29+INS_TAF7,0.003313597,0.5,0.005460736,0.004962003119293849,0.5,0,2,3,ht29+INS
ht29+TGFB_FOS,0.06336959,0.8,0.081189536,0.0680538218648329,0.8,0,5,3,ht29+TGFB
ht29+TGFB_RHOA,0.32752177,0.84,0.46163914,0.2667660072873312,0.88,1,24,3,ht29+TGFB
ht29+TGFB_SMURF1,1.2636752,1.0,1.7311965,0.27055449860756037,1.0,0,1,3,ht29+TGFB
a549+TGFB_CUL1,0.32876882,0.64,0.21449026,0.3504847000972095,0.68,0,25,4,a549+TGFB
a549+TGFB_MAPK14,0.026006328,1.0,0.70152813,0.1518116606679271,1.0,1,0,4,a549+TGFB
a549+TGFB_MED15,0.4145798,0.6153846153846154,0.37741137,0.5266132672573903,0.38461538461538464,7,6,4,a549+TGFB
bxpc3+INS_FOXO1,0.02870472,0.8333333333333334,0.17571388,0.05957657921708305,0.6666666666666666,2,16,4,bxpc3+INS
bxpc3+INS_POLR2G,0.10761891,0.96,0.3824496,0.2225174937011207,0.64,0,25,4,bxpc3+INS
bxpc3+TNFA_BIRC3,0.08798883,0.7,0.12534727,0.5653811281817619,0.35,0,20,4,bxpc3+TNFA
bxpc3+TNFA_CSF1,0.09583469,0.84,0.08047826,0.3267501039758324,0.68,0,25,4,bxpc3+TNFA
bxpc3+TNFA_FADD,0.2734605,0.36,0.13111924,0.5523897374046008,0.48,1,24,4,bxpc3+TNFA
bxpc3+TNFA_IKBKE,0.066980004,0.8,0.101660386,0.3144835717866725,0.44,1,24,4,bxpc3+TNFA
bxpc3+TNFA_MAPK14,0.14146239,0.64,0.21793146,0.34633630214556776,0.6,2,23,4,bxpc3+TNFA
bxpc3+TNFA_TRAF2,0.10707232,0.64,0.08805793,0.38976863085534647,0.48,0,25,4,bxpc3+TNFA
bxpc3+TGFB_FOXP2,0.031244699,1.0,0.17051154,0.0013464600733869327,1.0,0,1,5,bxpc3+TGFB
bxpc3+TGFB_RELA,2.6288262e-06,1.0,0.8946701,0.9972322164618359,1.0,0,1,5,bxpc3+TGFB
bxpc3+TGFB_TGFBR1,0.30595195,0.92,0.94933707,1.0688753816775383,0.72,12,13,5,bxpc3+TGFB
ht29+TNFA_DNM1L,0.04073403,0.68,0.037428305,0.4167089340956058,0.52,0,25,5,ht29+TNFA
ht29+TNFA_MTF1,0.2224757,0.7142857142857143,0.1809434,0.05481332840571,0.7142857142857143,1,6,5,ht29+TNFA
ht29+TNFA_NFKBIA,0.1766039,1.0,1.0433582,0.5340643982312212,1.0,0,1,5,ht29+TNFA
ht29+TNFA_SOX9,0.045288518,0.72,0.03647716,0.5293823265136433,0.4,0,25,5,ht29+TNFA
ht29+TNFA_TRAF2,0.03902758,0.56,0.027438547,0.36796950586979094,0.52,1,24,5,ht29+TNFA
k562+TGFB_FOXP2,0.14070381,1.0,0.5565395,2.396598968392133,0.25,0,8,5,k562+TGFB
k562+TGFB_RBX1,0.37749186,0.96,0.8234735,2.88751411244001,0.52,0,25,5,k562+TGFB
k562+TGFB_SMAD4,0.38938004,0.88,0.57902557,2.0770253961245477,0.6,0,25,5,k562+TGFB
k562+TGFB_TGFBR1,2.5189478,1.0,3.1460388,0.09963155381113374,1.0,0,1,5,k562+TGFB
ht29+TGFB_RAF1,0.049083725,0.84,0.07243108,0.47666384422207825,0.6,0,25,6,ht29+TGFB
mcf7+IFNB_ADAR,0.07425752,0.88,0.11391077,0.7021424977573645,0.4,1,24,6,mcf7+IFNB
mcf7+IFNB_BATF2,0.0065338393,0.9090909090909091,0.01725237,0.22924597564865676,0.36363636363636365,0,11,6,mcf7+IFNB
mcf7+IFNB_CEBPG,0.021921404,0.7727272727272727,0.037982963,0.5349197342080095,0.3181818181818182,0,22,6,mcf7+IFNB
mcf7+IFNB_ID3,0.033259552,0.88,0.11124028,0.5705735086088098,0.36,0,25,6,mcf7+IFNB
mcf7+IFNB_MAPK8,0.031822316,0.7894736842105263,0.059554864,0.7303014667903117,0.3157894736842105,2,17,6,mcf7+IFNB
mcf7+IFNB_UBE2L6,0.047018744,0.76,0.11029527,1.2333471455230458,0.36,0,25,6,mcf7+IFNB
mcf7+IFNG_GUK1,0.024624767,1.0,0.049980722,2.242562965809771,0.0,0,1,6,mcf7+IFNG
mcf7+IFNG_JAK2,0.47636613,0.0,0.19819377,0.09729956518575299,1.0,1,0,6,mcf7+IFNG
mcf7+IFNG_STAT3,0.03147426,1.0,0.13127536,0.3258486747783025,0.0,0,1,6,mcf7+IFNG
a549+TNFA_CEBPB,0.32453433,0.84,0.58406085,0.5684880917771065,0.84,0,25,7,a549+TNFA
a549+TNFA_CHUK,0.08354164,1.0,0.37249646,0.8539174269064469,0.56,0,25,7,a549+TNFA
a549+TNFA_CSF1,0.255919,0.72,0.11723066,0.41937926608151715,0.68,0,25,7,a549+TNFA
a549+TNFA_FOS,1.5250634,1.0,1.6299161,0.13234029479255346,1.0,0,1,7,a549+TNFA
a549+TNFA_PDCD5,0.05253569,0.88,0.09680435,0.5955544944485898,0.72,0,25,7,a549+TNFA
a549+TNFA_SOX9,0.081515916,0.88,0.2133839,1.2405245632347899,0.44,0,25,7,a549+TNFA
hap1+IFNB_CEBPB,0.062084425,0.56,0.035590336,0.4020812076808334,0.4,0,25,7,hap1+IFNB
hap1+IFNB_FOS,0.042492185,1.0,0.13762116,0.5631253419651954,0.2,0,5,7,hap1+IFNB
hap1+IFNB_ID1,0.029679114,0.76,0.069476224,0.5803164748078924,0.48,0,25,7,hap1+IFNB
hap1+INS_CHUK,0.08780988,0.8571428571428571,0.080176644,0.0521714807933144,0.8571428571428571,1,6,7,hap1+INS
hap1+INS_FOS,0.080005296,0.3333333333333333,0.06863297,0.2868079268589044,0.3333333333333333,0,3,7,hap1+INS
hap1+INS_POLR2L,0.06514681,0.96,0.19554521,1.3675524230564111,0.48,0,25,7,hap1+INS
bxpc3+INS_DR1,0.12201022,0.92,0.3376169,0.14264230359548719,0.68,1,24,8,bxpc3+INS
bxpc3+INS_FOXO1,0.029992001,0.7222222222222222,0.17571388,0.05957657921708305,0.6666666666666666,2,16,8,bxpc3+INS
bxpc3+INS_GRB10,0.7647491,0.6666666666666666,0.9354418,1.2873783012339717,0.5,2,4,8,bxpc3+INS
bxpc3+INS_INSR,0.14535753,0.8461538461538461,0.26761493,0.15402921682252124,0.6153846153846154,1,12,8,bxpc3+INS
bxpc3+INS_PTEN,0.10132247,0.68,0.13246776,0.1268662295107945,0.68,1,24,8,bxpc3+INS
bxpc3+INS_SREBF2,0.15999337,1.0,0.19686252,0.06376119934238719,0.7777777777777778,3,6,8,bxpc3+INS
hap1+IFNG_CEBPB,0.51062864,0.6666666666666666,0.55268544,2.1693920275265803,0.3333333333333333,0,6,8,hap1+IFNG
hap1+IFNG_KIN,0.43572292,1.0,1.518572,1.7894377832211643,0.68,0,25,8,hap1+IFNG
hap1+IFNG_RFX5,0.2496492,0.84,0.54189444,2.541052557854486,0.24,0,25,8,hap1+IFNG
hap1+INS_DR1,0.08429439,0.88,0.16233109,1.1771199767857738,0.64,0,25,8,hap1+INS
hap1+INS_FOXO1,0.00033403118,1.0,0.021654556,9.467991710222665e-05,1.0,0,1,8,hap1+INS
hap1+INS_PTEN,2.6291587,0.0,2.6290002,0.14582408738533104,1.0,0,1,8,hap1+INS
hap1+INS_SREBF2,1.9588542e-05,1.0,0.011266213,0.0013255279410461624,1.0,0,1,8,hap1+INS
hap1+IFNG_PLEK,0.58160293,0.5,0.6611618,5.3669306386171725,0.0,0,2,9,hap1+IFNG
hap1+IFNG_PPARG,0.88288045,0.8,1.0224706,2.1713028594329185,0.56,0,25,9,hap1+IFNG
hap1+IFNG_SOX2,1.5463237,0.84,2.7157629,1.9502428751131915,0.72,0,25,9,hap1+IFNG
hap1+IFNG_TAPBPL,0.8086862,0.4,0.6445504,1.0509434716856816,0.6,0,25,9,hap1+IFNG
hap1+IFNG_ZC3H3,0.7047374,0.48,0.7331151,2.337559529443202,0.4,0,25,9,hap1+IFNG
hap1+TNFA_ARID5B,0.054724574,0.8,0.06876429,0.7532030129604343,0.6,0,25,9,hap1+TNFA
hap1+TNFA_CASP3,0.058774695,0.92,0.15327495,0.5713423228167022,0.64,0,25,9,hap1+TNFA
hap1+TNFA_IKBKE,0.14493889,0.5,0.11887254,1.5026506724409283,0.0,0,2,9,hap1+TNFA
ht29+TNFA_ARID5B,0.010828724,0.8,0.008731906,0.21486841266857085,0.44,0,25,9,ht29+TNFA
ht29+TNFA_CASP3,0.013338623,0.72,0.020305505,0.2296979052645551,0.48,0,25,9,ht29+TNFA
