,MSE_TranScouter,DC_TranScouter,MSE_Ctrl,MSE_PertAvg,DC_PertAvg,n_up,n_down,split,condition
hap1+TNFA_TRAF2,0.3171134,0.8,0.093097165,0.33281567477158586,0.4,0,5,1,hap1+TNFA
hap1+TNFA_TRAF3,0.36337918,0.7142857142857143,0.4159202,0.5060523777503331,0.42857142857142855,2,5,1,hap1+TNFA
hap1+TNFA_ZFP36L1,0.015566077,1.0,0.24859197,0.262797771312699,0.0,0,1,1,hap1+TNFA
ht29+IFNB_BATF2,0.062923476,0.0,0.059467863,2.1048719682586277,0.0,0,1,1,ht29+IFNB
ht29+IFNB_DTX3L,1.575689,0.0,1.4084507,0.18750792743945127,1.0,0,1,1,ht29+IFNB
ht29+IFNB_IFNAR1,0.78582275,0.84,1.1801044,0.33772542564144786,1.0,0,25,1,ht29+IFNB
ht29+IFNB_UBA7,0.05623768,0.8333333333333334,0.12725012,0.8356876271257868,0.5555555555555556,0,18,1,ht29+IFNB
ht29+TGFB_EP300,0.7807015,0.72,0.14182927,0.34613487068131965,0.68,0,25,1,ht29+TGFB
ht29+TGFB_MAPK1,0.34875843,0.8,0.23209938,0.7525295302369635,0.44,2,23,1,ht29+TGFB
ht29+TGFB_NRAS,0.07141113,0.92,0.17222679,0.6456530562839081,0.4,0,25,1,ht29+TGFB
k562+IFNG_PLEK,0.035508122,1.0,0.2766324,4.731540279437497,0.2857142857142857,0,7,1,k562+IFNG
k562+IFNG_PPARG,0.35086986,0.96,0.6493979,3.057658148029945,0.44,0,25,1,k562+IFNG
k562+IFNG_SOX2,1.2317787,0.88,2.1168735,3.4324346723179904,0.6,0,25,1,k562+IFNG
k562+TNFA_CSF1,0.028314497,0.96,0.030512087,0.44704601705316144,0.68,0,25,1,k562+TNFA
k562+TNFA_TRAF2,0.065352775,0.96,0.12955266,0.9474183236868113,0.6,1,24,1,k562+TNFA
k562+TNFA_TRAF3,0.74857616,0.5882352941176471,0.2807468,0.5095285314078299,0.7647058823529411,8,9,1,k562+TNFA
k562+TNFA_ZFP36L1,0.24166174,1.0,0.51233876,2.3851786302153255,0.0,0,1,1,k562+TNFA
mcf7+IFNB_BATF2,0.015709631,0.8181818181818182,0.01725237,0.22924597564865676,0.36363636363636365,0,11,1,mcf7+IFNB
mcf7+IFNB_DTX3L,0.30299956,0.3333333333333333,0.16909505,0.3944958442716546,1.0,3,0,1,mcf7+IFNB
mcf7+IFNB_IFNAR1,0.27685726,0.6,0.26150268,1.0401563088344974,0.36,6,19,1,mcf7+IFNB
mcf7+IFNB_UBA7,0.072674364,0.68,0.098103315,0.9396509316442357,0.64,0,25,1,mcf7+IFNB
mcf7+INS_MAPK1,0.6669273,0.44,0.57973355,1.1883754253324839,0.76,2,23,1,mcf7+INS
mcf7+INS_MAPK3,0.08349659,0.8571428571428571,0.2934975,0.3634699820029866,0.6428571428571429,0,14,1,mcf7+INS
mcf7+INS_ZNF593,0.0058819456,1.0,0.44318146,0.1915765613298579,0.5,0,2,1,mcf7+INS
a549+IFNG_IFI16,0.92340606,0.8,1.3901756,0.964333095793138,0.76,0,25,2,a549+IFNG
a549+IFNG_IRF7,0.00061989814,1.0,0.40131497,0.09547901155240031,1.0,0,1,2,a549+IFNG
a549+IFNG_SP110,0.22401516,0.88,0.32467028,0.548541663831957,0.72,0,25,2,a549+IFNG
a549+IFNG_ZNFX1,1.579514,0.5,1.448719,0.012708896709220437,1.0,0,2,2,a549+IFNG
bxpc3+IFNB_CRKL,0.03500025,0.88,0.16461529,0.2350132238727541,0.72,0,25,2,bxpc3+IFNB
bxpc3+IFNB_HERC5,0.051953837,0.88,0.24628948,0.13309151124303076,0.76,0,25,2,bxpc3+IFNB
bxpc3+IFNB_IFI16,0.28011006,0.88,0.7588774,0.3094977496837799,0.68,0,25,2,bxpc3+IFNB
bxpc3+IFNB_IRF7,0.25829414,0.5714285714285714,0.4540487,0.1804696092156822,0.7142857142857143,3,4,2,bxpc3+IFNB
bxpc3+IFNB_MAPK8,0.014228935,0.9285714285714286,0.14802359,0.1465666062557101,0.7142857142857143,0,14,2,bxpc3+IFNB
bxpc3+IFNB_NFE2L3,0.03650631,0.8947368421052632,0.16509755,0.06596168639157375,0.7368421052631579,1,18,2,bxpc3+IFNB
bxpc3+IFNB_SP110,0.0374972,0.92,0.22223689,0.17359695898064956,0.8,1,24,2,bxpc3+IFNB
bxpc3+IFNB_USP18,4.428802,0.28,1.3790094,2.936662552177002,0.52,13,12,2,bxpc3+IFNB
bxpc3+IFNB_ZNFX1,0.064427964,0.88,0.35896096,0.1243092728041848,0.76,0,25,2,bxpc3+IFNB
bxpc3+IFNG_FMNL2,0.14041,0.92,0.3090883,0.45900371461121314,0.64,0,25,2,bxpc3+IFNG
bxpc3+IFNG_FOXN3,0.11200447,0.7894736842105263,0.21696475,0.31457856084644087,0.5263157894736842,2,17,2,bxpc3+IFNG
bxpc3+IFNG_IFI16,0.3753394,0.92,0.60733354,0.39352690141317054,0.72,0,25,2,bxpc3+IFNG
bxpc3+IFNG_IRF7,0.019106882,0.88,0.07684223,0.25719533649403575,0.72,1,24,2,bxpc3+IFNG
bxpc3+IFNG_MAFB,0.025359549,0.8,0.054885678,0.175791627723984,0.64,0,25,2,bxpc3+IFNG
bxpc3+IFNG_SP110,0.25527477,0.8,0.30603296,0.7612600790258971,0.6,0,25,2,bxpc3+IFNG
bxpc3+IFNG_ZNFX1,0.24654874,0.84,0.6457226,0.6545768439054374,0.64,0,25,2,bxpc3+IFNG
bxpc3+TGFB_SMAD3,0.61808866,1.0,1.4924873,2.913755674949776,0.0,1,0,2,bxpc3+TGFB
bxpc3+TGFB_SMURF1,0.6100211,0.6,0.6161399,0.30691143148055355,0.8,1,4,2,bxpc3+TGFB
bxpc3+TGFB_TGFBR2,0.1720911,0.96,0.72238535,1.8689416213207368,0.36,11,14,2,bxpc3+TGFB
bxpc3+TNFA_BIRC3,0.03911474,0.8,0.12534727,0.5653811281817619,0.35,0,20,2,bxpc3+TNFA
bxpc3+TNFA_CASP8,0.18341874,0.68,0.30960223,0.5346237391425924,0.56,0,25,2,bxpc3+TNFA
bxpc3+TNFA_CREB1,0.1975983,0.75,0.34583557,0.08173418886732775,1.0,0,4,2,bxpc3+TNFA
bxpc3+TNFA_MAPK8,0.071757145,0.6,0.072141714,0.35349977365627333,0.44,0,25,2,bxpc3+TNFA
bxpc3+TNFA_ZFP36L1,0.061488684,0.72,0.067830205,0.7631052857160256,0.56,0,25,2,bxpc3+TNFA
hap1+IFNG_FMNL2,0.028672414,1.0,1.0653362,3.664333831905054,0.5,0,2,2,hap1+IFNG
hap1+IFNG_IFI16,0.807769,0.76,1.1920321,1.7719887243245274,0.64,0,25,2,hap1+IFNG
hap1+IFNG_SP110,0.37629318,0.8,0.49997905,1.7919734279455581,0.56,0,25,2,hap1+IFNG
hap1+IFNG_ZNFX1,0.3089631,1.0,1.4378631,2.9943929716213367,0.75,0,4,2,hap1+IFNG
ht29+TNFA_BIRC3,0.0025097746,1.0,1.1021711,0.4128168381090035,1.0,0,2,2,ht29+TNFA
ht29+TNFA_CASP8,0.07822217,0.76,0.036613595,0.504607225978469,0.28,0,25,2,ht29+TNFA
ht29+TNFA_CREB1,0.0018761506,0.8571428571428571,0.0034576303,0.0819969816621422,0.2857142857142857,0,7,2,ht29+TNFA
ht29+TNFA_ZFP36L1,0.010764683,0.72,0.01851329,0.11773756030479285,0.56,1,24,2,ht29+TNFA
k562+IFNG_FMNL2,0.16059002,0.88,0.25519013,2.1048302862807087,0.44,0,25,2,k562+IFNG
k562+IFNG_IFI16,0.69609094,0.68,0.6790351,2.161739414310524,0.48,0,25,2,k562+IFNG
k562+IFNG_MAFB,0.27649972,0.0,0.19877905,1.3604580520800529,0.0,0,1,2,k562+IFNG
k562+IFNG_SP110,0.37435114,0.84,0.4932432,2.0065854395804466,0.56,0,25,2,k562+IFNG
k562+IFNG_ZNFX1,0.32732174,0.875,0.49504104,2.0975812564938585,0.5,0,8,2,k562+IFNG
mcf7+IFNG_FMNL2,0.1586584,0.5,0.17024457,0.5144050001398042,0.0,0,2,2,mcf7+IFNG
mcf7+IFNG_IFI16,0.15469095,0.92,0.2810585,0.7248530126928062,0.6,0,25,2,mcf7+IFNG
mcf7+IFNG_MAFB,0.015145596,1.0,0.078185305,2.575517777214557,0.5,0,4,2,mcf7+IFNG
mcf7+IFNG_SP110,0.059382003,1.0,0.14986917,0.5507243090913184,0.5,0,6,2,mcf7+IFNG
mcf7+IFNG_ZNFX1,0.67046714,0.6666666666666666,0.38234186,0.16109223551045726,0.6666666666666666,0,3,2,mcf7+IFNG
mcf7+INS_SREBF2,0.002007626,1.0,0.31759277,0.3666012560544462,0.0,0,1,2,mcf7+INS
mcf7+TNFA_BIRC3,0.084376596,1.0,0.34060845,1.3420180243353128,0.2,0,25,2,mcf7+TNFA
mcf7+TNFA_CASP8,0.3799342,0.64,0.23504075,0.5758700091070533,0.32,0,25,2,mcf7+TNFA
mcf7+TNFA_CREB1,0.05447987,0.96,0.32201836,1.2570934263234634,0.16,0,25,2,mcf7+TNFA
mcf7+TNFA_ZFP36L1,0.032689035,0.92,0.1627606,0.761712853450599,0.0,0,25,2,mcf7+TNFA
a549+IFNB_IFNAR2,0.48140502,0.8,0.60443175,0.5079432936234974,0.84,4,21,3,a549+IFNB
a549+INS_GRB2,0.0015864501,1.0,0.205586,1.2282289377996156,0.0,0,1,3,a549+INS
a549+INS_POLR2G,0.471693,0.76,0.68121964,0.31427900703256884,0.8,0,25,3,a549+INS
a549+INS_SHC1,0.115318865,0.84,0.12360754,0.346554436337297,0.64,0,25,3,a549+INS
a549+TNFA_RELB,0.014232255,1.0,0.09494145,0.937554058281691,0.5,0,2,3,a549+TNFA
bxpc3+INS_ELK1,0.0042901915,1.0,0.25373453,0.0942275660755067,0.75,2,6,3,bxpc3+INS
bxpc3+INS_GRB2,0.17786898,0.72,0.26641896,0.1284960806841501,0.8,4,21,3,bxpc3+INS
bxpc3+INS_HSF1,0.014377453,1.0,0.22865507,0.09487801292630799,0.8888888888888888,2,7,3,bxpc3+INS
bxpc3+INS_POLR2G,0.068357475,0.92,0.3824496,0.2225174937011207,0.64,0,25,3,bxpc3+INS
bxpc3+INS_SHC1,0.17262954,0.8,0.1650179,0.2925021397955796,0.56,4,21,3,bxpc3+INS
bxpc3+INS_TAF7,0.08149174,0.875,0.14714186,0.18060297824148264,0.5625,1,15,3,bxpc3+INS
hap1+IFNG_PLEK,0.17922832,1.0,0.6611618,5.3669306386171725,0.0,0,2,3,hap1+IFNG
ht29+IFNB_ELK1,0.00012804668,1.0,0.03767969,0.010721983340572542,1.0,0,1,3,ht29+IFNB
ht29+IFNB_IFNAR2,3.07134,1.0,1.8459482,0.28699553229112346,1.0,0,25,3,ht29+IFNB
ht29+INS_ELK1,0.019766841,0.6666666666666666,0.0060789636,0.09837410498301075,0.3333333333333333,0,3,3,ht29+INS
ht29+INS_GRB2,0.110818386,0.5,0.0060258377,0.1054506897247247,0.0,0,2,3,ht29+INS
ht29+INS_HSF1,0.011010603,1.0,0.0066716564,0.014315871871332382,0.0,0,1,3,ht29+INS
ht29+INS_POLR2G,0.1319912,0.84,0.09826769,0.38799855508160136,0.68,1,24,3,ht29+INS
ht29+INS_SHC1,0.08634509,0.6,0.009062396,0.2393991699703369,0.56,0,25,3,ht29+INS
ht29+INS_TAF7,0.024738474,0.5,0.005460736,0.004962003119293849,0.5,0,2,3,ht29+INS
ht29+TGFB_ATF2,0.23953915,1.0,0.05771699,1.0559936874922289,0.4444444444444444,0,9,3,ht29+TGFB
ht29+TGFB_RBX1,0.14420861,1.0,0.10290017,0.9769129837898562,0.52,0,25,3,ht29+TGFB
ht29+TGFB_RELA,0.034103457,1.0,0.17072134,0.0012778461487675905,1.0,0,2,3,ht29+TGFB
ht29+TNFA_MAP2K3,0.047317225,0.6666666666666666,0.07160637,0.16814727732964724,0.4444444444444444,0,9,3,ht29+TNFA
ht29+TNFA_RELB,0.036739595,0.75,0.0065699816,0.020199620120821556,0.5,0,4,3,ht29+TNFA
k562+IFNB_ELK1,0.4149162,0.8,0.52552134,0.9033162951082673,0.4,3,2,3,k562+IFNB
k562+IFNB_IFNAR2,0.47470233,0.96,1.9674515,1.7867880001090786,0.56,0,25,3,k562+IFNB
k562+TNFA_MAP2K3,0.057403974,0.8,0.09945957,0.9568655095337271,0.68,1,24,3,k562+TNFA
mcf7+TGFB_ATF2,0.27934667,1.0,0.5524834,0.5587377207869513,0.5,0,2,3,mcf7+TGFB
mcf7+TGFB_RELA,0.08980153,1.0,0.5779909,1.312488064036332,0.0,0,1,3,mcf7+TGFB
mcf7+TGFB_SMAD9,2.0535889,0.36,1.6994843,0.5676069668494059,0.84,17,8,3,mcf7+TGFB
a549+IFNB_CEBPB,0.44680363,0.96,0.49348807,0.43825535369852775,0.76,0,25,4,a549+IFNB
a549+IFNB_CRKL,0.11541966,1.0,0.4984914,1.0902914729790498,0.56,0,25,4,a549+IFNB
a549+IFNB_HES4,0.5284152,1.0,0.3244127,1.0414197759605868,0.0,0,1,4,a549+IFNB
a549+IFNB_IRF1,1.7870141,0.0,0.37405628,0.2564227975032283,1.0,0,1,4,a549+IFNB
a549+IFNB_TYK2,0.76310456,0.72,0.58734673,0.523540521473176,0.72,4,21,4,a549+IFNB
a549+INS_IKBKB,0.21890905,0.96,0.21409425,0.27851035195800855,0.72,0,25,4,a549+INS
a549+INS_POLR2L,0.30854943,0.92,0.13794257,0.5988936577608058,0.64,0,25,4,a549+INS
a549+INS_TAF8,0.24846311,0.88,0.25816318,0.6293202361493786,0.64,0,25,4,a549+INS
a549+TGFB_CUL1,0.2723131,0.84,0.21449026,0.3504847000972095,0.68,0,25,4,a549+TGFB
a549+TGFB_IKBKB,0.22075146,0.84,0.2608119,0.44104377363860453,0.52,0,25,4,a549+TGFB
a549+TGFB_RAF1,0.28006628,0.8,0.09116109,0.7668314411061338,0.5333333333333333,0,15,4,a549+TGFB
a549+TGFB_RBL1,0.26251066,0.8,0.17981632,0.8414845963018481,0.44,0,25,4,a549+TGFB
a549+TNFA_CEBPB,0.7784172,0.96,0.58406085,0.5684880917771065,0.84,0,25,4,a549+TNFA
a549+TNFA_IKBKB,0.21178833,0.96,0.3757131,0.6844022489007827,0.68,0,25,4,a549+TNFA
a549+TNFA_RELB,0.13854544,1.0,0.09494145,0.937554058281691,0.5,0,2,4,a549+TNFA
a549+TNFA_TRAF3,1.0073702,0.6666666666666666,0.24349199,0.6642059330187013,0.4,4,11,4,a549+TNFA
bxpc3+INS_HSF1,0.014292817,0.6666666666666666,0.22865507,0.09487801292630799,0.8888888888888888,2,7,4,bxpc3+INS
bxpc3+INS_IKBKB,0.27700382,0.84,0.49920222,0.35507533706425426,0.84,3,22,4,bxpc3+INS
bxpc3+INS_POLR2L,0.2720799,0.76,0.27332377,0.11368573525217064,0.8,2,23,4,bxpc3+INS
bxpc3+INS_TAF8,0.4179693,0.68,0.40810126,0.49436719721022143,0.72,3,22,4,bxpc3+INS
bxpc3+TNFA_CEBPB,0.12631899,0.68,0.26392332,0.3647590186398864,0.64,0,25,4,bxpc3+TNFA
bxpc3+TNFA_IKBKB,0.9297794,0.8,0.5326869,0.5816389046585955,0.76,0,25,4,bxpc3+TNFA
bxpc3+TNFA_MAPK9,0.9129101,0.0,0.69643795,1.7107133257418647,0.5,1,3,4,bxpc3+TNFA
bxpc3+TNFA_RELB,0.11152784,1.0,0.35188216,0.04495407853640338,1.0,0,2,4,bxpc3+TNFA
bxpc3+TNFA_TRAF3,0.009534085,1.0,0.2516208,0.09529236184397893,0.8,0,5,4,bxpc3+TNFA
hap1+INS_HSF1,0.027533412,0.76,0.031440064,0.21215303499682656,0.48,0,25,4,hap1+INS
hap1+INS_IKBKB,0.05961108,0.76,0.057525374,0.43219806633171737,0.52,0,25,4,hap1+INS
hap1+INS_POLR2L,0.09230414,0.92,0.19554521,1.3675524230564111,0.48,0,25,4,hap1+INS
hap1+INS_TAF8,0.08623109,0.8,0.08344551,0.8247629347976315,0.56,0,25,4,hap1+INS
ht29+IFNB_CEBPB,0.26716325,0.64,0.19307625,0.6662017326026279,0.52,1,24,4,ht29+IFNB
ht29+IFNB_CRKL,0.0418262,0.84,0.04953667,0.8822743683300803,0.44,0,25,4,ht29+IFNB
ht29+IFNB_IRF1,0.2109284,0.5,0.058522366,0.5408550753489167,0.5,0,4,4,ht29+IFNB
ht29+IFNB_TYK2,0.10140207,1.0,1.5450901,0.46315982116787724,0.92,0,25,4,ht29+IFNB
ht29+INS_HSF1,0.002800132,1.0,0.0066716564,0.014315871871332382,0.0,0,1,4,ht29+INS
ht29+INS_IKBKB,0.016727204,0.6,0.020042181,0.3079852776283565,0.48,0,25,4,ht29+INS
ht29+INS_POLR2L,0.036763266,0.88,0.06773575,0.6421355045836479,0.44,2,23,4,ht29+INS
ht29+INS_TAF8,0.023323137,0.52,0.027330467,0.16114892668868858,0.44,0,25,4,ht29+INS
k562+INS_HSF1,0.21657409,0.75,0.2563154,0.22870857604367756,0.625,3,5,4,k562+INS
k562+INS_IKBKB,0.1155857,0.88,0.17920119,0.3966287767061161,0.68,1,24,4,k562+INS
k562+INS_POLR2L,0.07845793,0.96,0.22077781,0.7021803349623955,0.68,1,24,4,k562+INS
k562+INS_TAF8,0.07889168,0.96,0.19130306,1.4250248032102675,0.56,0,25,4,k562+INS
k562+TGFB_CUL1,1.8665925,1.0,3.2609038,1.717013683329106,0.72,0,25,4,k562+TGFB
k562+TGFB_IKBKB,0.76162964,0.72,1.1294993,1.7965390636207652,0.64,0,25,4,k562+TGFB
k562+TGFB_RAF1,0.307995,0.84,0.5682326,2.9042922751294435,0.4,0,25,4,k562+TGFB
k562+TGFB_RBL1,0.39940986,0.84,0.74851644,2.6677884221177792,0.48,0,25,4,k562+TGFB
mcf7+IFNB_CEBPB,0.18564212,0.92,0.43932083,0.8399063851944881,0.56,6,19,4,mcf7+IFNB
mcf7+IFNB_CEBPG,0.029458838,1.0,0.037982963,0.5349197342080095,0.3181818181818182,0,22,4,mcf7+IFNB
mcf7+IFNB_CRKL,0.03518406,0.8095238095238095,0.084484465,0.5423242522714389,0.2857142857142857,0,21,4,mcf7+IFNB
mcf7+IFNB_HES4,0.028092759,0.84,0.03320624,0.7533144045081928,0.28,0,25,4,mcf7+IFNB
mcf7+IFNB_IRF1,0.43820065,0.2857142857142857,0.1828729,0.7396492365673792,0.7142857142857143,5,2,4,mcf7+IFNB
mcf7+IFNB_TYK2,0.21057914,0.8,0.3180586,0.3954390632602776,0.64,1,24,4,mcf7+IFNB
a549+IFNB_BATF2,0.01617906,1.0,0.16499206,2.055831867510585,0.0,0,1,5,a549+IFNB
a549+IFNB_IFNAR1,0.052542955,0.95,0.31327885,0.3553310339166704,0.9,1,19,5,a549+IFNB
a549+IFNB_MAP3K14,0.10287423,0.9230769230769231,0.3163096,0.3542136093749141,0.8461538461538461,0,13,5,a549+IFNB
a549+IFNB_RAPGEF1,0.21229368,0.72,0.27487814,0.7569394299758468,0.52,0,25,5,a549+IFNB
a549+IFNB_TRIM22,0.20054717,1.0,0.6185975,0.860481355315073,0.6666666666666666,0,9,5,a549+IFNB
bxpc3+INS_DR1,0.1657492,0.96,0.3376169,0.14264230359548719,0.68,1,24,5,bxpc3+INS
bxpc3+INS_MAPK1,0.68642735,0.68,0.9502356,0.4491789966813115,0.76,7,18,5,bxpc3+INS
bxpc3+INS_PIK3CA,0.0636717,0.96,0.27422974,0.14669099318793494,0.76,0,25,5,bxpc3+INS
bxpc3+INS_TTF2,0.14464575,0.88,0.27209905,0.10770620880762648,0.72,0,25,5,bxpc3+INS
bxpc3+TGFB_CUL1,0.018320117,1.0,0.21444492,0.1488772911143481,0.6666666666666666,0,3,5,bxpc3+TGFB
bxpc3+TGFB_MAPK1,0.5288012,0.6875,0.6271323,0.5261710326009369,0.875,2,14,5,bxpc3+TGFB
bxpc3+TGFB_PIK3CA,3.2998323,0.0,1.4735019,1.307412987723205,1.0,1,0,5,bxpc3+TGFB
bxpc3+TGFB_RELA,0.6057838,1.0,0.8946701,0.9972322164618359,1.0,0,1,5,bxpc3+TGFB
bxpc3+TGFB_SMAD7,0.12626997,0.8571428571428571,0.2821199,0.7067669405284859,0.5,0,14,5,bxpc3+TGFB
bxpc3+TGFB_TGFBR3,1.1844772,0.5,1.1122802,0.20550576054463113,1.0,0,2,5,bxpc3+TGFB
hap1+IFNG_BATF2,1.2092904,0.5,0.34853336,0.17082204378112018,1.0,0,2,5,hap1+IFNG
hap1+IFNG_CUL1,1.1572533,0.72,1.3497123,1.3954398971344144,0.64,0,25,5,hap1+IFNG
