,MSE_TranScouter,DC_TranScouter,MSE_Ctrl,MSE_PertAvg,DC_PertAvg,n_up,n_down,split,condition
k562+INS_ZNF593,0.14134137,0.3333333333333333,0.057596628,0.10157211119652453,0.3333333333333333,3,0,0,k562+INS
k562+TGFB_MAPK14,0.17797136,1.0,0.6456107,0.6460953192982413,0.7692307692307693,0,13,0,k562+TGFB
k562+TGFB_MED15,0.34778175,0.92,0.86723,1.5021150871754498,0.68,0,25,0,k562+TGFB
k562+TNFA_CSF1,0.059776124,0.92,0.030512087,0.44704601705316144,0.68,0,25,0,k562+TNFA
k562+TNFA_IKBKG,0.18186682,0.92,0.09416214,0.48665383527412986,0.68,0,25,0,k562+TNFA
k562+TNFA_MAPK14,0.07427807,0.92,0.071526974,0.4133031454593422,0.64,0,25,0,k562+TNFA
k562+TNFA_MTOR,0.2591328,0.64,0.21747085,1.9156662689450803,0.36,0,25,0,k562+TNFA
k562+TNFA_TRAF1,0.16237436,0.76,0.06292796,1.2111592683954706,0.36,0,25,0,k562+TNFA
k562+TNFA_TRAF2,0.1735004,0.88,0.12955266,0.9474183236868113,0.6,1,24,0,k562+TNFA
mcf7+INS_MTOR,0.11264784,0.875,0.1749382,0.3136735075590504,0.625,0,8,0,mcf7+INS
mcf7+INS_POLR2L,0.114428155,0.92,0.48177573,1.5805332917562331,0.44,0,25,0,mcf7+INS
mcf7+INS_TSC2,0.08617937,0.7142857142857143,0.16499673,0.25201526220288095,0.5714285714285714,0,7,0,mcf7+INS
mcf7+INS_ZNF593,0.07872869,1.0,0.44318146,0.1915765613298579,0.5,0,2,0,mcf7+INS
mcf7+TGFB_MED15,0.17243518,0.5,0.25374603,2.4859299611820456,0.0,0,2,0,mcf7+TGFB
mcf7+TGFB_RUNX3,0.5898789,1.0,0.5394866,0.26298244869777343,1.0,0,1,0,mcf7+TGFB
a549+INS_MAPK1,0.15213403,0.6666666666666666,0.10716143,0.6094454074163996,0.4444444444444444,0,9,1,a549+INS
a549+TGFB_EP300,0.14641711,0.88,0.23744899,0.5602017646329768,0.68,0,25,1,a549+TGFB
a549+TGFB_MAPK1,0.46350455,0.92,0.26181263,0.7039702123353405,0.52,0,25,1,a549+TGFB
a549+TGFB_NRAS,0.09908057,0.92,0.2746679,0.2523408212079699,0.8,0,25,1,a549+TGFB
a549+TNFA_CSF1,0.28491107,0.8,0.11723066,0.41937926608151715,0.68,0,25,1,a549+TNFA
a549+TNFA_TRAF2,0.5788593,0.9047619047619048,0.28503466,0.32310438140736253,0.7142857142857143,2,19,1,a549+TNFA
a549+TNFA_TRAF3,0.8399898,0.7333333333333333,0.24349199,0.6642059330187013,0.4,4,11,1,a549+TNFA
a549+TNFA_ZFP36L1,0.4640609,0.8,0.41536018,1.088406625574805,0.56,0,25,1,a549+TNFA
bxpc3+IFNG_BATF2,0.31405532,0.88,0.17397234,0.30546162490419104,0.68,2,23,1,bxpc3+IFNG
bxpc3+IFNG_CEBPE,0.45088315,0.88,0.23294288,0.6794757035434609,0.44,0,25,1,bxpc3+IFNG
bxpc3+IFNG_PLEK,0.29478863,0.88,0.19538718,0.4559540865059271,0.68,1,24,1,bxpc3+IFNG
bxpc3+IFNG_PPARG,0.13885683,0.88,0.32804888,0.5591015691825139,0.68,0,25,1,bxpc3+IFNG
bxpc3+IFNG_PRDM1,0.20528357,0.96,0.08724877,0.20627435481064196,0.68,1,24,1,bxpc3+IFNG
bxpc3+IFNG_RNF14,0.36468548,0.72,0.23672798,0.562309041888788,0.48,1,24,1,bxpc3+IFNG
bxpc3+IFNG_SOX2,0.5293767,0.8,0.5469309,0.5360239802167085,0.6,0,25,1,bxpc3+IFNG
bxpc3+IFNG_TSC22D1,0.20530061,0.92,0.43040204,0.6815052405952211,0.6,0,25,1,bxpc3+IFNG
bxpc3+TGFB_EP300,0.06980227,1.0,0.6073151,0.06146359613582121,1.0,0,4,1,bxpc3+TGFB
bxpc3+TGFB_MAPK1,1.4205995,0.875,0.6271323,0.5261710326009369,0.875,2,14,1,bxpc3+TGFB
bxpc3+TGFB_NRAS,0.32392815,0.96,0.34580174,0.6263716422700261,0.72,0,25,1,bxpc3+TGFB
hap1+INS_MAPK1,0.026111182,1.0,0.2499558,0.44280028069520316,0.5,0,10,1,hap1+INS
hap1+INS_ZNF593,0.012347931,1.0,0.017650917,0.13622796068075818,0.5714285714285714,0,7,1,hap1+INS
hap1+TNFA_CSF1,0.12157979,0.92,0.22314255,0.6870040155360535,0.68,0,25,1,hap1+TNFA
hap1+TNFA_TRAF2,0.27548757,0.8,0.093097165,0.33281567477158586,0.4,0,5,1,hap1+TNFA
hap1+TNFA_TRAF3,0.2373286,0.5714285714285714,0.4159202,0.5060523777503331,0.42857142857142855,2,5,1,hap1+TNFA
hap1+TNFA_ZFP36L1,0.01970728,1.0,0.24859197,0.262797771312699,0.0,0,1,1,hap1+TNFA
ht29+IFNB_BATF2,0.03085556,1.0,0.059467863,2.1048719682586277,0.0,0,1,1,ht29+IFNB
ht29+IFNB_DTX3L,0.73015404,1.0,1.4084507,0.18750792743945127,1.0,0,1,1,ht29+IFNB
ht29+IFNB_IFNAR1,0.70057756,0.88,1.1801044,0.33772542564144786,1.0,0,25,1,ht29+IFNB
ht29+IFNB_UBA7,0.04856719,0.8333333333333334,0.12725012,0.8356876271257868,0.5555555555555556,0,18,1,ht29+IFNB
ht29+TGFB_EP300,0.74825305,0.76,0.14182927,0.34613487068131965,0.68,0,25,1,ht29+TGFB
ht29+TGFB_MAPK1,0.3248312,0.76,0.23209938,0.7525295302369635,0.44,2,23,1,ht29+TGFB
ht29+TGFB_NRAS,0.08518441,0.92,0.17222679,0.6456530562839081,0.4,0,25,1,ht29+TGFB
ht29+TNFA_CSF1,0.0073347054,0.88,0.010730705,0.22523989971094607,0.44,0,25,1,ht29+TNFA
ht29+TNFA_TRAF2,0.059054244,0.8,0.027438547,0.36796950586979094,0.52,1,24,1,ht29+TNFA
ht29+TNFA_TRAF3,0.049589504,0.6666666666666666,0.12967996,0.10904063573463603,0.75,1,11,1,ht29+TNFA
ht29+TNFA_ZFP36L1,0.017603297,0.92,0.01851329,0.11773756030479285,0.56,1,24,1,ht29+TNFA
k562+IFNG_PLEK,0.07307797,1.0,0.2766324,4.731540279437497,0.2857142857142857,0,7,1,k562+IFNG
k562+IFNG_PPARG,0.22918124,0.96,0.6493979,3.057658148029945,0.44,0,25,1,k562+IFNG
k562+IFNG_SOX2,0.9602775,0.92,2.1168735,3.4324346723179904,0.6,0,25,1,k562+IFNG
k562+INS_MAPK1,0.36985856,0.6,0.43873516,1.078147300721757,0.64,9,16,1,k562+INS
k562+INS_MAPK3,0.14674558,0.6666666666666666,0.15532637,0.17032425766061468,0.6666666666666666,2,4,1,k562+INS
k562+INS_ZNF593,0.053765234,0.6666666666666666,0.057596628,0.10157211119652453,0.3333333333333333,3,0,1,k562+INS
k562+TNFA_CSF1,0.0048901904,1.0,0.030512087,0.44704601705316144,0.68,0,25,1,k562+TNFA
k562+TNFA_TRAF2,0.06142884,0.92,0.12955266,0.9474183236868113,0.6,1,24,1,k562+TNFA
k562+TNFA_TRAF3,0.79366535,0.5294117647058824,0.2807468,0.5095285314078299,0.7647058823529411,8,9,1,k562+TNFA
k562+TNFA_ZFP36L1,0.6156798,0.0,0.51233876,2.3851786302153255,0.0,0,1,1,k562+TNFA
mcf7+IFNB_BATF2,0.013480026,0.7272727272727273,0.01725237,0.22924597564865676,0.36363636363636365,0,11,1,mcf7+IFNB
mcf7+IFNB_DTX3L,0.30168673,0.3333333333333333,0.16909505,0.3944958442716546,1.0,3,0,1,mcf7+IFNB
mcf7+IFNB_IFNAR1,0.30984464,0.68,0.26150268,1.0401563088344974,0.36,6,19,1,mcf7+IFNB
mcf7+IFNB_UBA7,0.084809214,0.76,0.098103315,0.9396509316442357,0.64,0,25,1,mcf7+IFNB
mcf7+INS_MAPK1,0.5270476,0.56,0.57973355,1.1883754253324839,0.76,2,23,1,mcf7+INS
mcf7+INS_MAPK3,0.035257902,0.8571428571428571,0.2934975,0.3634699820029866,0.6428571428571429,0,14,1,mcf7+INS
mcf7+INS_ZNF593,0.08227492,1.0,0.44318146,0.1915765613298579,0.5,0,2,1,mcf7+INS
a549+IFNG_IFI16,0.81114215,0.84,1.3901756,0.964333095793138,0.76,0,25,2,a549+IFNG
a549+IFNG_IRF7,0.120776564,1.0,0.40131497,0.09547901155240031,1.0,0,1,2,a549+IFNG
a549+IFNG_SP110,0.21189289,0.92,0.32467028,0.548541663831957,0.72,0,25,2,a549+IFNG
a549+IFNG_ZNFX1,0.2638808,1.0,1.448719,0.012708896709220437,1.0,0,2,2,a549+IFNG
bxpc3+IFNB_CRKL,0.051941905,0.96,0.16461529,0.2350132238727541,0.72,0,25,2,bxpc3+IFNB
bxpc3+IFNB_HERC5,0.056378823,0.96,0.24628948,0.13309151124303076,0.76,0,25,2,bxpc3+IFNB
bxpc3+IFNB_IFI16,0.3478816,1.0,0.7588774,0.3094977496837799,0.68,0,25,2,bxpc3+IFNB
bxpc3+IFNB_IRF7,0.56975996,0.5714285714285714,0.4540487,0.1804696092156822,0.7142857142857143,3,4,2,bxpc3+IFNB
bxpc3+IFNB_MAPK8,0.04887649,1.0,0.14802359,0.1465666062557101,0.7142857142857143,0,14,2,bxpc3+IFNB
bxpc3+IFNB_NFE2L3,0.08117464,0.8947368421052632,0.16509755,0.06596168639157375,0.7368421052631579,1,18,2,bxpc3+IFNB
bxpc3+IFNB_SP110,0.1739026,0.88,0.22223689,0.17359695898064956,0.8,1,24,2,bxpc3+IFNB
bxpc3+IFNB_USP18,5.1811085,0.48,1.3790094,2.936662552177002,0.52,13,12,2,bxpc3+IFNB
bxpc3+IFNB_ZNFX1,0.08371611,0.96,0.35896096,0.1243092728041848,0.76,0,25,2,bxpc3+IFNB
bxpc3+IFNG_FMNL2,0.10426628,0.88,0.3090883,0.45900371461121314,0.64,0,25,2,bxpc3+IFNG
bxpc3+IFNG_FOXN3,0.25414371,0.7894736842105263,0.21696475,0.31457856084644087,0.5263157894736842,2,17,2,bxpc3+IFNG
bxpc3+IFNG_IFI16,0.10736555,0.96,0.60733354,0.39352690141317054,0.72,0,25,2,bxpc3+IFNG
bxpc3+IFNG_IRF7,0.046739027,0.88,0.07684223,0.25719533649403575,0.72,1,24,2,bxpc3+IFNG
bxpc3+IFNG_MAFB,0.027961612,0.76,0.054885678,0.175791627723984,0.64,0,25,2,bxpc3+IFNG
bxpc3+IFNG_SP110,0.11186154,0.8,0.30603296,0.7612600790258971,0.6,0,25,2,bxpc3+IFNG
bxpc3+IFNG_ZNFX1,0.043469917,0.96,0.6457226,0.6545768439054374,0.64,0,25,2,bxpc3+IFNG
bxpc3+TGFB_SMAD3,2.5284204,0.0,1.4924873,2.913755674949776,0.0,1,0,2,bxpc3+TGFB
bxpc3+TGFB_SMURF1,1.3527735,0.8,0.6161399,0.30691143148055355,0.8,1,4,2,bxpc3+TGFB
bxpc3+TGFB_TGFBR2,2.2738924,0.52,0.72238535,1.8689416213207368,0.36,11,14,2,bxpc3+TGFB
bxpc3+TNFA_BIRC3,0.07115908,0.8,0.12534727,0.5653811281817619,0.35,0,20,2,bxpc3+TNFA
bxpc3+TNFA_CASP8,0.06244033,0.96,0.30960223,0.5346237391425924,0.56,0,25,2,bxpc3+TNFA
bxpc3+TNFA_CREB1,0.18553321,1.0,0.34583557,0.08173418886732775,1.0,0,4,2,bxpc3+TNFA
bxpc3+TNFA_MAPK8,0.05022151,0.88,0.072141714,0.35349977365627333,0.44,0,25,2,bxpc3+TNFA
bxpc3+TNFA_ZFP36L1,0.07381962,0.84,0.067830205,0.7631052857160256,0.56,0,25,2,bxpc3+TNFA
hap1+IFNG_FMNL2,6.6304474,1.0,1.0653362,3.664333831905054,0.5,0,2,2,hap1+IFNG
hap1+IFNG_IFI16,0.43894833,0.96,1.1920321,1.7719887243245274,0.64,0,25,2,hap1+IFNG
hap1+IFNG_SP110,0.60053307,0.96,0.49997905,1.7919734279455581,0.56,0,25,2,hap1+IFNG
hap1+IFNG_ZNFX1,1.922409,1.0,1.4378631,2.9943929716213367,0.75,0,4,2,hap1+IFNG
hap1+TGFB_SMAD3,7.3950386,1.0,0.5782797,1.3533883695900522,0.5,0,2,2,hap1+TGFB
hap1+TGFB_SMURF1,6.3606744,1.0,1.1043757,0.46603700798111025,1.0,0,1,2,hap1+TGFB
ht29+TNFA_BIRC3,0.31580973,1.0,1.1021711,0.4128168381090035,1.0,0,2,2,ht29+TNFA
ht29+TNFA_CASP8,0.1552002,0.84,0.036613595,0.504607225978469,0.28,0,25,2,ht29+TNFA
ht29+TNFA_CREB1,0.0027379203,0.8571428571428571,0.0034576303,0.0819969816621422,0.2857142857142857,0,7,2,ht29+TNFA
ht29+TNFA_ZFP36L1,0.028406143,0.6,0.01851329,0.11773756030479285,0.56,1,24,2,ht29+TNFA
k562+IFNG_FMNL2,0.19425324,0.88,0.25519013,2.1048302862807087,0.44,0,25,2,k562+IFNG
k562+IFNG_IFI16,0.7543272,0.72,0.6790351,2.161739414310524,0.48,0,25,2,k562+IFNG
k562+IFNG_MAFB,0.32571828,0.0,0.19877905,1.3604580520800529,0.0,0,1,2,k562+IFNG
k562+IFNG_SP110,0.45614362,0.84,0.4932432,2.0065854395804466,0.56,0,25,2,k562+IFNG
k562+IFNG_ZNFX1,0.3657899,0.875,0.49504104,2.0975812564938585,0.5,0,8,2,k562+IFNG
k562+TGFB_RUNX2,0.32113332,0.8,0.48903188,0.10246808047449305,1.0,0,5,2,k562+TGFB
k562+TGFB_SMURF1,0.0009400084,1.0,1.9439545,0.45826782941298244,1.0,0,1,2,k562+TGFB
mcf7+IFNG_FMNL2,0.29505885,1.0,0.17024457,0.5144050001398042,0.0,0,2,2,mcf7+IFNG
mcf7+IFNG_IFI16,0.11552997,0.96,0.2810585,0.7248530126928062,0.6,0,25,2,mcf7+IFNG
mcf7+IFNG_MAFB,0.04650829,1.0,0.078185305,2.575517777214557,0.5,0,4,2,mcf7+IFNG
mcf7+IFNG_SP110,0.2887359,0.8333333333333334,0.14986917,0.5507243090913184,0.5,0,6,2,mcf7+IFNG
mcf7+IFNG_ZNFX1,1.4501929,1.0,0.38234186,0.16109223551045726,0.6666666666666666,0,3,2,mcf7+IFNG
mcf7+INS_SREBF2,0.037017636,1.0,0.31759277,0.3666012560544462,0.0,0,1,2,mcf7+INS
mcf7+TGFB_IRF7,2.4212043,1.0,0.7395651,0.31085308535348755,1.0,0,2,2,mcf7+TGFB
mcf7+TGFB_SMURF1,9.363013,1.0,1.1212397,0.6015215851233853,1.0,0,1,2,mcf7+TGFB
mcf7+TGFB_TGFBR2,0.7794337,0.7777777777777778,0.48141226,0.7505592839825317,0.4444444444444444,2,7,2,mcf7+TGFB
mcf7+TNFA_BIRC3,0.19822006,1.0,0.34060845,1.3420180243353128,0.2,0,25,2,mcf7+TNFA
mcf7+TNFA_CASP8,0.11652437,0.88,0.23504075,0.5758700091070533,0.32,0,25,2,mcf7+TNFA
mcf7+TNFA_CREB1,0.15627947,1.0,0.32201836,1.2570934263234634,0.16,0,25,2,mcf7+TNFA
mcf7+TNFA_ZFP36L1,0.08283466,1.0,0.1627606,0.761712853450599,0.0,0,25,2,mcf7+TNFA
a549+IFNB_IFNAR2,0.8859718,0.88,0.60443175,0.5079432936234974,0.84,4,21,3,a549+IFNB
a549+INS_GRB2,0.39108267,0.0,0.205586,1.2282289377996156,0.0,0,1,3,a549+INS
a549+INS_POLR2G,0.14860441,0.96,0.68121964,0.31427900703256884,0.8,0,25,3,a549+INS
a549+INS_SHC1,0.14590487,0.92,0.12360754,0.346554436337297,0.64,0,25,3,a549+INS
a549+TNFA_RELB,0.1895342,1.0,0.09494145,0.937554058281691,0.5,0,2,3,a549+TNFA
bxpc3+INS_ELK1,0.0481748,0.875,0.25373453,0.0942275660755067,0.75,2,6,3,bxpc3+INS
bxpc3+INS_GRB2,0.0811722,0.8,0.26641896,0.1284960806841501,0.8,4,21,3,bxpc3+INS
bxpc3+INS_HSF1,0.016164213,0.8888888888888888,0.22865507,0.09487801292630799,0.8888888888888888,2,7,3,bxpc3+INS
bxpc3+INS_POLR2G,0.13843028,0.84,0.3824496,0.2225174937011207,0.64,0,25,3,bxpc3+INS
bxpc3+INS_SHC1,0.18013929,0.84,0.1650179,0.2925021397955796,0.56,4,21,3,bxpc3+INS
bxpc3+INS_TAF7,0.11692447,0.8125,0.14714186,0.18060297824148264,0.5625,1,15,3,bxpc3+INS
bxpc3+TGFB_RELA,0.811257,1.0,0.8946701,0.9972322164618359,1.0,0,1,3,bxpc3+TGFB
bxpc3+TGFB_SMAD3,1.1314895,1.0,1.4924873,2.913755674949776,0.0,1,0,3,bxpc3+TGFB
hap1+IFNG_PLEK,0.05789251,1.0,0.6611618,5.3669306386171725,0.0,0,2,3,hap1+IFNG
ht29+IFNB_ELK1,0.010221926,1.0,0.03767969,0.010721983340572542,1.0,0,1,3,ht29+IFNB
ht29+IFNB_IFNAR2,3.3930075,1.0,1.8459482,0.28699553229112346,1.0,0,25,3,ht29+IFNB
ht29+INS_ELK1,0.018817427,1.0,0.0060789636,0.09837410498301075,0.3333333333333333,0,3,3,ht29+INS
ht29+INS_GRB2,0.088526934,1.0,0.0060258377,0.1054506897247247,0.0,0,2,3,ht29+INS
ht29+INS_HSF1,0.009765438,1.0,0.0066716564,0.014315871871332382,0.0,0,1,3,ht29+INS
ht29+INS_POLR2G,0.2568457,0.84,0.09826769,0.38799855508160136,0.68,1,24,3,ht29+INS
ht29+INS_SHC1,0.1499294,0.88,0.009062396,0.2393991699703369,0.56,0,25,3,ht29+INS
ht29+INS_TAF7,0.021488745,0.5,0.005460736,0.004962003119293849,0.5,0,2,3,ht29+INS
ht29+TGFB_ATF2,0.36961034,1.0,0.05771699,1.0559936874922289,0.4444444444444444,0,9,3,ht29+TGFB
ht29+TGFB_RBX1,0.2617595,0.92,0.10290017,0.9769129837898562,0.52,0,25,3,ht29+TGFB
ht29+TGFB_RELA,0.00029374502,1.0,0.17072134,0.0012778461487675905,1.0,0,2,3,ht29+TGFB
ht29+TNFA_MAP2K3,0.14638646,0.6666666666666666,0.07160637,0.16814727732964724,0.4444444444444444,0,9,3,ht29+TNFA
ht29+TNFA_RELB,0.0032839961,0.75,0.0065699816,0.020199620120821556,0.5,0,4,3,ht29+TNFA
k562+IFNB_ELK1,0.60172635,0.6,0.52552134,0.9033162951082673,0.4,3,2,3,k562+IFNB
k562+IFNB_IFNAR2,0.73058075,0.96,1.9674515,1.7867880001090786,0.56,0,25,3,k562+IFNB
k562+TGFB_ATF2,0.21631292,0.9,0.71204704,1.4780790288044974,0.5,0,10,3,k562+TGFB
k562+TGFB_RBX1,0.23658125,0.96,0.8234735,2.88751411244001,0.52,0,25,3,k562+TGFB
k562+TGFB_RUNX2,0.031069968,1.0,0.48903188,0.10246808047449305,1.0,0,5,3,k562+TGFB
k562+TNFA_MAP2K3,0.058737352,0.88,0.09945957,0.9568655095337271,0.68,1,24,3,k562+TNFA
mcf7+TGFB_ATF2,0.15808728,1.0,0.5524834,0.5587377207869513,0.5,0,2,3,mcf7+TGFB
mcf7+TGFB_RELA,0.17003356,1.0,0.5779909,1.312488064036332,0.0,0,1,3,mcf7+TGFB
mcf7+TGFB_SMAD9,2.2728124,0.36,1.6994843,0.5676069668494059,0.84,17,8,3,mcf7+TGFB
mcf7+TNFA_MAP2K3,0.0111203855,1.0,0.021104524,1.5217267370601426,0.5,0,2,3,mcf7+TNFA
mcf7+TNFA_RELB,0.21365257,0.92,0.19912516,1.171698529240892,0.08,0,25,3,mcf7+TNFA
mcf7+TNFA_REPIN1,0.2889845,1.0,0.17025736,0.7160635368882615,0.0,0,16,3,mcf7+TNFA
mcf7+TNFA_ZNF22,0.4471534,0.96,0.27290055,1.3964048632804094,0.04,0,25,3,mcf7+TNFA
a549+IFNB_CEBPB,0.64053947,0.96,0.49348807,0.43825535369852775,0.76,0,25,4,a549+IFNB
a549+IFNB_CRKL,0.43701965,1.0,0.4984914,1.0902914729790498,0.56,0,25,4,a549+IFNB
a549+IFNB_HES4,1.5993773,1.0,0.3244127,1.0414197759605868,0.0,0,1,4,a549+IFNB
a549+IFNB_IRF1,1.3742825,0.0,0.37405628,0.2564227975032283,1.0,0,1,4,a549+IFNB
a549+IFNB_TYK2,1.032608,0.76,0.58734673,0.523540521473176,0.72,4,21,4,a549+IFNB
a549+IFNG_CEBPB,0.32012936,0.92,0.34647706,0.4035975539277832,0.76,0,25,4,a549+IFNG
a549+IFNG_CUL1,2.3786685,0.5,0.6842996,0.8756764279648375,0.5714285714285714,7,7,4,a549+IFNG
a549+IFNG_MCRS1,0.44206294,0.88,0.71988195,0.6374465807688594,0.68,0,25,4,a549+IFNG
a549+INS_IKBKB,0.36055875,0.88,0.21409425,0.27851035195800855,0.72,0,25,4,a549+INS
a549+INS_POLR2L,0.48841247,0.88,0.13794257,0.5988936577608058,0.64,0,25,4,a549+INS
a549+INS_TAF8,0.2952264,0.92,0.25816318,0.6293202361493786,0.64,0,25,4,a549+INS
a549+TGFB_CUL1,0.3208987,0.92,0.21449026,0.3504847000972095,0.68,0,25,4,a549+TGFB
a549+TGFB_IKBKB,0.3183312,0.88,0.2608119,0.44104377363860453,0.52,0,25,4,a549+TGFB
a549+TGFB_RAF1,0.32211745,0.9333333333333333,0.09116109,0.7668314411061338,0.5333333333333333,0,15,4,a549+TGFB
a549+TGFB_RBL1,0.4131378,0.84,0.17981632,0.8414845963018481,0.44,0,25,4,a549+TGFB
a549+TNFA_CEBPB,0.9396095,0.88,0.58406085,0.5684880917771065,0.84,0,25,4,a549+TNFA
a549+TNFA_IKBKB,0.65879416,0.96,0.3757131,0.6844022489007827,0.68,0,25,4,a549+TNFA
a549+TNFA_RELB,0.6359272,1.0,0.09494145,0.937554058281691,0.5,0,2,4,a549+TNFA
a549+TNFA_TRAF3,1.3350593,0.7333333333333333,0.24349199,0.6642059330187013,0.4,4,11,4,a549+TNFA
bxpc3+INS_HSF1,0.017257277,0.8888888888888888,0.22865507,0.09487801292630799,0.8888888888888888,2,7,4,bxpc3+INS
bxpc3+INS_IKBKB,0.28044483,0.84,0.49920222,0.35507533706425426,0.84,3,22,4,bxpc3+INS
bxpc3+INS_POLR2L,0.34780774,0.76,0.27332377,0.11368573525217064,0.8,2,23,4,bxpc3+INS
bxpc3+INS_TAF8,0.5956168,0.68,0.40810126,0.49436719721022143,0.72,3,22,4,bxpc3+INS
bxpc3+TNFA_CEBPB,0.17374058,0.8,0.26392332,0.3647590186398864,0.64,0,25,4,bxpc3+TNFA
