,MSEPred_all,MSECtrl_all,NormMSE_all,Pearson_all,NormPearson_all,Spearman_all,NormSpearman_all,PredCosine_all,CtrlCosine_all,NormCosine_all,SameDirect_all,DiffDirect_all,MSEPred_degs,MSECtrl_degs,NormMSE_degs,Pearson_degs,NormPearson_degs,Spearman_degs,NormSpearman_degs,PredCosine_degs,CtrlCosine_degs,NormCosine_degs,SameDirect_degs,DiffDirect_degs,cov_pert,covariate,perturbation,cov_seen,pert_seen,split
a549+IFNG_GUK1,0.046864577,0.005338846,8.778035,0.9883909,0.23954612,0.7913973051071063,0.22359693271767928,0.9909877637310456,0.998801861915086,0.9921765282164594,1991,1313,,,,,,,,,,,,,a549+IFNG_GUK1,a549+IFNG,GUK1,False,True,0
a549+IFNG_HLA-DQB1,0.044306096,0.014686876,3.0167134,0.9864274,0.23131636,0.8113992523527395,0.27784198481009453,0.989463117655373,0.9970590422129642,0.9923816702562247,2071,1147,0.1445540189743042,0.306059330701828,0.4723071753978729,-0.4007928669452667,0.19219130277633667,-0.09999999999999999,0.0,0.8177699959843593,0.9903124589964659,0.825769673556412,5.0,0.0,a549+IFNG_HLA-DQB1,a549+IFNG,HLA-DQB1,False,True,0
a549+IFNG_HLX,0.056368116,0.07568191,0.744803,0.97933245,0.5439271,0.7430843190411519,0.594026578965894,0.9834688952929102,0.9870217090264923,0.9964004705255304,2525,581,0.2838878631591797,0.6169131994247437,0.4601747393608093,0.5487651228904724,0.3024349808692932,0.5360152194175567,0.30769230769230765,0.8293866442450655,0.9187478819999116,0.9027358435261625,22.0,3.0,a549+IFNG_HLX,a549+IFNG,HLX,False,True,0
a549+IFNG_IFI16,0.082518674,0.2048523,0.40282035,0.9639313,0.6879659,0.7217043586277018,0.7020515729251882,0.9704320642947426,0.968742603711167,1.0017439726270976,2515,363,0.6606243848800659,1.390175461769104,0.4752093553543091,0.4839974641799927,-0.06857278198003769,0.41597116379541466,-0.16538461538461538,0.8048350346099833,0.8055821701393014,0.9990725520536422,23.0,2.0,a549+IFNG_IFI16,a549+IFNG,IFI16,False,True,0
a549+IFNG_IFNGR1,0.033153627,0.024619833,1.3466227,0.99249977,0.6320285,0.8244451366466474,0.3182137591986031,0.9942085302539951,0.9942775977898627,0.9999305349572181,2077,1212,0.4365280866622925,0.9565063714981079,0.4563775956630707,0.5416256785392761,0.7977400422096252,0.5107692307692308,0.9061538461538461,0.9146432108295568,0.9523491214249376,0.960407470593385,24.0,1.0,a549+IFNG_IFNGR1,a549+IFNG,IFNGR1,False,True,0
a549+IFNG_IFNGR2,0.02780769,0.026965497,1.0312322,0.99264777,0.6391041,0.8467211641459856,0.31292310754582764,0.9944065246228484,0.9937407302421213,1.0006699880164567,2140,1324,0.4054218530654907,0.8163797855377197,0.4966093599796295,0.8921857476234436,0.9081171751022339,0.83,0.8738461538461537,0.9572084685172991,0.9490999469754315,1.0085433800388544,24.0,1.0,a549+IFNG_IFNGR2,a549+IFNG,IFNGR2,False,True,0
a549+IFNG_IRF1,0.037846196,0.0046179495,8.195455,0.98970747,0.25264135,0.8368995635085309,0.23990549278493906,0.9921355824845653,0.9989285476267444,0.9931997487124401,2101,1314,,,,,,,,,,,,,a549+IFNG_IRF1,a549+IFNG,IRF1,False,True,0
a549+IFNG_IRF2,0.049201705,0.052468367,0.9377403,0.9825505,0.49409866,0.7708873101918641,0.5183670198465141,0.9862027249773891,0.9911338288066659,0.9950247850633714,2357,776,0.30215388536453247,0.583382785320282,0.5179342031478882,0.7738577127456665,0.37652045488357544,0.6693595045920121,0.5238461538461539,0.9161458378113905,0.9550504945109225,0.9592642934346053,21.0,4.0,a549+IFNG_IRF2,a549+IFNG,IRF2,False,True,0
a549+IFNG_IRF5,0.058176085,0.0068549463,8.486732,0.9870784,0.2699104,0.7615812232254404,0.28539759228460954,0.9898180357545321,0.9985106772737629,0.9912943930224519,2134,1128,,,,,,,,,,,,,a549+IFNG_IRF5,a549+IFNG,IRF5,False,False,0
a549+IFNG_IRF7,0.03991602,0.009839384,4.0567603,0.9884064,0.29565358,0.8165360989123313,0.3108764350771033,0.9910443872877781,0.9979961018253816,0.9930343269629125,2098,1131,0.00629965728148818,0.40131497383117676,0.01569753885269165,,,,,,,,1.0,0.0,a549+IFNG_IRF7,a549+IFNG,IRF7,False,True,0
a549+IFNG_IRF9,0.054117296,0.07464306,0.72501445,0.9799598,0.51295245,0.7787905005323421,0.5362176143256722,0.9839962125276492,0.9886616855336593,0.9952810217344553,2402,723,0.29157084226608276,0.47401750087738037,0.6151056289672852,0.42894092202186584,-0.13702814280986786,0.5093287264826575,-0.2030769230769231,0.8409349954846056,0.9217335440615844,0.9123406660226957,22.0,3.0,a549+IFNG_IRF9,a549+IFNG,IRF9,False,True,0
