,MSEPred_all,MSECtrl_all,NormMSE_all,Pearson_all,NormPearson_all,Spearman_all,NormSpearman_all,PredCosine_all,CtrlCosine_all,NormCosine_all,SameDirect_all,DiffDirect_all,MSEPred_degs,MSECtrl_degs,NormMSE_degs,Pearson_degs,NormPearson_degs,Spearman_degs,NormSpearman_degs,PredCosine_degs,CtrlCosine_degs,NormCosine_degs,SameDirect_degs,DiffDirect_degs,cov_pert,covariate,perturbation,cov_seen,pert_seen,split
a549+IFNG_ATF3,0.6682678,0.0060365554,110.7035,0.8592529,0.11473684,0.6761780287907267,0.2316542914951976,0.88922762044743,0.9986703950654469,0.890411515992877,2066,1233,,,,,,,,,,,,,a549+IFNG_ATF3,a549+IFNG,ATF3,False,True,0
a549+IFNG_ATF5,0.6683897,0.010859599,61.548283,0.85284233,0.24017395,0.6709162553405595,0.3657827093596645,0.8835334326694723,0.9978156887406481,0.8854675694512155,2249,983,,,,,,,,,,,,,a549+IFNG_ATF5,a549+IFNG,ATF5,False,True,0
a549+IFNG_BATF2,0.71596825,0.005343186,133.9965,0.8535858,0.10504857,0.6642812297798701,0.17880293784931506,0.8842199897601661,0.9987895524890712,0.8852915887602272,1964,1322,,,,,,,,,,,,,a549+IFNG_BATF2,a549+IFNG,BATF2,False,True,0
a549+IFNG_CEBPB,0.6629754,0.020390501,32.51393,0.8473934,0.21826598,0.6780574926140799,0.34741584835210987,0.8789659888468611,0.9957899041693267,0.8826821653510151,2203,1013,0.16393962502479553,0.34647706151008606,0.4731615483760834,0.4355112314224243,0.5228765606880188,0.3730769230769231,0.4815384615384616,0.7738741856790231,0.9621258287069903,0.8043378138169721,21.0,4.0,a549+IFNG_CEBPB,a549+IFNG,CEBPB,False,True,0
a549+IFNG_CEBPE,0.6863105,0.009158959,74.93325,0.84986764,0.18816766,0.6710554264017103,0.32979948042104734,0.8811761878528446,0.9981193494895927,0.8828364947573161,2195,1039,,,,,,,,,,,,,a549+IFNG_CEBPE,a549+IFNG,CEBPE,False,True,0
a549+IFNG_CLK1,0.43337065,0.14761528,2.9358115,0.822649,0.59306,0.6830862280964244,0.6119772597732077,0.8570437552263217,0.9796628961929545,0.874835373021536,2420,659,0.8511590361595154,0.9058020710945129,0.939674437046051,0.4711742699146271,-0.19247986376285553,0.3200615562187092,-0.049999999999999996,0.7175477952212646,0.9553057070897908,0.7511185057264826,19.0,6.0,a549+IFNG_CLK1,a549+IFNG,CLK1,False,True,0
a549+IFNG_CUL1,0.80569255,0.020190377,39.90478,0.8162342,0.3011369,0.623839728216622,0.3350464413102567,0.8509482961610562,0.9957424870527958,0.8545867101440029,2119,1152,0.7369695901870728,0.6842995882034302,1.0769692659378052,0.8356634378433228,0.6448966264724731,0.5736263736263736,0.44175824175824174,0.9094640242089828,0.850674658749914,1.0691091063479674,8.0,6.0,a549+IFNG_CUL1,a549+IFNG,CUL1,False,True,0
a549+IFNG_EHF,0.64813346,0.015518599,41.764946,0.85246456,0.25168887,0.6824079985094826,0.3762120594931582,0.8833009305180622,0.996957082785248,0.8859969458768887,2235,977,,,,,,,,,,,,,a549+IFNG_EHF,a549+IFNG,EHF,False,True,0
a549+IFNG_ETV7,0.6525575,0.0047678854,136.86517,0.8670476,0.12044888,0.6842528245577905,0.180324192292109,0.8957599031103376,0.9989221896358685,0.8967264041224912,1983,1301,0.3251356780529022,0.43956470489501953,0.7396764755249023,,,,,,,,1.0,0.0,a549+IFNG_ETV7,a549+IFNG,ETV7,False,True,0
a549+IFNG_FBXO6,0.71571535,0.010157838,70.45941,0.84534496,0.2065816,0.663485361946872,0.3213647138276587,0.8767877526682799,0.9978587429454469,0.8786692093113364,2187,1037,,,,,,,,,,,,,a549+IFNG_FBXO6,a549+IFNG,FBXO6,False,True,0
